Orthogroup	Canis_lupus_protein	Macaca_fascicularis_protein	Mus_musculus_protein	Rattus_norvegicus_protein
OG0008941	XP_038411460.1	XP_005564139.2	NP_033753.2	NP_058838.1
OG0008942	XP_038411467.1	XP_065375711.1	NP_062330.1	XP_038934705.1
OG0008943	XP_038411476.1	XP_065375715.1	NP_766102.1	NP_001258144.1
OG0008944	XP_038411488.1	XP_005564170.3	XP_017172011.1	XP_063119761.1
OG0008945	XP_038411494.1	XP_005564178.2	NP_033203.1	NP_001013237.2
OG0008946	XP_038411508.1	XP_005564181.1	XP_006521187.2	XP_006241775.1
OG0008947	XP_038411532.1	XP_065375741.1	XP_006521590.1	XP_063119648.1
OG0008948	XP_038411537.1	XP_005564198.1	NP_444298.1	NP_001128352.1
OG0008949	XP_038411559.1	XP_045254686.2	NP_001074535.1	NP_001414187.1
OG0008950	XP_038411570.1	XP_015310747.1	NP_775541.1	XP_006241797.1
OG0008951	XP_038411622.1	XP_015310765.3	NP_032441.4	NP_001098082.1
OG0008952	XP_038411625.1	XP_005564244.1	NP_941009.1	NP_001007659.1
OG0008953	XP_038411649.1	XP_005564264.3	NP_081006.1	NP_001124019.1
OG0008954	XP_038411650.1	XP_015310779.1	NP_035889.1	XP_008763847.1
OG0008955	XP_038411659.1	XP_005564285.2	NP_001398180.1	XP_006241962.1
OG0008956	XP_038411661.1	XP_065375830.1	NP_742119.1	XP_063119345.1
OG0008957	XP_038411671.1	XP_015310808.3	NP_766195.2	NP_997492.2
OG0008958	XP_038411674.1	XP_005564297.3	NP_001269372.1	XP_002729882.1
OG0008959	XP_038411675.1	XP_005564311.3	NP_848761.2	NP_001119740.1
OG0008960	XP_038411676.1	XP_065375833.1	XP_006521324.2	XP_063119350.1
OG0008961	XP_038411684.1	XP_045254776.2	NP_079688.2	XP_038934748.1
OG0008962	XP_038411685.1	XP_005564314.2	NP_084475.1	NP_001385918.1
OG0008963	XP_038411691.1	XP_045254781.2	NP_666171.2	NP_001123981.2
OG0008964	XP_038411696.1	XP_045254796.2	XP_006521162.1	XP_063119153.1
OG0008965	XP_038411697.1	XP_045254782.2	NP_598850.1	NP_001178808.1
OG0008966	XP_038411701.1	XP_045254798.1	XP_030104578.1	NP_001386320.1
OG0008967	XP_038411708.1	XP_015310820.1	NP_001345288.1	XP_063120317.1
OG0008968	XP_038411710.1	XP_065375882.1	NP_659097.2	NP_001385893.1
OG0008969	XP_038411711.1	XP_065375884.1	NP_001157012.1	XP_017450571.1
OG0008970	XP_038411712.1	XP_045255286.1	NP_083128.1	NP_001108498.1
OG0008971	XP_038411715.1	XP_045255283.2	XP_006521570.1	XP_006241833.1
OG0008972	XP_038411716.1	XP_005564370.1	NP_780608.1	NP_001128332.1
OG0008973	XP_038411718.1	XP_045255297.2	XP_006521682.1	XP_006241975.1
OG0008974	XP_038411725.1	XP_005564380.3	NP_079616.2	NP_112415.1
OG0008975	XP_038411726.1	XP_005564373.2	NP_079843.1	XP_063119380.1
OG0008976	XP_038411727.1	XP_005564376.1	NP_081135.3	XP_063119663.1
OG0008977	XP_038411743.1	XP_015310860.3	NP_038509.1	NP_001019421.1
OG0008978	XP_038411745.1	XP_005564386.1	NP_067530.2	NP_001007708.1
OG0008979	XP_038411752.1	XP_005564399.3	NP_034176.1	XP_063120405.1
OG0008980	XP_038411756.1	XP_045254837.2	NP_570963.1	NP_001124042.1
OG0008981	XP_038411757.1	XP_045255299.2	NP_038937.2	NP_001005563.1
OG0008982	XP_038411765.1	XP_005564412.1	NP_766548.2	NP_001129270.1
OG0008983	XP_038411772.1	XP_005564416.1	NP_080118.1	NP_001123964.1
OG0008984	XP_038411775.1	XP_005564419.3	NP_898914.3	XP_008763809.1
OG0008985	XP_038411778.1	XP_045255332.1	NP_001403226.1	NP_942047.2
OG0008986	XP_038411781.1	XP_015310876.1	NP_032015.1	XP_008763787.1
OG0008987	XP_038411793.1	XP_065375960.1	NP_932787.1	NP_001129368.1
OG0008988	XP_038411802.1	XP_005564447.3	NP_081398.2	NP_001020079.1
OG0008989	XP_038411803.1	XP_005564430.2	NP_663447.1	NP_001007752.1
OG0008990	XP_038411804.1	XP_045255338.2	XP_006520857.1	NP_775145.2
OG0008991	XP_038411812.1	XP_045254843.2	NP_666021.2	NP_001387994.1
OG0008992	XP_038411856.1	XP_005560267.1	NP_796325.2	NP_001100293.1
OG0008993	XP_038411861.1	XP_005554499.3	NP_035846.1	NP_114011.1
OG0008994	XP_038411866.1	XP_065401000.1	NP_001388345.1	NP_001388489.1
OG0008995	XP_038411880.1	XP_005554838.1	NP_083251.2	NP_067703.1
OG0008996	XP_038411882.1	XP_045248231.1	NP_848766.2	NP_001102558.1
OG0008997	XP_038411884.1	XP_065401024.1	NP_001158278.1	XP_006251044.4
OG0008998	XP_038411886.1	XP_005554841.2	NP_001028587.1	NP_001102557.1
OG0008999	XP_038411911.1	XP_005554852.2	NP_766299.1	NP_001100685.1
OG0009000	XP_038411944.1	XP_005554876.1	NP_848714.1	NP_001099474.1
OG0009001	XP_038411953.1	XP_005554883.3	NP_058565.2	NP_872279.2
OG0009002	XP_038411958.1	XP_005554895.4	NP_598682.2	XP_063128988.1
OG0009003	XP_038411959.1	XP_005554900.1	NP_001074674.1	NP_001388381.1
OG0009004	XP_038411966.1	XP_005554898.2	XP_036020891.1	NP_001019426.1
OG0009005	XP_038411978.1	XP_005554931.2	XP_030110638.2	NP_001013896.1
OG0009006	XP_038411985.1	XP_005554937.1	NP_081226.1	XP_038947481.2
OG0009007	XP_038411986.1	XP_005554939.3	NP_851840.1	NP_001178606.1
OG0009008	XP_038411991.1	XP_045248561.1	NP_001177663.1	XP_017454777.1
OG0009009	XP_038412000.1	XP_045248560.1	NP_036020.1	NP_001177997.1
OG0009010	XP_038412001.1	XP_045248559.2	XP_006504218.1	XP_038947621.1
OG0009011	XP_038412011.1	XP_005555356.3	NP_081154.1	NP_001002830.1
OG0009012	XP_038412012.1	XP_045248550.2	NP_001108132.1	NP_001017499.1
OG0009013	XP_038412015.1	XP_005555333.3	NP_035188.2	XP_038947553.2
OG0009014	XP_038412025.1	XP_045249223.1	NP_001363893.1	XP_006250944.1
OG0009015	XP_038412058.1	XP_005555315.2	NP_031741.1	NP_001376183.1
OG0009016	XP_038412070.1	XP_065401255.1	NP_065636.2	NP_001388362.1
OG0009017	XP_038412071.1	XP_005555314.2	NP_075997.1	NP_001385952.1
OG0009018	XP_038412073.1	XP_045248520.2	NP_062388.1	NP_071575.1
OG0009019	XP_038412076.1	XP_005555304.1	XP_036021371.1	XP_038947805.1
OG0009020	XP_038412083.1	XP_005555302.1	NP_950197.1	NP_001385816.1
OG0009021	XP_038412088.1	XP_005555298.3	XP_006535065.1	XP_038948847.1
OG0009022	XP_038412089.1	XP_005555290.3	NP_776126.1	NP_001385951.1
OG0009023	XP_038412099.1	XP_005555286.1	NP_742158.1	XP_038947494.1
OG0009024	XP_038412105.1	XP_045248500.2	NP_082246.1	NP_001017498.1
OG0009025	XP_038412107.1	XP_045248497.1	NP_783199.1	NP_598305.2
OG0009026	XP_038412116.1	XP_005555267.3	NP_062810.1	NP_001388376.1
OG0009027	XP_038412117.1	XP_005555266.2	NP_001152990.2	XP_063128974.1
OG0009028	XP_038412119.1	XP_005555259.1	NP_722496.2	NP_001102330.1
OG0009029	XP_038412127.1	XP_005555250.3	NP_001332831.1	NP_001004098.1
OG0009030	XP_038412129.1	XP_005555248.3	NP_064376.1	XP_006250874.1
OG0009031	XP_038412140.1	XP_005555239.1	XP_006534926.1	XP_006250867.1
OG0009032	XP_038412166.1	XP_045248471.1	NP_444414.2	XP_063129643.1
OG0009033	XP_038412170.1	XP_065401195.1	NP_001157023.1	XP_006250857.1
OG0009034	XP_038412193.1	XP_045247879.2	NP_081907.1	NP_071599.2
OG0009035	XP_038412198.1	XP_005555190.2	NP_690052.2	NP_001389374.1
OG0009036	XP_038412199.1	XP_005555189.3	NP_075541.1	NP_001012036.1
OG0009037	XP_038412215.1	XP_045248447.1	NP_031858.1	NP_077072.2
OG0009038	XP_038412224.1	XP_005555161.2	NP_032122.1	NP_036696.2
OG0009039	XP_038412225.1	XP_005555157.3	NP_808540.2	NP_001381638.1
OG0009040	XP_038412229.1	XP_005555154.3	NP_001156928.1	XP_006250833.1
OG0009041	XP_038412254.1	XP_005555129.3	NP_444317.1	NP_001292099.1
OG0009042	XP_038412257.1	XP_005555120.1	NP_031976.1	NP_067721.1
OG0009043	XP_038412258.1	XP_005555117.2	NP_033834.1	NP_058819.1
OG0009044	XP_038412270.1	XP_065374765.1	XP_011243790.1	NP_001128237.2
OG0009045	XP_038412271.1	XP_005564146.3	NP_001138568.1	XP_038936140.1
OG0009046	XP_038412284.1	XP_005550682.3	XP_006505075.1	NP_037212.2
OG0009047	XP_038412285.1	XP_045244433.2	NP_082738.1	NP_001102694.1
OG0009048	XP_038412301.1, XP_038423868.1		NP_510962.2	NP_001121076.1
OG0009049	XP_038412312.1	XP_015302858.3	NP_277057.1	NP_001102450.1
OG0009050	XP_038412321.1	XP_045244925.1	NP_033847.1	NP_001102707.1
OG0009051	XP_038412346.1	XP_045254235.2	NP_001164983.2	XP_063126174.1
OG0009052	XP_038412357.1	XP_045254211.2	NP_776146.1	NP_001102297.1
OG0009053	XP_038412366.1	XP_005541115.2	NP_077172.1	NP_001094021.1
OG0009054	XP_038412371.1	XP_005541117.2	NP_001289263.1	NP_001099252.1
OG0009055	XP_038412378.1	XP_045254060.1	NP_653104.1	NP_955421.1
OG0009056	XP_038412380.1	XP_005541104.2	NP_848774.1	NP_001099254.1
OG0009057	XP_038412389.1	XP_045244268.2	XP_006506776.1	XP_017448017.1
OG0009058	XP_038412395.1	XP_005550861.3	NP_033174.2	NP_446327.1
OG0009059	XP_038412411.1	XP_005550855.2	NP_038819.1	XP_063142824.1
OG0009060	XP_038412431.1	XP_005550839.3	XP_036021648.1	NP_001101321.1
OG0009061	XP_038412436.1	XP_005550831.2	XP_006505270.1	NP_001402856.1
OG0009062	XP_038412449.1	XP_045244294.1	XP_006505234.1	XP_063142056.1
OG0009063	XP_038412453.1	XP_045244293.1	NP_083649.1	NP_001385839.1
OG0009064	XP_038412457.1	XP_015303519.1	NP_084018.1	XP_006236263.1
OG0009065	XP_038412460.1	XP_045244299.1	NP_033485.1	NP_001165598.1
OG0009066	XP_038412466.1	XP_045244308.1	NP_001397150.1	XP_017448100.1
OG0009067	XP_038412472.1	XP_005550809.1	NP_796178.2	NP_001414777.1
OG0009068	XP_038412474.1	XP_005550801.1	NP_067389.5	NP_001166981.2
OG0009069	XP_038412495.1	XP_045244328.2	XP_011239372.1	XP_038964921.1
OG0009070	XP_038412499.1	XP_015303506.1	NP_001138832.1	NP_001388197.1
OG0009071	XP_038412506.1	XP_015303494.1	NP_001334000.1	NP_001386506.1
OG0009072	XP_038412529.1	XP_005550751.1	NP_001177390.1	NP_001386094.1
OG0009073	XP_038412532.1	XP_045244374.2	NP_001094913.1	NP_001102696.1
OG0009074	XP_038412535.1	XP_045244375.2	NP_598686.2	NP_001402807.1
OG0009075	XP_038412538.1	XP_005550741.1	NP_062750.2	NP_073185.2
OG0009076	XP_038412541.1	XP_005550736.1	NP_083176.3	NP_001414052.1
OG0009077	XP_038412542.1	XP_045244377.1	NP_001398737.1	XP_038964031.1
OG0009078	XP_038412554.1	XP_015303492.3	NP_035168.1	NP_113987.1
OG0009079	XP_038412564.1	XP_005550713.2	NP_034468.2	NP_476549.1
OG0009080	XP_038412565.1	XP_005550711.3	NP_795987.2	NP_001102950.1
OG0009081	XP_038412568.1	XP_005550706.3	NP_084124.1	NP_001094250.1
OG0009082	XP_038412569.1	XP_005550704.3	NP_083196.2	NP_001019491.1
OG0009083	XP_038412591.1	XP_005550702.1	NP_444328.1	NP_001094434.1
OG0009084	XP_038412609.1	XP_005550399.1	NP_001074498.1	NP_001102689.1
OG0009085	XP_038412630.1	XP_005550372.3	NP_038754.1	NP_001178677.1
OG0009086	XP_038412633.1	XP_005550357.2	XP_006503591.1	XP_038964489.1
OG0009087	XP_038412653.1	XP_005550352.1	NP_473439.2	NP_001037730.1
OG0009088	XP_038412660.1	XP_005550348.3	NP_081879.1	NP_001071149.1
OG0009089	XP_038412668.1	XP_005550344.3	NP_081675.2	NP_001100099.1
OG0009090	XP_038412670.1	XP_005550339.1	NP_083010.2	NP_001101316.1
OG0009091	XP_038412672.1	XP_005550333.2	NP_766035.1	XP_003749736.1
OG0009092	XP_038412675.1	XP_065398447.1	NP_001371160.1	NP_001386520.1
OG0009093	XP_038412678.1	XP_005550331.3	NP_694756.1	NP_001094285.1
OG0009094	XP_038412681.1	XP_005550326.1	NP_035204.2	NP_001382511.1
OG0009095	XP_038412691.1	XP_005550320.1	NP_075028.1	NP_001094283.1
OG0009096	XP_038412696.1	XP_005550312.3	XP_006503581.1	XP_008760907.1
OG0009097	XP_038412707.1	XP_045244692.1	NP_001276456.1	XP_006236111.1
OG0009098	XP_038412716.1	XP_065397090.1	NP_766467.2	XP_216085.3
OG0009099	XP_038412720.1	XP_005550300.1	NP_109600.2	NP_001102088.1
OG0009100	XP_038412726.1	XP_005595582.1	NP_080309.2	NP_001386581.1
OG0009101	XP_038412737.1	XP_005550289.3	NP_001280735.1	NP_001102690.1
OG0009102	XP_038412744.1	XP_005550292.3	NP_766579.4	NP_001019417.1
OG0009103	XP_038412757.1	XP_005550271.1	NP_077222.4	NP_001166982.1
OG0009104	XP_038412761.1	XP_005550270.3	XP_006505020.1	NP_001100050.1
OG0009105	XP_038412765.1	XP_005550247.1	NP_663373.2	NP_001388975.1
OG0009106	XP_038412769.1	XP_005550251.3	XP_006505082.1	XP_038963916.1
OG0009107	XP_038412777.1	XP_015303203.3	NP_001388425.1	NP_001388426.1
OG0009108	XP_038412794.1	XP_005550228.3	NP_075535.1	NP_001019489.1
OG0009109	XP_038412809.1	XP_005550210.1	NP_034186.2	NP_037075.1
OG0009110	XP_038412810.1	XP_005550211.1	NP_001404648.1	NP_001399494.1
OG0009111	XP_038412812.1	XP_005550204.2	NP_033337.1	XP_063141633.1
OG0009112	XP_038412816.1	XP_005550200.3	NP_036185.1	NP_037211.2
OG0009113	XP_038412819.1	XP_005550197.1	NP_443719.3	XP_063142739.1
OG0009114	XP_038412823.1	XP_005550189.2	NP_001032954.1	XP_038964532.1
OG0009115	XP_038412825.1	XP_005550185.2	XP_036022022.1	NP_001167025.1
OG0009116	XP_038412834.1	XP_045243532.2	NP_573499.2	XP_038963188.1
OG0009117	XP_038412873.1	XP_005550171.1	XP_036021815.1	NP_037126.1
OG0009118	XP_038412875.1	XP_065398344.1	XP_006505259.1	XP_006236166.1
OG0009119	XP_038412884.1	XP_015303175.3	NP_001355800.1	XP_063142984.1
OG0009120	XP_038412887.1	XP_005550147.1	NP_001139668.1	NP_942043.2
OG0009121	XP_038412912.1	XP_005550124.3	NP_848882.2	XP_038968427.1
OG0009122	XP_038412918.1	XP_005550119.3	XP_011242209.2	NP_001008387.1
OG0009123	XP_038412919.1	XP_005550114.3	NP_666145.3	NP_001386578.1
OG0009124	XP_038412921.1	XP_005550116.2	NP_001348027.1	XP_038969102.1
OG0009125	XP_038412942.1	XP_005550106.1	NP_035913.1	NP_001100195.1
OG0009126	XP_038412945.1	XP_005550102.3	NP_038492.1	NP_037281.3
OG0009127	XP_038412984.1	XP_005550081.3	NP_758457.1	NP_001102177.1
OG0009128	XP_038412985.1	XP_005550077.1	NP_001366075.1	XP_017449799.1
OG0009129	XP_038412989.1	XP_015303133.3	XP_006515924.1	NP_001178704.1
OG0009130	XP_038412993.1	XP_005550076.1	NP_796264.2	NP_001388746.1
OG0009131	XP_038413008.1	XP_015303126.2	NP_001360918.1	NP_001382072.1
OG0009132	XP_038413014.1	XP_045244847.2	NP_080724.2	NP_001012187.1
OG0009133	XP_038413024.1	XP_005550048.2	NP_694732.3	NP_001102687.1
OG0009134	XP_038413030.1	XP_005550044.1	XP_006506784.1	NP_001100063.1
OG0009135	XP_038413031.1	XP_005595599.1	NP_001393046.1	NP_001119768.2
OG0009136	XP_038413045.1	XP_005550033.1	XP_006506001.1	XP_017448282.1
OG0009137	XP_038413049.1	XP_005550037.3	NP_084192.2	XP_038964060.1
OG0009138	XP_038413061.1	XP_045244867.2	NP_061239.1	XP_038963654.1
OG0009139	XP_038413070.1	XP_045244874.1	NP_081840.1	NP_001019500.1
OG0009140	XP_038413074.1	XP_015302788.1	NP_001361674.1	NP_001098083.2
OG0009141	XP_038413085.1	XP_015303103.1	NP_082311.3	NP_001013103.1
OG0009142	XP_038413116.1	XP_045244884.1	NP_032290.1	NP_001258284.1
OG0009143	XP_038413117.1	XP_045244887.1	NP_663542.1	NP_071579.1
OG0009144	XP_038413118.1	XP_065397076.1	NP_080092.2	XP_006236542.1
OG0009145	XP_038413124.1	XP_045243564.1	NP_775582.2	XP_063142760.1
OG0009146	XP_038413132.1	XP_005549953.3	NP_080093.1	NP_001029182.1
OG0009147	XP_038413143.1	XP_005549960.2	NP_084300.1	XP_038963485.1
OG0009148	XP_038413145.1	XP_045244892.2	NP_001161332.1	NP_001385659.1
OG0009149	XP_038413146.1	XP_005549949.1	NP_081544.1	NP_001020234.1
OG0009150	XP_038413147.1	XP_005549951.1	NP_705801.1	NP_001013228.1
OG0009151	XP_038413151.1	XP_045244908.1	NP_954594.1	NP_001102098.2
OG0009152	XP_038413152.1	XP_005549941.3	NP_766317.1	NP_001102706.1
OG0009153	XP_038413158.1	XP_065398230.1	NP_851009.2	NP_001258068.1
OG0009154	XP_038413159.1	XP_005549937.1	NP_080913.1	NP_001102099.1
OG0009155	XP_038413160.1	XP_045246742.1	NP_001275547.1	XP_006236618.1
OG0009156	XP_038413166.1	XP_005549923.3	NP_001136253.1	XP_038964608.1
OG0009157	XP_038413178.1	XP_045244927.2	XP_006506009.1	NP_001178902.1
OG0009158	XP_038413179.1	XP_045244928.1	NP_035283.1	NP_703197.1
OG0009159	XP_038413184.1	XP_045244931.2	XP_006505793.1	NP_112340.1
OG0009160	XP_038413199.1	XP_015303026.1	XP_036008301.1	XP_063142105.1
OG0009161	XP_038413216.1	XP_005549892.1	NP_080280.3	NP_001385770.1
OG0009162	XP_038413227.1	XP_065398221.1	NP_001347188.1	XP_038938198.1
OG0009163	XP_038413242.1	XP_005549874.2	NP_082748.1	NP_001129271.1
OG0009164	XP_038413244.1	XP_065398215.1	NP_783609.1	NP_001100278.1
OG0009165	XP_038413246.1	XP_065398211.1	NP_766508.3	NP_001178720.1
OG0009166	XP_038413253.1	XP_005549866.1	NP_919239.1	NP_001388019.1
OG0009167	XP_038413261.1	XP_065398203.1	NP_080465.3	NP_001014110.1
OG0009168	XP_038413266.1	XP_005549849.3	XP_006510631.2	XP_235936.7
OG0009169	XP_038413273.1	XP_065398195.1	XP_011242611.1	NP_001178869.1
OG0009170	XP_038413280.1	XP_005549830.1	NP_861419.3	NP_001397233.1
OG0009171	XP_038413284.1	XP_045244495.2	NP_038788.2	XP_038967719.1
OG0009172	XP_038413289.1	XP_005550598.1	NP_034863.1	NP_110483.2
OG0009173	XP_038413306.1	XP_005550604.3	NP_766163.2	NP_001386592.1
OG0009174	XP_038413308.1	XP_045244486.1	NP_038590.2	NP_062115.2
OG0009175	XP_038413309.1	XP_005550608.1	NP_001028609.1	NP_001385612.1
OG0009176	XP_038413314.1	XP_005550609.2	NP_083266.1	NP_001014076.1
OG0009177	XP_038413320.1	XP_005550612.1	NP_780521.2	NP_001102691.1
OG0009178	XP_038413326.1	XP_005550620.3	NP_536712.2	NP_001102692.1
OG0009179	XP_038413364.1	XP_005550622.1	NP_780297.3	NP_001099138.1
OG0009180	XP_038413397.1	XP_005550654.1	NP_076218.3	NP_570106.1
OG0009181	XP_038413398.1	XP_005550656.3	NP_525024.1	XP_017447983.1
OG0009182	XP_038413406.1	XP_005550665.1	NP_766595.1	NP_001015026.1
OG0009183	XP_038413410.1	XP_005550669.1	NP_076115.3	NP_001029279.1
OG0009184	XP_038413411.1	XP_005550672.3	NP_001074820.1	XP_002729333.2
OG0009185	XP_038413414.1	XP_005550687.2	NP_038958.2	NP_001094433.1
OG0009186	XP_038413441.1	XP_065398589.1	NP_082030.1	NP_001178011.1
OG0009187	XP_038413445.1	XP_045244404.2	NP_766123.2	NP_001029302.1
OG0009188	XP_038413450.1	XP_045240632.2	NP_071868.2	NP_001157736.1
OG0009189	XP_038413461.1	XP_045246382.2, XP_045246423.1		NP_001000088.1
OG0009190	XP_038413477.1	XP_005543815.1	NP_032217.2	NP_071620.1
OG0009191	XP_038413478.1	XP_045229380.1	NP_062509.1	NP_446151.1
OG0009192	XP_038413481.1	XP_005543898.2	NP_001074781.1	NP_001385984.1
OG0009193	XP_038413482.1	XP_045229966.1	NP_035271.1	NP_620193.1
OG0009194	XP_038413484.1	XP_005544010.1	NP_620046.1	NP_001102446.1
OG0009195	XP_038413485.1	XP_005544034.1	NP_036032.2	NP_001011977.1
OG0009196	XP_038413502.1	XP_005543469.2	NP_758500.2	NP_001101421.2
OG0009197	XP_038413506.1	XP_045227319.2	NP_032619.1	NP_001386132.1
OG0009198	XP_038413507.1	XP_065379335.1	XP_017175446.1	NP_001101431.1
OG0009199	XP_038413509.1	XP_005543740.1	NP_079848.1	NP_001102144.1
OG0009200	XP_038413524.1	XP_005560719.3	NP_666411.2	XP_223986.6
OG0009201	XP_038413527.1	XP_065404640.1	NP_997441.2	NP_001000503.1
OG0009202	XP_038413532.1	XP_015286779.1	NP_001408403.1	NP_037053.1
OG0009203	XP_038413534.1	XP_045221621.2	NP_032464.1	NP_001101557.1
OG0009204	XP_038413550.1	XP_005543767.2	NP_062756.2	NP_446119.2
OG0009205	XP_038413553.1	XP_015306973.1	NP_808238.1	NP_001019518.1
OG0009206	XP_038413565.1	XP_045227323.2	NP_056573.1	NP_599166.1
OG0009207	XP_038413567.1	XP_045227823.2	NP_001033005.1	XP_006238764.1
OG0009208	XP_038413572.1	XP_005560737.3	NP_001357693.1	XP_002728241.3
OG0009209	XP_038413574.1	XP_065389686.1	NP_898963.2	NP_001101438.1
OG0009210	XP_038413579.1	XP_005543770.1	NP_001034087.1	NP_001034083.1
OG0009211	XP_038413580.1	XP_015292889.3	NP_083474.1	XP_008762278.1
OG0009212	XP_038413585.1	XP_005543768.1	NP_001012400.1	NP_001101439.1
OG0009213	XP_038413587.1	XP_005543774.1	NP_001033679.1	XP_006238818.1
OG0009214	XP_038413592.1	XP_045229132.2	XP_036020377.1	XP_038967131.1
OG0009215	XP_038413599.1	XP_005543802.1	NP_080770.2	NP_001034099.2
OG0009216	XP_038413603.1	XP_065389858.1	NP_001014900.2	XP_006238821.1
OG0009217	XP_038413623.1	XP_005543819.3	NP_034787.2	NP_001101442.1
OG0009218	XP_038413652.1	XP_045229385.2	NP_001074611.1	NP_001406504.1
OG0009219	XP_038413660.1	XP_065380393.1	NP_001408222.1	NP_036998.1
OG0009220	XP_038413662.1	XP_005543854.1	NP_891559.1	NP_075220.2
OG0009221	XP_038413669.1	XP_005543876.1	NP_082733.1	NP_001101443.1
OG0009222	XP_038413687.1	XP_005543896.1	XP_006503082.1	NP_001101444.1
OG0009223	XP_038413689.1	XP_005543899.3	NP_001333589.1	NP_001414376.1
OG0009224	XP_038413691.1	XP_045229733.1	NP_083938.2	NP_001100153.1
OG0009225	XP_038413704.1	XP_045229762.1	NP_080149.2	XP_038966235.1
OG0009226	XP_038413730.1	XP_045229801.1	NP_062362.1	NP_001382655.1
OG0009227	XP_038413734.1	XP_005543921.2	NP_001078971.1	XP_017448888.1
OG0009228	XP_038413735.1	XP_005543922.1	NP_038933.2	NP_001101447.1
OG0009229	XP_038413759.1	XP_005543963.1	NP_059503.2	NP_001041649.1
OG0009230	XP_038413760.1	XP_065380800.1	NP_898986.2	NP_001100154.2
OG0009231	XP_038413764.1	XP_005543970.3	NP_080307.1	NP_001101448.1
OG0009232	XP_038413768.1	XP_045230017.2	XP_006502867.1	NP_001094225.1
OG0009233	XP_038413769.1	XP_005543973.3	NP_032662.3	NP_001102147.1
OG0009234	XP_038413775.1	XP_005545262.3	NP_705794.2	XP_038966075.1
OG0009235	XP_038413776.1	XP_045230043.1	NP_001390983.1	NP_001102148.1
OG0009236	XP_038413779.1	XP_005588598.1	NP_080836.3	NP_001020221.1
OG0009237	XP_038413780.1	XP_045230142.1	XP_006502947.1	NP_001102734.1
OG0009238	XP_038413782.1	XP_005543989.3	NP_663527.2	NP_001020907.1
OG0009239	XP_038413783.1	XP_045230204.1	NP_780432.1	NP_001026817.1
OG0009240	XP_038413785.1	XP_015293689.2	NP_780455.2	NP_001014091.1
OG0009241	XP_038413787.1	XP_005543993.1	NP_001361052.1	XP_006238948.3
OG0009242	XP_038413791.1	XP_005543996.1	NP_694799.1	NP_001071139.1
OG0009243	XP_038413804.1	XP_005544002.2	NP_031808.2	XP_017448778.1
OG0009244	XP_038413809.1	XP_005544005.1	NP_079820.2	NP_001007654.1
OG0009245	XP_038413810.1	XP_005544006.1	XP_006503097.1	XP_017448997.1
OG0009246	XP_038413816.1	XP_045230417.2	NP_001156005.1	XP_008762271.1
OG0009247	XP_038413827.1	XP_045230437.1	NP_001139299.1	NP_898879.2
OG0009248	XP_038413833.1	XP_005544025.3	NP_659190.3	XP_006238963.1
OG0009249	XP_038413838.1	XP_065381198.1	NP_038746.1	NP_001008377.1
OG0009250	XP_038413841.1	XP_065381214.1	XP_017175755.1	NP_001414300.1
OG0009251	XP_038413842.1	XP_045230590.1	NP_598644.1	NP_001102150.1
OG0009252	XP_038413854.1	XP_005544049.3	NP_001392727.1	NP_001382011.1
OG0009253	XP_038413855.1	XP_005544051.3	NP_001013777.2	XP_038965951.1
OG0009254	XP_038413859.1	XP_005544054.1	NP_036100.3	NP_058980.1
OG0009255	XP_038413863.1	XP_065381328.1	NP_036116.3	NP_445995.2
OG0009256	XP_038413867.1	XP_015294023.1	NP_001107871.1	XP_017448892.1
OG0009257	XP_038413879.1	XP_005544064.3	NP_080946.3	XP_063143833.1
OG0009258	XP_038413886.1	XP_015294131.3	NP_803413.1	NP_001102151.1
OG0009259	XP_038413900.1	XP_005544087.1	NP_032152.1	NP_062113.1
OG0009260	XP_038413903.1	XP_005544091.3	NP_001128205.1	NP_001128204.1
OG0009261	XP_038413906.1	XP_045238842.1	NP_776291.1	NP_001012057.1
OG0009262	XP_038413907.1	XP_065393070.1	NP_780650.2	NP_001104280.1
OG0009263	XP_038413910.1	XP_005591885.2	NP_062690.2	XP_063133942.1
OG0009264	XP_038413916.1	XP_005591884.1	NP_035499.1	NP_001386144.1
OG0009265	XP_038413926.1	XP_045226934.1	NP_081526.1	NP_001100144.1
OG0009266	XP_038413930.1	XP_005543414.2	XP_036019916.1	XP_063143786.1
OG0009267	XP_038413941.1	XP_045242272.2	XP_006503049.1	NP_001101422.1
OG0009268	XP_038413943.1	XP_005543427.3	NP_035145.2	NP_808792.1
OG0009269	XP_038413953.1	XP_045242250.1	NP_766285.2	NP_001100142.1
OG0009270	XP_038413955.1	XP_045226957.1	NP_083847.1	NP_001037753.1
OG0009271	XP_038413965.1	XP_005543440.1	NP_001334098.1	XP_006238561.1
OG0009272	XP_038414000.1	XP_065374633.1	NP_080567.1	XP_038966721.1
OG0009273	XP_038414002.1	XP_005543468.1	NP_031697.1	NP_571977.1
OG0009274	XP_038414041.1	XP_045227326.2	NP_033211.2	NP_001386135.1
OG0009275	XP_038414045.1	XP_005543513.3	NP_035657.1	XP_063143802.1
OG0009276	XP_038414060.1	XP_005543518.1	NP_001158029.1	XP_038966770.2
OG0009277	XP_038414062.1	XP_005543520.3	NP_031849.1	NP_058695.2
OG0009278	XP_038414065.1	XP_005543525.3	NP_083472.1	XP_006238781.1
