GeneID	Liver_rep1	Liver_rep2	Liver_rep3	Liver_rep4	Liver_rep5	Liver_rep6
XP_005543318.2	0.293775	0.162568	0.226944	0.401127	0.171858	0.18843
XP_005543323.2	0.606825	0.201375	1.55691e-10	0.243241	0.328475	1.02478e-05
XP_005543328.2	5.72786	8.26565	4.86915	4.32991	5.32655	7.79661
XP_005543330.3	0.271725	0.0492655	0.0	0.616628	0.52396	0.0
XP_005543335.3	0.00881164	0.0	0.0	0.0	0.0	0.0
XP_005543339.1	0.0	0.0	0.0	1.92039e-07	0.0	0.0
XP_005543349.1	0.30082	0.108162	0.0	1.10872	0.768455	0.207576
XP_005543351.2	96.9956	87.3982	80.5473	110.877	119.24	86.6405
XP_005543353.3	1.92642	2.15641	2.25295	1.81735	2.98037	1.76547
XP_005543369.4	186.195	191.561	139.725	196.181	174.654	186.242
XP_005543371.1	21.5631	28.9864	22.372	22.2454	28.7308	27.4944
XP_005543384.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543387.1	42.7527	38.4433	35.727	31.5075	42.3802	44.3895
XP_005543388.3	42.5723	46.0906	47.8	45.3662	64.3017	83.1909
XP_005543389.1	24.9356	19.2637	19.3465	16.4371	29.0875	22.4597
XP_005543399.2	379.492	277.221	159.486	430.587	267.428	348.514
XP_005543400.2	102.733	72.8195	80.2366	72.7098	62.104	75.7413
XP_005543407.3	0.307714	0.274027	0.0	0.295948	0.470669	0.0
XP_005543411.3	0.144669	0.0324045	0.107952	0.0	0.0296273	0.0877286
XP_005543413.1	2.35899	2.1942	3.04767	2.33341	2.39389	1.4266
XP_005543414.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543427.3	0.390046	0.387729	0.318212	0.322903	0.390721	0.288706
XP_005543428.3	9.98263	7.95987	8.86512	7.69942	10.5074	8.51539
XP_005543435.1	18.8163	15.2253	8.14584	12.2832	7.38606	12.3132
XP_005543437.2	0.0588061	0.0334956	0.0672173	0.0902375	0.0539562	0.0650373
XP_005543439.1	0.0	43.1874	12.7326	34.4875	25.8793	36.9752
XP_005543440.1	0.0847643	0.0	0.0	0.0	5.28609e-10	0.0
XP_005543452.2	0.0252227	0.0482808	0.0583669	0.307715	0.197005	0.0
XP_005543460.1	44.8456	31.5904	42.258	54.8693	25.6204	46.8623
XP_005543468.1	0.945934	2.79899	1.48697	2.47174	1.90443	1.79263
XP_005543469.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543484.1	0.284626	0.244958	0.867365	0.20369	0.145895	1.33358e-08
XP_005543500.2	0.0962732	0.0	0.811982	0.0	0.355455	0.0
XP_005543505.1	56.3707	40.646	65.3238	59.3264	40.717	59.3505
XP_005543513.3	0.306701	0.544182	0.780062	0.242544	1.11978	0.368959
XP_005543518.1	10.2136	3.78632	9.06085	16.4482	10.5719	19.1148
XP_005543520.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543522.2	0.244111	0.215848	0.0	0.0	0.0	0.0
XP_005543523.2	5.26604	4.07251	5.50664	7.57974	7.54195	7.6793
XP_005543525.3	0.247842	0.0602768	2.51653	0.0	0.330334	0.0
XP_005543532.1	4.10799	7.67882	3.79151	2.04667	5.65049	4.13208
XP_005543541.3	24.4309	25.039	18.4128	25.3577	23.3519	29.2509
XP_005543544.3	152.605	155.654	171.732	130.251	100.234	114.942
XP_005543552.3	0.531445	0.444563	0.292175	0.298039	0.43496	0.0
XP_005543557.2	0.237921	0.24271	0.167685	0.255755	0.283171	0.276367
XP_005543567.1	4.27027	4.78555	3.47708	4.24722	4.70749	4.47256
XP_005543569.1	23.5918	24.918	21.7755	29.2884	24.6395	24.4596
XP_005543572.1	7.63044	8.69915	6.21544	6.29013	9.93507	8.8788
XP_005543590.3	16.3567	18.1743	11.932	12.2057	33.8185	28.8308
XP_005543599.3	2.82418	4.8153	1.1633	3.3749	1.86427	3.99953
XP_005543603.2	3.6002	3.98258	2.48325	4.78319	3.69526	3.29086
XP_005543606.2	0.0661477	0.0824266	0.0	0.0791548	0.0	0.0914587
XP_005543609.1	17.6292	20.5471	20.8884	18.7006	19.4121	24.1408
XP_005543611.3	34.1347	29.731	28.8237	33.297	33.9178	32.3052
XP_005543631.1	0.199672	0.302327	1.32386	0.2372	0.269618	0.169477
XP_005543636.1	2.5077	4.33334	2.33758	3.91196	3.60728	3.94271
XP_005543646.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543648.2	1.97272	4.8839	2.93354	3.17676	2.84508	3.63866
XP_005543663.3	0.0580811	0.0397148	0.0779733	0.0506575	0.0971427	0.058571
XP_005543690.3	4.86053	5.12252	3.23007	3.13998	2.84465	7.59544
XP_005543738.1	6.29142	8.11388	2.32796	6.13693	6.50555	5.63518
XP_005543740.1	0.160091	0.0232278	0.427479	0.0	0.0	0.0
XP_005543746.3	24.4443	31.3425	28.0927	22.8365	35.6187	30.1784
XP_005543755.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543767.2	14.7985	16.1082	13.86	15.6567	16.7052	15.6142
XP_005543768.1	20.4583	21.8306	24.1649	18.2719	21.1239	21.8841
XP_005543770.1	0.764783	0.746968	0.806685	0.381533	0.485509	0.0
XP_005543774.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543777.1	244.057	312.634	293.926	274.635	364.665	292.243
XP_005543779.1	13.1016	10.9501	8.39975	7.89481	7.72774	9.70081
XP_005543802.1	12.098	17.7759	8.10982	11.4038	19.1282	18.1495
XP_005543807.1	0.00331533	0.00673668	0.0279917	0.0	0.0325498	0.00935973
XP_005543814.1	0.0867761	0.387329	0.0540373	0.0	0.0	0.108323
XP_005543815.1	16.1658	1.71948	9.04731	1.52312	26.2746	1.64008
XP_005543819.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543824.4	0.0	0.0	0.0	0.0	0.0	0.0
XP_005543848.1	0.0	0.270922	0.0	0.000570038	0.0	1.16668e-08
XP_005543854.1	0.00279658	0.0	0.0	0.0	0.0	0.0
XP_005543876.1	1.15707e-07	9.16565e-08	0.000489677	3.01859e-05	2.12513e-05	2.39974e-06
XP_005543890.3	0.162265	0.1199	0.0	0.0	0.0	0.0
XP_005543892.1	40.2488	37.2235	20.9057	28.2366	48.7903	31.1503
XP_005543896.1	19.4052	12.9709	18.1681	18.1887	16.9491	21.7716
XP_005543898.2	1.33056	0.766564	2.70065	1.74631	0.979253	0.604615
XP_005543899.3	0.183704	0.125064	0.0699109	0.0	0.0	0.0
XP_005543903.1	19.7868	15.6554	14.3517	16.6767	25.2325	15.6872
XP_005543915.3	1.3691	8.86557	0.660129	8.75138	2.13459	13.4355
XP_005543919.1	0.0889415	0.0	0.0	0.0598659	0.0665731	0.0
XP_005543921.2	0.0776789	4.96212e-11	1.27297e-10	2.15561e-09	7.36377e-09	8.17106e-10
XP_005543922.1	4.88438	5.86033	3.89273	6.07697	3.68403	6.9425
XP_005543933.3	0.0337021	0.177873	0.316503	0.236992	0.0484528	0.133045
XP_005543962.2	23.3247	26.8611	22.595	19.1406	21.1411	29.1657
XP_005543963.1	9.28588	11.4331	6.59137	11.3124	9.72455	9.46399
XP_005543965.1	7.67143	7.41881	7.44314	5.39952	6.47499	8.22607
XP_005543970.3	22.451	22.7963	16.8152	15.199	25.9839	28.2889
XP_005543973.3	1.97463	2.10298	1.99848	2.18286	1.98789	2.90836
XP_005543977.2	0.21196	0.182796	0.0	0.121586	0.140805	0.139731
XP_005543984.1	0.0	0.0478482	0.0	0.0	0.0	0.096772
XP_005543989.3	21.0143	17.8726	13.4452	15.1218	15.305	21.5829
XP_005543993.1	0.0513277	0.040517	0.0	0.0	0.0	0.0
XP_005543996.1	0.412975	0.121085	0.0	0.00870341	0.240481	0.0
XP_005544002.2	2.70417	1.97388	3.19931	1.94255	2.02756	1.94295
XP_005544005.1	110.979	137.033	134.225	126.295	140.112	123.113
XP_005544006.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544010.1	46.7619	64.1566	53.4243	47.0678	59.7288	72.7427
XP_005544023.1	10.9623	11.9474	8.86874	10.4617	9.02543	9.40925
XP_005544025.3	0.141643	0.144253	0.366458	0.522898	0.551797	0.0
XP_005544034.1	0.325744	0.418374	0.0	0.0	0.516723	0.0
XP_005544039.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544048.1	0.41312	0.00208741	0.0	0.552802	0.650789	8.56821e-10
XP_005544049.3	0.000989537	0.000269005	0.00150886	0.00167618	0.0026858	0.00113579
XP_005544051.3	0.933971	1.24699	1.2497	0.882315	1.45531	0.847835
XP_005544054.1	112.443	125.928	128.062	112.437	137.418	128.307
XP_005544060.3	7.03041	4.59707	1.91283	9.58419	3.83786	5.47151
XP_005544064.3	0.393152	0.260826	0.0	0.0	0.248146	0.383363
XP_005544081.3	0.0178591	0.0132757	0.0613546	0.0461581	0.0291449	0.0541578
XP_005544083.1	3.84656	4.20754	2.22356	2.08734	2.64124	3.32241
XP_005544086.1	6.60298	11.455	10.4495	10.4361	8.75979	10.1477
XP_005544087.1	0.0413607	0.435501	0.487018	0.0436669	0.051208	0.0759888
XP_005544091.3	0.0314686	0.00805676	0.179527	0.0140571	0.0552801	0.0328433
XP_005544102.2	5.43413e-09	0.0	2.12557e-08	0.0	9.56332e-07	2.02626e-07
XP_005544108.3	0.0100458	0.0296736	0.0381878	4.09788e-10	0.0173336	0.191105
XP_005544116.2	0.405271	0.352524	0.251234	0.65127	0.672948	0.847611
XP_005544120.1	7.88327	6.64411	8.27427	8.15348	14.8626	15.6366
XP_005544129.1	0.355882	0.756632	0.330471	0.450089	0.55337	0.767386
XP_005544133.3	7.74437e-09	6.16316e-09	5.83408e-06	3.71662e-05	0.0712619	0.713842
XP_005544139.1	60.7864	53.9285	44.5962	52.0898	56.0172	79.0891
XP_005544142.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544147.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544149.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544159.2	0.98401	2.29767	2.83899	0.947811	1.67096	0.756336
XP_005544161.1	11.0394	8.07781	10.7101	11.6176	12.9639	10.2184
XP_005544162.1	21.0287	23.5124	17.8738	20.5653	22.3291	24.9277
XP_005544165.2	0.208237	0.361448	0.363218	0.246534	0.0499942	0.230972
XP_005544169.2	2.64473	3.8928	2.79598	4.11483	3.75122	2.90321
XP_005544170.1	1.15763	1.14	2.31062	1.89758	2.18939	1.42863
XP_005544185.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544201.1	33.4442	39.2311	36.4389	33.2601	33.5253	44.6392
XP_005544214.1	1.34042	4.37972	2.51748	1.9153	2.72552	1.71813
XP_005544235.3	2.85252	3.44875	1.68033	4.26878	1.45413	2.16456
XP_005544243.3	1.61172	1.44226	1.7386	1.69562	1.70117	1.52679
XP_005544246.1	44.9985	49.0765	45.9395	41.2469	49.5738	52.4227
XP_005544274.1	0.0831991	0.102592	0.111026	0.0978716	0.154546	0.151012
XP_005544277.1	0.0	0.0	0.0	0.198594	0.0	0.0
XP_005544280.2	1.02076	1.82265	0.702716	1.4694	0.833102	1.41323
XP_005544281.1	9.55284	8.1616	11.8148	11.2419	9.96578	8.49016
XP_005544288.3	1.83383	1.43147	0.0269114	2.05461	2.3825	1.44285
XP_005544292.1	5.18074	5.85439	4.54399	2.22284	4.62494	4.96331
XP_005544294.1	12.0859	11.942	9.54385	10.5104	6.31347	11.0505
XP_005544295.1	183.484	246.195	200.169	172.883	234.239	198.154
XP_005544297.1	26.9147	32.7524	28.2746	26.5465	39.2598	33.2932
XP_005544298.1	0.426015	0.376213	0.314615	0.410036	0.468019	0.440822
XP_005544302.1	6.3527e-06	6.13557e-06	0.0	0.00468221	2.02317e-08	9.05906e-05
XP_005544307.3	3.40324	5.2109	3.29581	3.06026	2.6817	3.98158
XP_005544308.3	0.00694136	0.0814526	0.0122643	0.0219909	0.0171904	0.0
XP_005544309.3	0.624991	0.746045	0.393269	1.22215	1.47465	1.11741
XP_005544310.1	13.0843	11.0154	9.85335	7.68103	8.5244	13.1601
XP_005544311.1	16.176	12.2317	13.1456	16.8969	10.1712	15.3575
XP_005544314.1	2.88572	2.48338	2.99548	3.10443	2.29657	2.02531
XP_005544320.1	2.80436	5.40323	2.63837	3.65179	4.81692	3.50672
XP_005544323.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544331.1	11.1832	9.73643	5.60232	12.5692	9.03149	9.66679
XP_005544335.1	0.205982	0.153569	0.134156	0.148311	0.0581184	0.237279
XP_005544336.2	21.0692	58.8795	19.3002	53.2316	36.9628	36.2047
XP_005544349.2	0.746818	1.11031	0.450434	0.628613	0.774335	0.650425
XP_005544356.1	1.23087	1.01927	0.560577	1.39264	1.74674	1.20368
XP_005544361.1	104.385	143.146	8.43618	33.3011	8.29169	80.4985
XP_005544362.2	7.99584	10.9628	3.23984	6.79975	3.80883	6.1277
XP_005544364.1	0.114477	0.237314	0.188588	0.201606	0.312468	0.192884
XP_005544365.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544389.1	0.12044	0.12848	0.111596	0.151756	0.167906	0.166738
XP_005544396.1	19.4312	53.6467	27.818	21.4194	16.4249	20.9723
XP_005544397.2	14.4118	23.523	17.1147	14.3812	17.3277	17.089
XP_005544411.2	2.09379e-06	0.0	0.0	0.0	0.0	0.0
XP_005544417.1	0.0269978	0.152221	0.047635	0.0427213	0.0	0.0247916
XP_005544419.1	36.0063	44.5282	38.0889	40.0169	51.5209	52.1148
XP_005544420.2	0.694507	1.03736	0.0944564	0.647066	0.678619	0.48684
XP_005544424.1	3.14193	3.60773	3.2087	3.58573	2.13914	6.2615
XP_005544427.2	0.00887123	0.0119217	0.0	0.0	0.0	0.0
XP_005544429.3	0.0	0.0441037	0.0	0.0	0.0	0.0
XP_005544433.2	5.30623	7.36776	14.8156	7.31051	5.90089	6.12904
XP_005544435.1	3.07472	5.21724	3.69497	3.61731	7.39336	6.9051
XP_005544439.1	20.4566	33.2388	23.1801	26.7447	30.2687	35.2394
XP_005544442.2	4.91147e-08	0.0	0.398869	0.0	2.30418e-10	0.392113
XP_005544446.3	19.8478	30.1375	8.26333	17.7858	34.5112	24.0916
XP_005544448.1	25.0404	23.3259	14.7323	30.2382	23.1754	21.1857
XP_005544450.1	15.6801	13.6547	13.7009	13.8526	12.3768	14.8299
XP_005544454.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544464.1	35.3224	36.8405	28.1494	26.5361	37.4101	39.1563
XP_005544466.3	0.0355501	0.0314342	0.0598175	0.0	0.0	0.0
XP_005544468.1	32.5999	14.8176	27.449	34.9087	20.2424	19.5485
XP_005544470.1	11.7407	7.72707	3.87519	6.12192	10.5184	10.6337
XP_005544492.2	0.0887856	0.0829387	0.0416788	0.0475729	0.0784682	0.0
XP_005544493.1	7.8848	20.6674	1067.78	1322.65	525.865	567.373
XP_005544494.2	1.42299	1.8994	1.77724	3.43934	2.2382	1.77149
XP_005544509.1	0.0714311	0.00597839	0.0	0.0297929	0.0	0.194898
XP_005544516.1	35.5298	39.1288	32.0532	31.212	48.1863	43.1931
XP_005544522.1	848.506	916.497	984.758	865.712	908.545	841.887
XP_005544524.1	24.2419	41.7098	41.6545	41.9646	27.0225	28.2999
XP_005544525.3	0.0184793	0.0651411	0.0376115	0.0	0.0221197	0.146179
XP_005544534.3	3.90573	3.53613	3.54213	3.67521	2.27569	2.58116
XP_005544543.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544545.2	0.172901	1.54478e-11	0.302672	0.257282	0.0	0.0
XP_005544557.2	161.148	268.217	124.173	244.09	234.898	223.935
XP_005544564.3	2.14552	0.755915	2.48156	1.09574	1.61272	2.51659
XP_005544593.1	1.0368	1.55417	0.151749	1.07822	1.31589	3.10486
XP_005544606.1	12.1177	11.398	9.88821	13.3067	20.4062	6.52652
XP_005544611.1	31.3831	50.7047	52.9481	40.6515	59.5628	65.0543
XP_005544614.1	0.0	0.0	0.0	0.0144523	0.0	0.109371
XP_005544618.3	0.140033	0.614506	0.181053	0.273741	0.158802	0.161018
XP_005544620.1	0.411969	0.573553	1.09515	1.09033	0.0	1.25535
XP_005544628.3	0.0851929	0.0194411	0.0193322	0.137715	0.0533281	0.0
XP_005544629.3	0.945425	1.14701	1.19947	0.489885	1.17014	1.07724
XP_005544636.2	3.69853	2.88036	3.41355	3.51756	2.52183	2.25915
XP_005544644.3	55.7583	59.8804	51.5849	44.1843	57.435	51.2484
XP_005544652.3	420.531	841.011	432.677	982.49	261.367	480.628
XP_005544653.3	461.582	579.222	586.142	639.497	546.707	582.966
XP_005544654.2	16.3025	13.5904	11.6686	12.5919	12.5727	18.4549
XP_005544656.1	6.81753	7.53176	3.66023	8.01749	6.57325	7.86108
XP_005544665.2	138.522	157.665	90.2204	134.639	107.139	138.032
XP_005544673.3	0.696961	1.39983	0.415446	0.929546	1.18346	1.83208
XP_005544691.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544694.3	1.79273	0.308909	0.648548	0.373947	0.362918	0.157024
XP_005544696.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544697.3	0.00948742	0.0	0.0	0.0	0.0	0.0
XP_005544706.2	0.37485	0.850257	0.868235	0.263684	0.00288443	0.00428582
XP_005544714.2	0.0316716	0.120663	0.147733	0.11104	0.409651	0.0
XP_005544722.3	0.0	0.0	0.171512	0.0	0.0	0.0
XP_005544726.2	3.48408	3.23375	2.92423	2.97632	2.53832	3.72516
XP_005544741.3	0.0	0.0584254	0.0127201	0.0	0.0	0.0
XP_005544742.1	1.03426e-06	0.0	0.0	1.30017e-05	1.34003e-06	0.0
XP_005544752.3	0.934838	6.68747	0.0	3.06251	3.9795	0.666758
XP_005544753.3	0.529674	0.346172	0.116249	0.281261	2.23556	1.99666
XP_005544756.2	3.22282e-07	0.0	0.0	5.57802e-07	0.0967649	0.0
XP_005544767.1	0.346233	0.616126	0.102926	0.412603	0.0	0.434428
XP_005544768.3	1.86915	2.76831	5.20322	3.07084	3.13439	2.97708
XP_005544770.2	1.61139	4.19612	2.90704	7.28891	3.73449	6.42111
XP_005544773.3	7.28993e-08	0.160203	1.74082e-08	0.339762	0.0458302	8.6689e-06
XP_005544779.1	159.545	124.022	182.43	145.817	115.578	148.836
XP_005544780.3	17.7559	19.0802	23.1812	12.9094	17.2568	23.4957
XP_005544784.3	0.0152879	0.0283083	0.0862236	0.0	0.116447	0.344232
XP_005544792.1	0.0913107	0.0510647	0.0	0.0	0.0	0.0
XP_005544794.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544802.2	0.139557	3.40844	0.0	0.0	0.10784	0.366056
XP_005544804.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544805.3	0.0376317	0.0340278	0.120188	0.0239199	0.0746851	0.0
XP_005544806.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544808.3	0.0248667	0.0156874	0.206958	0.195867	0.200866	0.088742
XP_005544811.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544813.2	0.288065	0.0280629	1.48073	0.0	0.615671	0.113757
XP_005544814.3	0.104604	0.0	3.59186	0.0	0.0782248	0.0634314
XP_005544815.2	0.0	0.00694174	0.0	0.0	0.0	0.0
XP_005544816.1	15.2866	22.5813	10.2487	17.1542	20.4693	17.2616
XP_005544817.1	0.643259	1.03544	0.906923	1.3767	1.12344	1.75614
XP_005544823.1	2.25685	1.67869	0.142495	3.21095	2.32642	2.33788
XP_005544827.3	23.8018	33.3959	20.9341	23.8743	39.9541	28.2552
XP_005544829.3	0.627682	0.0	0.0780598	0.0	0.03539	0.104336
XP_005544830.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544837.1	4.61158	5.69165	2.97155	4.30737	6.60574	3.90436
XP_005544840.1	7.17272	11.4634	8.97872	10.671	7.48244	8.47069
XP_005544845.1	9.71816	15.9236	14.8345	11.9055	13.4554	10.5966
XP_005544851.3	4.52943	7.42401	9.46102	6.16903	4.84456	4.03734
XP_005544857.2	0.573554	1.03645	0.593193	0.858998	0.665956	0.493346
XP_005544858.3	0.742677	0.226102	0.764107	0.281672	0.318203	0.236602
XP_005544860.2	9.47614	7.6872	4.77097	7.43302	5.04978	12.1871
XP_005544861.3	0.153136	0.751991	0.545012	5.1569	0.0	1.32166
XP_005544862.3	7.06864	6.50345	6.40598	11.4885	8.18075	9.51441
XP_005544863.3	21.0551	17.4136	13.3169	21.3215	21.3436	24.9072
XP_005544865.2	21.8541	28.9704	22.2917	29.8866	30.1442	41.6339
XP_005544876.3	6.13498	5.07637	5.0831	5.23482	8.34019	8.69211
XP_005544894.2	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544897.3	0.216574	0.499595	0.203219	0.278948	0.0430281	0.11223
XP_005544900.3	0.00717719	0.0129661	0.0	0.0	0.0177868	0.0
XP_005544908.2	1.45705	2.30384	1.06799	1.3317	1.76026	1.58215
XP_005544914.2	0.0	0.0341485	0.0	0.0	0.0536187	0.0315779
XP_005544916.2	1.16618	0.471937	0.415665	0.434417	0.213273	0.317469
XP_005544918.2	0.0	0.0	0.0	0.0	0.0176924	0.0
XP_005544921.1	1.68786	1.89598	2.14283	1.73161	1.06354	0.916704
XP_005544935.2	0.079171	0.0525037	0.0333038	0.0	0.0	0.0
XP_005544936.1	366.91	124.122	112.032	130.494	114.667	284.183
XP_005544945.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005544950.2	0.29441	0.309786	0.0424876	0.180895	0.146609	0.205206
XP_005544959.1	5.1424	9.33489	10.2295	9.4557	7.91298	6.04922
XP_005544962.1	15.2035	15.2907	10.9848	12.0906	18.1979	18.0338
XP_005544964.1	5.7509	5.4508	2.75879	8.65477	3.38133	4.11135
XP_005544965.3	3.47895	3.48791	2.80229	3.08842	3.13767	3.69256
XP_005544981.3	0.0506062	0.0473469	0.058208	0.0745936	0.0394785	0.0641092
XP_005544991.1	10.5049	7.67062	10.8063	11.4304	8.83171	9.81423
XP_005544992.3	0.289807	1.36778	4.82498	0.410141	0.341616	0.585076
XP_005545008.2	0.00894528	0.00299714	0.0	0.0	0.00269793	0.0118871
XP_005545016.2	0.0103238	0.0869556	0.00476828	0.0086391	0.0114193	0.0720124
XP_005545017.3	3.61156	3.49022	3.35745	3.80332	4.34685	3.83065
XP_005545021.3	1.63433	2.49996	0.941182	2.59601	3.19666	4.12893
XP_005545035.1	5.76147	7.09977	4.86051	5.44973	4.63319	6.31627
XP_005545040.2	24.227	21.1709	12.4423	30.4178	18.1721	32.6136
XP_005545041.3	0.0	0.0	0.0	0.0	1.93775e-09	0.0
XP_005545043.2	0.0478246	0.220817	0.775671	3.87037e-06	0.0403954	0.0
XP_005545108.1	6.387	5.59038	6.40929	8.30659	7.50086	5.53089
XP_005545123.1	1.70695	1.00954	0.00257819	0.953244	0.738469	0.00972793
XP_005545124.1	0.0	0.000200759	3.80124e-06	0.0104557	0.000191305	5.719e-07
XP_005545139.1	75.0958	83.0771	80.9706	68.9284	78.3107	78.1661
XP_005545142.1	106.382	107.936	132.435	102.386	112.69	116.62
XP_005545154.1	14.8437	26.9124	12.3665	16.7829	17.7359	21.8059
XP_005545155.3	0.575966	0.497801	0.360493	0.427417	0.0	0.248362
XP_005545173.2	20.0299	16.9874	12.6952	16.0184	15.272	20.0369
XP_005545190.3	0.214745	0.726819	0.833464	0.50718	0.285015	0.266672
XP_005545196.3	7.42572	2.97499	95.4515	5.99191	1.72326	2.86011
XP_005545198.3	2.45766	2.39642	3.18192	2.24223	1.59702	2.27546
XP_005545202.3	0.126659	0.235339	0.0	0.011895	0.00355021	0.0
XP_005545208.3	11.0525	14.3651	8.50718	10.4494	10.8664	15.8355
XP_005545219.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005545262.3	7.39464	6.57951	6.53591	5.50751	4.37043	7.31086
XP_005545282.2	0.0622574	0.0224445	0.0979666	0.0683437	0.1142	0.145257
XP_005545296.2	0.853356	2.17644	0.61918	1.2421	3.4871	0.776549
XP_005545328.1	21.6385	13.9913	10.6446	13.1573	12.6508	15.2935
XP_005545332.2	2.15965	2.23735	2.01083	2.02089	1.96353	1.86658
XP_005545334.3	1.77468	1.45774	2.24421	1.82034	1.11979	1.66851
XP_005545336.3	0.0693034	0.0541002	0.214488	0.0318766	0.0247344	0.0733056
XP_005545341.2	3.34879	4.94061	3.46568	4.23532	2.08885	5.37521
XP_005545344.1	13.0155	11.295	11.051	12.1065	12.5639	12.1516
XP_005545345.3	3.05761	2.31149	7.20611	5.0191	1.17093	4.88158
XP_005545350.1	3.45367	2.50589	0.165133	2.71499	0.0107089	2.24627
XP_005545351.2	5.89041	4.81395	5.72697	5.25175	5.46738	7.88355
XP_005545356.2	49.627	50.5931	70.6448	49.0753	74.9703	58.4415
XP_005545358.1	29.607	38.9149	28.0989	22.1472	32.3813	33.263
XP_005545385.2	0.110739	0.334981	0.365347	0.165544	0.235291	0.157282
XP_005545387.2	0.0	0.303379	0.0	0.0	0.0	0.187014
XP_005545389.1	15.5285	10.4738	11.1092	12.5044	11.8556	13.9206
XP_005545398.1	0.609711	0.725807	0.15762	0.554915	0.391461	0.459781
XP_005545399.3	9.68567	7.28418	17.2782	14.5063	7.43106	17.3194
XP_005545411.1	0.0405762	0.471453	0.447213	2.00524	0.0313919	0.0219681
XP_005545420.3	60.6349	66.0316	44.0915	74.7861	75.0847	64.6806
XP_005545422.1	9.99841	23.5925	12.6095	53.1428	11.3721	13.7351
XP_005545440.3	0.0299928	0.0267563	0.103056	0.13955	0.0367123	0.0
XP_005545441.3	0.0748652	0.0692986	0.212089	0.0802403	0.183915	0.152832
XP_005545442.1	0.412539	0.211376	0.383519	0.557957	0.00188126	0.283891
XP_005545448.3	0.0	0.0	1.01197	2.01699	0.230087	0.0
XP_005545449.1	0.241425	0.295333	0.212312	0.317274	0.0720516	0.134066
XP_005545458.2	6.48083	3.8805	5.32824	4.36792	3.31965	3.79794
XP_005545460.1	0.191153	0.112927	0.302038	0.333488	0.0815356	0.0726057
XP_005545463.1	0.512547	0.570566	0.163545	0.490357	0.199477	0.298221
XP_005545468.3	0.379685	0.465442	0.748504	0.239844	0.911289	0.0
XP_005545470.1	0.0975007	0.059134	0.169034	0.0764276	0.139137	0.0891577
XP_005545471.1	58.7377	27.5825	61.4268	21.7436	43.3437	40.7817
XP_005545472.3	2.24216	3.00795	0.894369	1.73112	2.75191	1.92018
XP_005545496.1	1.72251	19.4867	7.41147	4.70828	2.52161	14.7896
XP_005545499.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005545500.3	10.123	13.6912	9.90423	10.8014	6.55835	7.46043
XP_005545501.4	76.4415	46.1277	41.5769	60.3217	60.75	55.5341
XP_005545510.1	4.57953e-05	1.17071	0.403512	7.63694e-06	1.02427	0.0853816
XP_005545516.3	0.101852	0.104658	0.248384	0.178395	0.173272	0.180024
XP_005545518.2	871.824	796.345	572.121	939.358	873.684	769.271
XP_005545525.2	4.11786	6.18451	5.23958	7.23517	9.05822	6.11712
XP_005545527.2	0.524572	0.147555	0.0	0.159869	0.251941	0.347669
XP_005545555.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_005545557.3	3.16644	1.89489	6.52593	3.25871	2.18611	1.15208
XP_005545561.3	0.0	0.0	0.0	0.0	0.0	0.0
XP_005545585.1	0.0581216	0.0929734	0.0	0.0968928	0.0	0.0
XP_005545586.1	11.7542	12.3661	9.31424	10.9632	15.4332	13.3267
XP_005545590.3	8.94657e-08	0.0525209	0.0551365	0.110505	0.0696771	0.0
XP_005545593.1	0.00113054	0.00200598	0.0	0.0138895	0.00825801	0.0122863
XP_005545606.1	35.1115	39.2352	32.4049	46.4228	25.9262	23.283
XP_005545609.3	0.0	0.0	0.0336639	0.0	0.711278	0.242648
