GeneID	Brain_rep1	Brain_rep2	Brain_rep3	Brain_rep4	Brain_rep5	Brain_rep6
XP_038385596.1	2.07542	2.35119	0.636421	2.17046	3.68247	0.404482
XP_038385606.1	0.0	1.18827e-09	0.0	1.69108e-06	0.0	0.0
XP_038385633.1	2.96128e-06	0.222535	0.743557	1.61277e-09	0.0775817	0.00559084
XP_038385637.1	0.769609	0.393865	0.481315	0.547077	0.621825	1.45913
XP_038385639.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385656.1	0.0882156	0.0440333	0.0	0.0	0.218057	0.153696
XP_038385657.1	3.60228	2.15423	0.433438	0.0560249	3.74903	3.19223
XP_038385658.1	0.733932	0.560882	0.800172	0.77521	0.249025	0.797674
XP_038385661.1	85.1327	79.7191	94.6969	109.749	112.848	107.811
XP_038385663.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385676.1	2.77375	2.00539	2.20169	2.96896	2.76053	6.24837
XP_038385678.1	44.5445	33.8135	38.2249	44.3333	40.5009	50.7491
XP_038385679.1	7.25667	9.29535	8.46226	11.3937	11.2295	8.21186
XP_038385686.1	0.410051	0.269472	0.0	0.744403	0.865761	0.822708
XP_038385690.1	34.3237	41.6842	41.9218	42.7241	54.9161	31.0748
XP_038385691.1	10.312	4.25238	5.99152	5.45709	9.92161	8.88901
XP_038385695.1	12.2895	11.8217	9.46282	12.466	12.9018	11.9874
XP_038385699.1	20.1272	21.9121	20.5904	31.3408	23.9707	33.7107
XP_038385708.1	0.0919878	0.0452344	0.104102	0.0	0.0986079	0.347775
XP_038385725.1	11.2495	7.72098	13.3765	10.0952	11.9919	11.4814
XP_038385729.1	57.869	71.2559	57.338	73.6555	47.3861	60.0967
XP_038385731.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385751.1	52.9666	51.333	41.566	46.0281	54.0253	72.5422
XP_038385752.1	2.31775	1.01539	1.72018	1.47385	1.51902	1.91711
XP_038385754.1	0.356621	0.259041	0.0	0.0	0.0	0.587854
XP_038385757.1	14.4617	11.3172	12.5703	15.7534	13.3518	12.0791
XP_038385759.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385778.1	1.05304	1.1949	2.13775	2.1052	1.78145	1.43887
XP_038385779.1	0.633916	0.932003	0.989364	0.917616	1.03465	0.844981
XP_038385780.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385791.1	3.73166	1.3917	1.06011	2.00718	3.03341	5.51963
XP_038385795.1	2.81836	2.55904	3.33697	2.55224	1.84167	3.63282
XP_038385801.1	0.0	0.0571847	0.0	0.0	0.466443	0.0762299
XP_038385802.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385817.1	7.10248	6.98902	8.30552	8.813	14.3437	8.96919
XP_038385822.1	0.437489	0.216895	0.34869	0.334088	0.284441	0.352209
XP_038385838.1	0.844314	1.11335	1.17324	3.42751	1.40852	1.4042
XP_038385839.1	22.8723	18.0821	17.9611	24.1405	24.0903	19.336
XP_038385843.1	15.9432	14.0125	17.3471	19.7455	15.0889	16.5108
XP_038385844.1	0.197396	0.215641	0.0	0.0	0.290419	0.219027
XP_038385850.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385852.1	11.5313	14.3747	16.23	12.6992	13.5173	11.3796
XP_038385853.1	99.3131	102.351	95.8895	104.645	111.318	111.895
XP_038385854.1	0.967078	1.12272	0.0	0.0	0.255688	2.63795e-10
XP_038385859.1	0.0	0.0	2.03266e-06	0.0	0.0	0.0
XP_038385871.1	1.10207e-05	1.1448	2.09611e-05	1.78192e-05	0.00175552	1.31363e-05
XP_038385876.1	0.0	0.0	0.0	0.0	0.0	0.027629
XP_038385877.1	0.00153802	4.05006e-08	0.000703538	0.737682	0.00625105	0.572003
XP_038385883.1	2.58728	2.69415	3.36216	4.76367	6.51543	4.14478
XP_038385884.1	2.64702	0.884551	1.69533	2.84508	4.55311	1.67553
XP_038385886.1	133.553	139.806	145.42	177.034	152.886	158.218
XP_038385887.1	0.871007	0.91273	0.0	0.385878	0.0	0.131042
XP_038385888.1	4.57619	1.77255	3.27245	3.64177	3.53023	4.04065
XP_038385893.1	0.00363697	2.49511e-10	1.92733e-06	1.55361e-09	0.0	0.0811061
XP_038385905.1	11.6755	11.1271	13.1912	13.1484	14.6485	12.2454
XP_038385908.1	0.602447	0.366203	0.509191	1.19253	0.281918	0.456784
XP_038385911.1	0.138855	0.000547977	0.531039	0.14952	4.17438e-10	0.0
XP_038385916.1	0.15686	0.287391	0.0	0.320856	0.0	0.160524
XP_038385918.1	0.0	0.0	0.607833	0.0	0.0	0.0
XP_038385922.1	1.33568	0.387785	1.02694	1.18045e-06	1.15213	0.729073
XP_038385927.1	1.94336	2.16542	0.607599	2.02445	2.75905	3.7573
XP_038385933.1	22.9412	20.3456	14.9063	23.1669	19.8276	35.787
XP_038385938.1	72.6505	41.0225	33.1916	27.9634	31.4639	103.243
XP_038385939.1	0.0	0.0	0.0	0.18879	0.0	0.0203038
XP_038385940.1	37.1856	31.8603	33.9192	33.0675	43.8245	40.3953
XP_038385944.1	4.6297	3.48342	4.63288	7.49802	2.7956	6.9402
XP_038385945.1	61.4622	47.3476	45.18	46.0125	61.8352	54.1973
XP_038385947.1	23.548	20.5602	29.5518	31.3852	31.0501	20.8745
XP_038385951.1	0.0	0.0	0.0	0.50755	0.0	0.119947
XP_038385962.1	14.3094	29.6774	51.3114	72.64	40.9533	21.3898
XP_038385963.1	5.27515	4.9485	3.87792	7.87676	3.0296	4.88909
XP_038385965.1	9.32837	10.2298	8.96856	10.7665	8.79209	12.2768
XP_038385974.1	22.8355	23.3852	23.5712	28.557	24.2744	24.1861
XP_038385975.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385981.1	3.8122	2.70155	2.5479	4.33327	5.33161	4.80098
XP_038385983.1	0.732668	0.736473	1.28706	0.751445	1.21734	1.27738
XP_038385984.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038385988.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386005.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386018.1	32.4088	34.9294	39.1475	34.3258	32.6438	31.5001
XP_038386020.1	0.0	0.0	3.59028e-09	1.64555	1.90768	0.0
XP_038386022.1	0.0	0.0	0.0	0.0	0.0	0.0370962
XP_038386023.1	0.105272	0.081434	0.191115	0.0	0.0494775	0.0245901
XP_038386033.1	5.11346	0.0	12.6257	22.3739	5.13418	48.089
XP_038386035.1	0.211603	0.090125	0.228098	0.469637	0.0	0.278537
XP_038386037.1	54.9647	45.9291	44.5434	51.918	58.7673	49.4452
XP_038386041.1	78.5139	46.3936	54.6783	75.5765	51.8626	60.1983
XP_038386042.1	70.4974	42.1222	59.9725	64.5543	81.6257	57.6221
XP_038386045.1	63.1911	56.7353	55.0192	53.6838	61.5653	63.2759
XP_038386047.1	109.532	100.139	101.208	82.4267	96.4286	92.8704
XP_038386052.1	6.202	6.19981	4.71595	2.86663	3.28549	3.9329
XP_038386057.1	1.58952	1.5109	1.65097	1.83027	1.45808	1.50318
XP_038386058.1	11.5864	11.0313	10.8158	12.3568	12.1703	12.1099
XP_038386061.1	0.714569	0.926232	0.0	5.43388e-07	0.0	0.369339
XP_038386066.1	10.0842	8.12837	11.908	12.0591	12.0052	9.61361
XP_038386067.1	0.0	0.0	5.20802e-07	0.0	0.0	8.48304e-11
XP_038386072.1	2.65052	1.3752	1.43862	4.37624	2.59135	1.81016
XP_038386084.1	0.0	0.0224141	0.0	0.0	0.0	0.0368705
XP_038386090.1	7.91591	4.49359	5.49745	5.79357	10.3758	6.38988
XP_038386093.1	21.2905	22.4719	20.0017	24.0893	24.8531	24.8379
XP_038386094.1	401.1	440.067	397.833	420.545	401.706	386.148
XP_038386098.1	0.0701589	0.150456	0.178098	0.499314	0.0448932	0.179365
XP_038386099.1	10.9328	12.9136	14.2025	21.2503	13.4726	9.61058
XP_038386100.1	0.0666948	0.00227059	0.0	1.1133	0.0	1.83153e-08
XP_038386106.1	12.2867	8.78785	5.43107	7.83174	10.1121	19.1449
XP_038386110.1	1.57851	0.782105	1.56261	0.611777	1.59244	1.1859
XP_038386118.1	48.4397	52.155	48.4895	53.3348	50.1979	55.0339
XP_038386119.1	17.5285	14.8713	25.3277	20.8823	22.1534	16.1564
XP_038386122.1	8.90311e-10	3.10384e-11	2.37934e-08	4.5675e-06	5.06692e-05	1.76634e-10
XP_038386130.1	1.21131	1.28702	1.33156	0.0	0.0	0.212498
XP_038386132.1	0.0371735	0.0982021	0.326238	0.147074	0.130798	0.0955183
XP_038386133.1	12.2003	8.15565	9.4001	13.7809	8.79004	11.0266
XP_038386136.1	42.199	46.329	39.2926	35.5276	38.0263	35.599
XP_038386137.1	61.6103	56.929	63.6391	60.1501	67.6176	57.9582
XP_038386138.1	10.3429	11.4036	8.99215	9.75243	9.66747	13.7402
XP_038386139.1	0.0790712	0.269466	0.353781	0.37561	0.331564	0.139115
XP_038386141.1	21.1298	15.1946	20.107	16.2278	20.3309	18.5945
XP_038386143.1	2.65269	2.72566	2.7311	1.3612	4.17892	2.49802
XP_038386147.1	7.07584	5.57	7.17983	6.16081	6.83238	5.87186
XP_038386148.1	4.07548	2.13706	2.60817	2.87286	3.63869	3.60245
XP_038386152.1	20.842	19.0848	22.9899	20.8728	15.4933	24.5626
XP_038386155.1	35.4909	34.7784	35.8658	38.7233	39.3126	37.8735
XP_038386156.1	0.0350269	0.0494167	0.166237	0.0	0.039338	0.0676584
XP_038386160.1	19.4557	18.0899	18.9686	19.3368	22.9234	19.8209
XP_038386163.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386182.1	180.635	204.888	202.206	202.727	233.059	202.72
XP_038386185.1	2.6304	2.47601	1.92315	2.62242	3.06435	5.51659
XP_038386186.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386189.1	0.109387	0.0	0.0	0.0	0.0	0.0
XP_038386197.1	0.0	0.0	0.217054	0.0	0.0	0.122221
XP_038386199.1	4.13423	7.70679	3.88458	13.9031	6.32714	8.26971
XP_038386203.1	0.0	0.0	0.0	0.0	0.0	0.0716556
XP_038386205.1	0.819651	0.867708	0.966189	1.36572e-06	0.0	5.96131
XP_038386227.1	107.651	105.658	91.4991	100.828	90.3964	102.748
XP_038386228.1	0.149846	0.230466	0.0	0.468695	0.0	0.677789
XP_038386233.1	0.0729696	0.0	0.0	0.0	0.0	0.0
XP_038386239.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386245.1	21.5293	21.7969	23.8453	26.9372	29.9841	22.9941
XP_038386246.1	53.0775	98.351	57.7781	86.6413	39.5728	54.2665
XP_038386247.1	0.0	0.109813	0.0	0.0	0.0	0.0517663
XP_038386253.1	0.0	0.0	0.0	0.0378457	0.0	3.77953e-08
XP_038386258.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386271.1	6.39985	5.30336	4.55341	2.95499	3.40357	6.56649
XP_038386274.1	140.922	129.878	141.326	130.632	126.788	122.512
XP_038386275.1	139.752	141.761	134.727	135.259	134.938	134.642
XP_038386276.1	5.7688	5.69824	5.23316	4.46981	4.34213	5.17033
XP_038386278.1	23.8707	22.8348	19.9279	26.0715	21.2489	30.5159
XP_038386281.1	13.4048	8.35148	11.0266	4.57407	7.7457	12.8927
XP_038386288.1	2.64944	1.80154	3.67393	2.58254	2.13988	2.46012
XP_038386290.1	33.7431	38.9182	39.9843	40.6803	41.9713	31.6935
XP_038386291.1	66.2208	64.3215	60.5913	66.283	62.9686	66.0341
XP_038386292.1	27.3349	20.8005	24.6579	18.4679	26.0718	24.5818
XP_038386299.1	0.0	0.0	1.12205	0.0	0.0	0.0
XP_038386300.1	0.805572	0.368442	0.561986	0.508593	0.743089	0.923148
XP_038386301.1	0.0361343	0.140616	0.249411	0.16191	0.336156	0.183221
XP_038386302.1	0.258911	0.0984556	0.251126	0.322708	0.177174	0.647815
XP_038386303.1	4.60839	3.64083	4.84571	4.83933	4.88985	4.64048
XP_038386304.1	2.16736	1.6376	2.08429	2.55849	3.03754	2.11813
XP_038386305.1	3.94316	3.04657	2.51948	3.19393	4.83094	4.39733
XP_038386306.1	0.052102	0.00441221	0.0203727	0.0	0.0	0.0262128
XP_038386308.1	3.88437	3.74633	4.95788	6.70613	8.126	5.39241
XP_038386309.1	3.96567	3.81033	3.25287	3.57375	1.40592	3.49054
XP_038386311.1	1.17641	0.938248	1.55128	1.21234	1.29065	1.44641
XP_038386312.1	1.06502	0.812185	0.715993	1.4179	1.78528	1.0415
XP_038386314.1	5.88252	4.56863	4.13427	6.52085	5.7101	7.45211
XP_038386315.1	2.13592	2.55059	2.89026	1.83028	1.59618	3.06578
XP_038386316.1	0.654098	0.385289	0.990047	0.95582	0.956298	0.619888
XP_038386324.1	3.51468	3.49027	3.86975	2.63702	2.53293	2.47788
XP_038386325.1	8.28741	6.3707	9.06547	6.62724	5.96129	5.20447
XP_038386326.1	8.97243	7.08902	5.56318	8.01545	11.1882	7.90531
XP_038386329.1	2.39052	1.90522	2.11146	1.62269	1.78302	2.17193
XP_038386364.1	0.673268	0.646842	0.883466	0.977077	0.983772	1.01977
XP_038386365.1	2.34226	1.03613	0.0	3.79655	3.66978	2.71099
XP_038386370.1	48.2295	33.0732	32.8558	21.6108	31.8915	40.7304
XP_038386373.1	90.6581	97.6012	93.7853	104.802	92.337	102.699
XP_038386374.1	41.2901	48.7676	46.8469	39.3558	51.0868	28.8594
XP_038386379.1	0.142183	0.077471	0.153264	0.272684	0.0517946	0.17093
XP_038386380.1	4.01778	3.77496	4.63739	5.81146	4.61932	4.40086
XP_038386381.1	30.7255	21.9475	27.163	22.2332	28.42	27.673
XP_038386386.1	21.0912	25.4306	29.784	25.672	24.344	24.4195
XP_038386388.1	0.512839	0.761684	0.697144	0.653976	0.78009	0.7689
XP_038386389.1	16.1861	14.3599	12.8222	12.9798	16.5623	15.1243
XP_038386398.1	6.94775	11.8662	12.8643	16.1342	9.33709	18.715
XP_038386402.1	9.26529	2.84916	2.49975	3.77728	1.79223	6.42617
XP_038386405.1	13.5454	8.65434	10.2159	12.742	12.4394	9.24359
XP_038386406.1	4.04405	4.31005	2.58889	2.87679	10.575	5.0833
XP_038386408.1	4.46156	2.83624	3.30515	5.30837	2.71283	3.95016
XP_038386411.1	1.42256	1.06723	0.772593	2.8624	3.92117	3.16186
XP_038386426.1	35.8563	36.1218	39.2067	45.3998	44.1247	39.3479
XP_038386427.1	2.35559	1.5817	2.80099	6.05183	4.97379	2.67237
XP_038386431.1	1.3919	2.42006	1.51808	3.26174	0.000173697	1.62472
XP_038386436.1	0.383436	0.49223	0.0	1.12321e-09	0.0	3.28819e-09
XP_038386441.1	0.305166	0.224147	0.299153	0.173882	0.311873	0.342711
XP_038386442.1	2.0734	1.83239	2.47719	0.919046	1.13452	0.930696
XP_038386443.1	17.2956	12.3089	13.9423	14.9499	17.3023	19.8829
XP_038386447.1	8.17212	7.26849	7.13916	9.15382	5.57673	8.95675
XP_038386451.1	6.40343	7.16411	14.3312	9.35447	16.9414	5.35941
XP_038386456.1	19.0096	18.0051	22.3367	15.0671	18.659	12.9921
XP_038386472.1	2.51688	1.76189	1.59904	2.28328	1.81622	2.95047
XP_038386475.1	5.36218	1.76055	2.6179	4.96931	5.29538	5.54459
XP_038386481.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386505.1	24.1059	25.1916	17.4151	12.6572	10.6816	24.3684
XP_038386506.1	0.0537928	0.079336	0.191941	0.0	0.0	0.0
XP_038386507.1	0.0	0.0	0.0	0.0	0.0	0.00829022
XP_038386508.1	0.0	0.111435	0.0	0.0	0.588388	0.0
XP_038386510.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386511.1	0.0459277	0.0518471	0.0	0.363321	0.0	0.0654434
XP_038386512.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386526.1	12.0954	9.08042	10.7834	12.1376	12.951	13.5252
XP_038386527.1	27.0322	25.0638	25.0512	27.056	30.301	30.9852
XP_038386528.1	0.0	0.0223392	0.0	0.0	0.0	0.008442
XP_038386529.1	4.65662	2.44607	3.20555	1.89276	6.31507	3.65448
XP_038386534.1	2.59544	0.731656	0.0	1.89963	1.63234	4.7548
XP_038386538.1	5.49671	4.06375	3.98396	5.41425	5.85685	5.42529
XP_038386548.1	1.01276e-05	0.05413	0.112307	7.25691e-06	0.0	0.111832
XP_038386553.1	0.0	0.695805	0.242947	1.5598	0.0	0.0399298
XP_038386556.1	3.31249	3.57598	4.0575	6.11247	5.56407	5.40963
XP_038386557.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386562.1	5.27719	5.08482	5.32264	7.11104	4.74503	6.28074
XP_038386564.1	17.1093	0.196093	12.9754	0.298899	8.1404	13.3485
XP_038386568.1	0.0	0.0	0.0745799	0.0	0.0746573	0.0
XP_038386570.1	137.357	134.217	127.745	130.782	138.216	114.351
XP_038386571.1	0.0	0.0885462	1.55467e-06	0.0	0.259026	0.218712
XP_038386576.1	63.1978	39.6792	38.8299	34.4286	40.5286	58.7672
XP_038386578.1	1.6134	1.00923	0.841526	2.31282	1.54878	1.82859
XP_038386605.1	1.69598	1.36934	1.48941	1.64041	1.31244	2.22976
XP_038386606.1	16.2274	14.1212	15.1692	21.5942	22.9413	26.9415
XP_038386609.1	0.0	0.0	0.0	0.0	0.408923	0.0
XP_038386615.1	27.9912	35.1415	25.8124	34.008	26.0043	37.224
XP_038386616.1	0.746568	0.604828	1.34856	1.25756	1.9409	0.275042
XP_038386622.1	10.1097	8.72882	8.89262	11.488	12.7282	13.7835
XP_038386624.1	58.5487	47.0445	46.8018	51.9475	54.921	64.2612
XP_038386630.1	82.4065	77.8545	78.4573	85.2813	86.3656	83.9603
XP_038386631.1	26.8604	23.6602	24.6597	23.0303	23.5903	27.5634
XP_038386634.1	21.148	23.8575	22.9866	27.7415	27.7065	19.989
XP_038386636.1	29.0169	19.4836	24.1016	23.9081	43.2728	26.999
XP_038386639.1	35.8936	37.9127	33.0647	33.7351	31.0213	39.0807
XP_038386640.1	0.7889	0.951187	0.0	1.67803	0.512081	1.58396
XP_038386642.1	15.7186	7.52424	11.299	18.5072	19.3818	19.9865
XP_038386655.1	3.8826	3.50519	3.01602	5.59408	4.69504	6.64981
XP_038386656.1	0.264207	0.371926	0.270316	0.196165	0.384826	0.807329
XP_038386661.1	10.2542	8.65897	6.69066	8.7669	11.8653	11.7643
XP_038386664.1	35.7566	38.0709	42.496	47.8759	52.4359	40.7597
XP_038386667.1	1.05936e-05	0.0	0.0445457	1.05397e-07	0.0782464	0.0
XP_038386674.1	157.427	141.073	152.352	146.482	177.384	154.279
XP_038386677.1	1.7297e-07	0.643076	0.000719539	0.0	0.97644	0.0983062
XP_038386680.1	4.96248	6.70447	6.84062	5.87874	7.03702	6.52249
XP_038386681.1	0.487046	0.0	0.602351	1.66106	1.55504	0.277973
XP_038386682.1	5.46436	3.32623	4.81269	4.45278	5.56058	6.21708
XP_038386688.1	2.5319	2.08494	1.398	2.79995	2.97601	8.11495
XP_038386689.1	17.029	10.692	10.3872	12.1926	16.6809	17.1206
XP_038386699.1	17.3711	16.786	19.1645	22.0891	23.1303	17.8178
XP_038386700.1	6.32478	7.46993	7.29256	6.7684	6.93815	7.68695
XP_038386701.1	1.80907	2.63465	2.37905	3.132	2.18482	2.70407
XP_038386702.1	82.7789	98.1377	96.9519	99.3408	114.408	67.4628
XP_038386703.1	3.91044	5.36059	2.52262	5.3149	4.68917	5.74081
XP_038386709.1	0.0	0.0	0.0	0.0	0.422452	0.174611
XP_038386716.1	26.9087	27.4911	28.9684	29.8112	28.6948	32.1517
XP_038386717.1	0.323683	2.10331e-10	0.0	0.0	0.0	0.00908411
XP_038386721.1	33.8796	32.6384	31.7352	34.8716	35.7131	31.1491
XP_038386723.1	7.10586	6.44038	5.56911	9.33906	9.72463	7.61331
XP_038386727.1	6.95039	16.9533	7.51816	1.25885	6.93839	8.28501
XP_038386729.1	33.8664	26.5205	28.9511	32.4308	33.7395	33.4146
XP_038386730.1	1.67975	1.87128	3.02656	6.76725	1.73772	1.71958
XP_038386731.1	56.3991	21.529	27.7288	33.179	62.2558	48.7123
XP_038386733.1	64.146	56.9304	59.9564	57.3212	57.0441	58.4397
XP_038386737.1	23.2231	19.7788	20.6784	19.9439	18.7164	20.363
XP_038386739.1	0.0	0.192201	0.0	0.0	0.0	0.0
XP_038386740.1	13.5579	13.916	16.0814	20.2	20.9173	17.3972
XP_038386741.1	16.9042	16.3353	18.6149	24.4984	22.2349	19.1462
XP_038386748.1	0.0	0.0117738	0.0532746	0.0	0.0	0.0880783
XP_038386752.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386754.1	79.4028	75.3616	81.0475	74.2312	70.7214	84.7903
XP_038386755.1	4.09021	4.33524	4.53873	9.25049	4.42897	1.84139
XP_038386761.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386777.1	641.891	508.699	543.385	514.972	499.544	515.916
XP_038386778.1	6.15512	5.81747	5.36464	4.8941	6.30772	5.94832
XP_038386784.1	55.396	53.9934	50.4325	62.9218	50.9174	53.9693
XP_038386785.1	28.432	29.3719	23.8499	26.6562	25.7516	30.804
XP_038386786.1	3.28471	3.02265	7.55755	7.77186	4.40296	4.92186
XP_038386793.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386800.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386805.1	0.0	0.0464839	0.0	0.0	0.0	0.0
XP_038386806.1	175.61	165.98	168.374	170.039	192.765	168.744
XP_038386807.1	1.07895	0.0047773	2.62958	2.27583	1.07799	1.82435
XP_038386816.1	1.40821	1.53776	2.87391	2.18256	2.19174	2.47973
XP_038386823.1	26.7769	27.8813	25.1672	30.3792	20.8843	23.9246
XP_038386825.1	2.34223	2.52772	3.75684	2.57839	3.65066	4.6247
XP_038386833.1	12.929	16.8623	18.5271	15.705	14.7769	14.1207
XP_038386834.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386841.1	4.63952	4.48979	5.59552	4.09626	5.18453	4.76139
XP_038386842.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386850.1	71.0784	68.1702	66.8568	65.7514	65.2652	73.9442
XP_038386851.1	31.6201	28.9416	33.3979	30.4246	31.5994	25.1086
XP_038386853.1	0.426273	0.421952	0.0	0.341198	0.515418	0.311211
XP_038386857.1	15.4291	13.5477	13.8396	13.8041	12.9559	18.1011
XP_038386859.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386862.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386869.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386874.1	0.0737674	0.0	0.0	2.0616e-09	0.0	0.205533
XP_038386878.1	16.9101	8.84719	15.9184	14.5793	19.9979	15.0086
XP_038386882.1	0.341854	0.417263	0.340911	0.621552	0.429579	0.508034
XP_038386883.1	0.0	0.0	0.0	0.0	0.0	0.144497
XP_038386887.1	3.17607	4.59043	4.37597	5.46645	4.36862	4.38215
XP_038386888.1	40.8297	35.1684	39.3075	30.9772	29.0232	41.1258
XP_038386890.1	119.534	132.25	120.619	126.668	119.713	119.918
XP_038386891.1	68.1259	71.6343	64.9736	57.6659	52.1415	67.9491
XP_038386892.1	51.046	47.87	47.6001	43.1776	54.3252	50.4375
XP_038386895.1	109.659	105.827	71.3832	102.113	119.9	218.899
XP_038386896.1	1.17171	5.74861	0.258063	4.14492	4.83284	2.86545
XP_038386900.1	6.19921	3.33862	7.02215	5.32839	4.2614	5.50375
XP_038386907.1	149.792	151.699	141.01	136.86	139.356	143.898
XP_038386913.1	7.83065	7.81192	7.18583	8.30157	7.94078	11.2616
XP_038386914.1	0.686224	0.823727	0.672979	0.850987	1.11511	1.00264
XP_038386923.1	0.0	0.0	0.0	0.0347008	0.0	0.0
XP_038386927.1	58.7112	65.5149	65.1946	68.3077	77.3552	52.5085
XP_038386931.1	5.92535	2.16848	2.55557	3.3511	6.90417	4.40863
XP_038386933.1	149.081	174.185	188.409	189.627	118.644	114.657
XP_038386934.1	27.3316	25.4729	33.541	35.1561	27.1542	33.7846
XP_038386936.1	1.19718	0.604855	0.733431	0.972796	2.34961	1.56289
XP_038386939.1	6.42085	7.76508	5.95095	4.92204	6.8418	8.64353
XP_038386942.1	195.716	168.399	164.996	171.671	176.29	181.048
XP_038386944.1	38.2548	35.954	40.6055	45.4429	42.3957	46.7549
XP_038386945.1	6.67803	5.11798	4.92991	9.41771	8.132	13.9929
XP_038386947.1	0.246042	0.226704	0.149244	0.299447	0.254014	0.253259
XP_038386948.1	9.31572	9.31898	8.00436	11.9644	10.3939	23.6448
XP_038386949.1	0.0302036	0.0152845	0.0	0.0531379	0.03543	0.0173078
XP_038386950.1	0.0	0.0	0.0	0.074907	0.0	0.0
XP_038386955.1	5.48954	4.60734	5.17768	5.84652	6.2826	5.78275
XP_038386959.1	72.8417	64.6105	64.9082	68.925	72.6847	80.8779
XP_038386967.1	34.1251	31.3898	34.1213	42.3362	44.1352	44.1986
XP_038386969.1	6.40441	14.0681	0.00968858	0.0134576	2.49342	10.9145
XP_038386975.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038386985.1	0.120617	0.0103789	0.0	0.0	0.598144	0.0421089
XP_038386992.1	0.0119931	0.0134519	0.425681	0.581668	0.00106463	0.0624676
XP_038386995.1	19.3969	12.0179	15.4879	17.3299	19.5301	22.5371
XP_038386996.1	0.761368	0.231423	0.50246	0.736793	0.506112	1.05751
XP_038386997.1	5.45248	4.56956	3.19432	5.60208	5.37171	10.5133
XP_038387002.1	1.83431	0.612936	0.0	0.832953	3.1635e-07	2.964
XP_038387006.1	3.0776	1.94404	1.29321	3.50206	1.54916	2.86312
XP_038387009.1	14.4279	15.9711	14.7704	18.6775	20.9695	15.0439
XP_038387014.1	11.0652	10.3323	10.494	12.7185	10.9538	12.8979
XP_038387015.1	1.25238	1.98154	3.11611	1.49332	1.81902	1.99628
XP_038387018.1	0.0267767	0.0507013	0.0	0.0353245	0.0471124	0.0842753
XP_038387019.1	4.68574	5.25992	5.35341	5.43646	3.86041	6.29682
XP_038387025.1	0.185732	0.0	0.0	0.0	0.770517	0.271243
XP_038387027.1	13.0627	6.18417	7.40286	5.79996	6.99143	9.16771
XP_038387029.1	15.0369	13.9236	15.4448	16.7652	17.2972	16.069
XP_038387030.1	0.0	0.0	0.0	0.0	0.0	0.112347
XP_038387033.1	52.1234	51.4506	42.2471	44.0316	58.9498	53.6695
XP_038387037.1	4.17565	3.10196	4.21503	3.1983	2.99568	4.76287
XP_038387049.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038387059.1	5.3611	1.2828	2.70794	4.51338	9.17408	6.88849
XP_038387062.1	30.3998	22.9235	23.2569	23.6214	27.8239	41.6325
XP_038387064.1	81.6723	51.162	62.9561	61.7138	88.1673	92.2262
XP_038387068.1	178.551	173.432	174.469	160.077	170.712	173.113
XP_038387069.1	0.0	0.0	4.71144e-05	0.0	0.0	0.0
XP_038387077.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038387085.1	0.0471941	0.0358389	0.0	0.074729	0.0996499	0.0507911
XP_038387091.1	3.73995	3.03175	3.34275	4.35475	2.15735	3.34467
XP_038387095.1	7.94655	5.87565	6.35015	6.5776	8.30089	5.63346
XP_038387097.1	6.76385	7.0793	4.80777	7.40699	6.37648	6.87217
XP_038387100.1	0.0	0.0	0.0	0.0	0.0	0.0
XP_038387106.1	0.459033	0.0	0.0	0.262491	0.887496	0.599921
XP_038387109.1	567.872	466.507	524.862	466.67	360.408	468.709
XP_038387112.1	1.14828	1.09415	0.334507	1.84609	1.21355	0.70014
XP_038387115.1	67.7029	68.6669	71.2231	62.285	73.4402	64.5406
