Orthogroup	Canis_lupus_protein	Macaca_fascicularis_protein	Mus_musculus_protein	Rattus_norvegicus_protein
OG0000089	NP_001017519.1, NP_001375558.1, NP_001375848.1, NP_001375959.1, NP_001375967.1, NP_001375970.1, NP_001375978.1, NP_001375982.1, NP_001375984.1, NP_001376039.1, NP_001376045.1, NP_001376053.1, NP_001376065.1, NP_001376066.1, XP_038418398.1, XP_038418399.1, XP_038418400.1, XP_038418403.1, XP_038418404.1, XP_038418405.1, XP_038418406.1, XP_038418407.1, XP_038419190.1, XP_038419191.1, XP_038445205.1, XP_038445206.1, XP_038445475.1, XP_038445562.1		NP_666672.2, NP_666964.1, NP_667004.1	NP_001000341.1, NP_001000343.1, NP_001000639.1, NP_001001060.1
OG0000090	NP_001018646.1, XP_038409410.1	NP_001306397.2, NP_001406389.1, NP_001406407.1, XP_045245849.2, XP_065399082.1, XP_065399083.1, XP_065399087.1, XP_065399088.1, XP_065399089.1, XP_065399094.1, XP_065399095.1, XP_065399102.1, XP_065399107.1, XP_065399109.1, XP_065399110.1	NP_032234.3, NP_034510.3, NP_034522.2, XP_006524864.1	NP_001008830.1, NP_001008832.1, NP_001008835.1, NP_001008836.1, NP_001008838.1, NP_001008842.1, XP_006255970.1, XP_038954892.1, XP_038955183.1, XP_063135032.1, XP_063135177.1, XP_063135457.1, XP_063135459.1, XP_063135726.1
OG0000091	NP_001239215.1, XP_038397705.1, XP_038410253.1, XP_038432581.1, XP_038442421.1	XP_005541777.1, XP_005544493.1, XP_005548966.4, XP_005554205.3, XP_005559793.1, XP_005561392.2, XP_005574655.3, XP_005583447.3, XP_005587841.3, XP_005591941.1, XP_045217359.2, XP_045222767.1, XP_065384462.1, XP_065392419.1	NP_001177187.1, NP_081291.1	XP_003751319.1, XP_006249044.1, XP_006249473.1, XP_006250146.1, XP_017445966.1, XP_017458011.1, XP_038938718.1, XP_038940257.1, XP_038967410.1, XP_063122200.1, XP_063132590.1, XP_063136838.1, XP_063138718.1, XP_063144739.1
OG0000092	XP_038381453.1, XP_038381454.1, XP_038381556.1, XP_038383682.1, XP_038383692.1, XP_038400021.1, XP_038424854.1	XP_005578812.3, XP_005590414.3, XP_015297595.3, XP_015297597.3, XP_015300407.2, XP_045236026.2, XP_045236288.2, XP_045246555.2, XP_065390987.1, XP_065391037.1	NP_001004194.2, NP_001028603.1, NP_001036077.1, NP_001041684.1, NP_113566.2, NP_665826.1, NP_766069.1, NP_766484.1, NP_808358.2, NP_918947.2	NP_001099690.1, NP_001162620.1, NP_001165635.2, NP_001178571.1, NP_001413839.1, XP_063136648.1, XP_063139007.1, XP_234957.4
OG0000093	XP_038383908.1, XP_038399955.1, XP_038431375.1, XP_038432620.1	XP_005570092.3, XP_005572195.3, XP_005590198.3, XP_005590201.2, XP_015290796.3, XP_015308799.1, XP_065393934.1	NP_031603.2, NP_032065.1, NP_032066.2, NP_032067.2, NP_032068.2, NP_032185.1, NP_033909.1, NP_034092.1, NP_780740.2, NP_796290.2, NP_997420.1, NP_997421.1, XP_011249240.1, XP_030106054.1	NP_001002283.1, NP_001012070.1, NP_001395645.1, NP_001395703.1, NP_001395719.1, NP_001396168.1, NP_001396169.1, NP_114449.2, XP_001073753.1, XP_006229324.2
OG0000095	NP_001003262.1, NP_001159351.1, NP_001184091.1, XP_038383968.1, XP_038383983.1, XP_038383984.1, XP_038400282.1, XP_038441107.1	XP_005551060.2, XP_005551067.1, XP_005551070.1, XP_005561051.3, XP_005590115.2, XP_005590126.1, XP_005590129.1, XP_005590132.3, XP_045234764.2, XP_045235571.2, XP_065391192.1, XP_065396991.1, XP_065397157.1, XP_065397161.1	NP_001170844.1, NP_032719.1, NP_032966.1, NP_034769.4, NP_034770.1, NP_034775.1	NP_001099722.1, NP_001100979.1, NP_001163876.1, NP_001258244.1, XP_038956841.1, XP_063143011.1
OG0000096	NP_001238856.2, XP_038385888.1, XP_038402927.1, XP_038412103.1, XP_038412553.1, XP_038414736.1, XP_038421128.1, XP_038422030.1, XP_038428819.1	XP_005564819.1, XP_005572063.1, XP_005573241.1, XP_015302741.1, XP_045220109.1, XP_045239400.2, XP_045241948.1, XP_045253151.2, XP_065388273.1	NP_001405020.1, NP_031502.1, NP_031503.1, NP_031504.1, NP_031505.1, NP_031506.1, NP_080135.2, NP_083742.3, NP_083978.3, NP_892039.1	NP_001015031.2, NP_071780.1, NP_077064.1, NP_446431.1, NP_543180.1, XP_038960051.2
OG0000097	XP_038381446.1, XP_038383445.1, XP_038383496.1, XP_038383503.1, XP_038383508.1, XP_038383509.1, XP_038383510.1, XP_038385304.1, XP_038444708.1	XP_005588864.3, XP_005590560.3, XP_005590563.2, XP_005590565.3, XP_005590569.3, XP_005590572.1, XP_005590581.2, XP_005590592.3, XP_005590595.3, XP_005590605.3, XP_005590619.1, XP_005590767.3, XP_015296484.3, XP_045234335.1, XP_045235043.2, XP_045237020.2, XP_045237201.2, XP_045237202.1	NP_033603.2, NP_663552.2	NP_001100942.1, NP_001386303.1, XP_017445439.1, XP_017445442.1, XP_038956264.1
OG0000100			NP_001157202.1, NP_001171165.1, NP_683751.2, NP_997154.2, NP_997155.2	NP_001094455.2, NP_001389509.1, XP_003749379.1, XP_003749384.1, XP_038959267.1, XP_038959269.1, XP_038959270.1, XP_038959271.2, XP_038959854.1, XP_038959855.1, XP_038959857.1, XP_038959858.1, XP_038959859.2, XP_038959860.2, XP_038959861.1, XP_038959862.1, XP_038959864.1, XP_063138802.1, XP_063138843.1, XP_063138845.1, XP_063138847.1, XP_063138848.1, XP_063138849.1, XP_063138850.1, XP_063138886.1, XP_063138887.1, XP_063138888.1, XP_063138889.1, XP_227351.2
OG0000101	NP_001003088.1, XP_038392574.1, XP_038395023.1, XP_038395131.1, XP_038396561.1, XP_038396563.1, XP_038425803.1, XP_038439621.1	XP_005545471.1, XP_005549450.1, XP_005549451.1, XP_005582775.1, XP_005586158.1, XP_005591078.1, XP_065397813.1	NP_034032.1, NP_034033.1, NP_038833.2, NP_057883.1, NP_058583.1, NP_064689.2, NP_067361.2, NP_068365.1	NP_001011889.1, NP_001012022.1, NP_001095834.1, NP_001100316.1, NP_001100605.1, NP_001102864.1, NP_113887.3, NP_113888.2, NP_113889.1, NP_113890.1
OG0000102	NP_001003273.2, NP_001003274.1, NP_001376150.1, XP_038387602.1, XP_038402204.1, XP_038406589.1, XP_038418292.1, XP_038424755.1, XP_038430899.1, XP_038436756.1	XP_005542360.1, XP_005567434.1, XP_045225319.2, XP_045226269.1, XP_045242205.1, XP_045248657.2, XP_065381026.1, XP_065397728.1, XP_065399184.1	NP_001334459.1, NP_031510.2, NP_033034.1, NP_033991.1, NP_058082.2, NP_062512.1, NP_780301.1	NP_001008385.1, NP_001032272.1, NP_001099931.1, NP_001385887.1, NP_476473.1, NP_599193.1, NP_741991.3
OG0000103	NP_001003381.1, XP_038412158.1, XP_038412162.1	NP_001336952.1, NP_001336955.1, XP_005555222.1, XP_045248473.2, XP_045248474.2, XP_045248476.2, XP_045248477.2, XP_065401198.1, XP_065401199.1, XP_065401202.1	NP_001019319.1, NP_001025038.1, NP_033493.3, NP_444445.2, NP_598655.1, NP_705826.1, NP_766469.1, NP_964007.2	NP_001004271.1, NP_001007265.4, NP_001129341.1, NP_001178605.1, NP_036815.1, NP_113721.5, NP_695226.3, NP_775417.1, NP_775445.2, XP_003751392.1, XP_038959826.2, XP_063129820.1
OG0000105	XP_038386227.1, XP_038389893.1, XP_038396782.1, XP_038407551.1, XP_038408110.1, XP_038419160.1, XP_038437565.1, XP_038437940.1, XP_038444106.1	XP_005548585.1, XP_005565871.1, XP_005577909.1, XP_015298139.1, XP_015299686.1, XP_015306028.1, XP_045250848.1, XP_065400923.1	NP_033484.3, NP_035795.1, NP_062642.1, NP_062777.2, NP_064333.2	NP_001013955.1, NP_001019926.1, NP_001099850.1, NP_001102000.1, NP_001380701.1, NP_001395835.1, NP_112263.1, XP_006233397.1, XP_006246405.1, XP_008765771.3, XP_038967393.1
OG0000106	XP_038401030.1, XP_038413591.1, XP_038415468.1, XP_038421035.1	XP_005543779.1, XP_005550712.3, XP_015300128.3, XP_045217680.2, XP_045218333.2, XP_045218637.1, XP_045223088.2, XP_045226186.1, XP_045227313.1, XP_045232877.2, XP_045233687.1, XP_045233716.2, XP_045233855.2, XP_045239605.2, XP_045241238.2, XP_045242658.1, XP_045245209.2, XP_045246420.1, XP_045249603.2, XP_045252512.2, XP_045252592.2, XP_065377525.1, XP_065377890.1, XP_065393813.1	NP_032933.1, XP_036009546.1	NP_001386382.1, XP_006250863.1, XP_038964534.1
OG0000108	NP_001002944.1, NP_001003279.1, NP_001003280.1, NP_001012397.1, XP_038409291.1, XP_038433887.1, XP_038444933.1	XP_005551627.2, XP_005551913.3, XP_005573016.3, XP_005583051.2, XP_045217458.2, XP_045249695.2, XP_065395937.1	NP_001008429.1, NP_001008533.1, NP_001010829.1, NP_001010830.1, NP_001010837.1, NP_001010840.1, NP_031439.2, NP_031443.4, NP_038490.2, NP_951013.1	NP_001008512.1, NP_001009532.1, NP_036871.3, NP_036984.1, NP_058851.2, NP_058857.2, NP_113994.1, NP_861435.1
OG0000109	NP_001346941.1, XP_038437089.1, XP_038440330.1		NP_001160203.1, NP_001160307.1, NP_001161006.1, NP_001161007.1, NP_001161011.1, NP_598964.1, NP_598967.1, NP_598968.1, NP_598969.2, NP_598971.1, NP_598989.1, NP_598995.1, NP_665842.1, XP_017177495.1	NP_001008902.2, NP_001008916.1, NP_001008920.2, NP_001008932.1, NP_001008940.2, NP_001009511.1, NP_001395757.1, NP_001395758.1, XP_006228221.2, XP_017445028.1, XP_038953233.1, XP_038953239.1, XP_038953242.1, XP_038953247.1, XP_038956665.1
OG0000110	NP_001375442.1, NP_001375490.1, NP_001375491.1, NP_001375492.1, NP_001375750.1, NP_001375785.1, NP_001375796.1, NP_001375897.1, NP_001375900.1, NP_001375935.1	XP_005539591.3, XP_005551110.2, XP_005551111.3, XP_005551112.3, XP_005551114.1, XP_015303691.3, XP_015303692.3, XP_015303700.3, XP_065398776.1	NP_666385.1, NP_666408.1, NP_666797.2, NP_666863.1, NP_666865.1, NP_666866.1, NP_666867.1, NP_667199.1	NP_001000294.1, NP_001000844.1, NP_001000845.1, NP_001000847.1, NP_001102817.1
OG0000111	NP_001375791.1, NP_001375913.1, XP_038412294.1, XP_038445325.1	XP_005553763.3, XP_015305231.2, XP_045246525.2, XP_045247730.2, XP_065387144.1, XP_065399160.1, XP_065399161.1	NP_001011820.1, NP_570938.1, NP_666444.1, NP_666753.2, NP_666754.2, NP_667018.1, NP_667042.1, NP_667043.1, NP_667273.1	NP_001000267.1, NP_001000268.1, NP_001000269.1, NP_001000890.1, NP_001000892.1, NP_001000894.1, NP_001000895.1, NP_001001006.1, NP_001001110.1, NP_001094482.1, NP_001389029.1, NP_068632.1
OG0000113			NP_001028938.1, NP_778173.1	NP_001381727.1, NP_001389436.1, NP_001389437.1, XP_006252790.1, XP_006252791.2, XP_008765966.3, XP_008769385.2, XP_008769388.1, XP_017453122.1, XP_017455813.1, XP_017455816.1, XP_017455817.2, XP_038943131.1, XP_038950933.1, XP_038950991.1, XP_038950992.1, XP_038953168.1, XP_038953169.1, XP_038953170.1, XP_038953171.1, XP_038953172.1, XP_038953174.1, XP_038953325.1, XP_063131874.1, XP_063131875.1, XP_063131879.1, XP_063131880.1, XP_063131881.1, XP_063131884.1, XP_063133780.1
OG0000114	NP_001026989.1, NP_001026991.1, XP_038393738.1, XP_038407702.1, XP_038409699.1, XP_038421708.1, XP_038422224.1	XP_015298786.3, XP_015304330.1, XP_045240704.1, XP_045241226.2, XP_045244382.1, XP_045250567.2	NP_001277974.1, NP_001371878.1, NP_001372055.1, NP_064302.2, NP_114073.1, NP_783605.2, XP_006505359.1, XP_030108190.1	NP_001092972.2, NP_001099181.1, NP_001258195.1, NP_075209.1, NP_445757.1, XP_006232500.1, XP_006232524.2, XP_038964350.1, XP_063135026.1, XP_215580.2
OG0000115	NP_001239097.1, NP_001239345.1, XP_038386136.1, XP_038415175.1, XP_038415177.1, XP_038444845.1	XP_005550882.3, XP_005564587.2, XP_005564601.2, XP_005595646.3, XP_015310978.3, XP_045240554.2, XP_065398644.1, XP_065398647.1, XP_065398649.1, XP_065398650.1, XP_065398651.1	NP_001298061.1, NP_032038.1, NP_033788.3, NP_033861.2, NP_067448.1, NP_765986.3	NP_001013102.1, NP_001028869.1, NP_001129216.1, NP_036630.1, NP_112262.1, NP_620239.2, NP_775159.1, XP_006254245.1
OG0000116	NP_001375553.1, NP_001375566.1, NP_001375568.1, NP_001375570.1, NP_001375572.1, XP_038418401.1, XP_038418402.1, XP_038418413.1, XP_038418415.1, XP_038420412.1, XP_038444829.1, XP_038445204.1, XP_038445563.1, XP_038445602.1	XP_005577962.3, XP_015290212.3, XP_015290747.3, XP_015290788.3, XP_015308963.2, XP_065384263.1, XP_065385769.1	NP_666674.2, NP_667193.1, XP_017174101.1	NP_001000342.1, NP_001000345.1, NP_001000363.1, NP_001000572.2, NP_001000575.1, NP_001000637.1, NP_001001067.1
OG0000118	NP_001007142.1, NP_001007143.2, NP_001182069.1, XP_038393000.1, XP_038395940.1, XP_038430455.1	XP_005543500.2, XP_005567554.4, XP_005567565.3, XP_005583146.1, XP_005591544.3, XP_005591824.3	NP_059087.2, NP_062784.3, NP_075708.2, NP_573447.2, NP_573517.1, NP_663526.3, NP_666310.1, XP_006513854.1, XP_006532041.1	NP_001093952.2, NP_001099853.1, NP_001100477.1, NP_001382057.1, NP_037165.1, NP_072112.2, NP_446167.2, XP_006256382.1, XP_008771154.1
OG0000119	NP_001271377.1, XP_038383763.1, XP_038383790.1, XP_038383799.1, XP_038383817.1	XP_005590332.3, XP_005590346.3, XP_005590398.3, XP_005590406.3, XP_005590417.3, XP_015297202.3, XP_045236665.2, XP_045236677.2, XP_065390942.1, XP_065390979.1, XP_065390980.1, XP_065392035.1, XP_065392046.1	NP_001074708.2, NP_001156486.1, NP_001349077.1, NP_034876.2, NP_783440.1	NP_001093593.1, NP_001171902.1, NP_476547.1, NP_973721.1, XP_002728726.2, XP_008757210.1, XP_063136973.1
OG0000120	XP_038381496.1, XP_038442404.1	XP_005547364.1, XP_005564029.3, XP_005575389.4, XP_005593400.2, XP_065377930.1	NP_033108.1, XP_030099758.1, XP_036010295.1, XP_036015591.1, XP_036016113.1, XP_036017248.1	NP_058846.1, XP_006253964.4, XP_017445942.1, XP_038934116.1, XP_038936551.1, XP_038940443.1, XP_038943781.1, XP_038954170.1, XP_038959875.1, XP_038959876.1, XP_063117353.1, XP_063127919.1, XP_063132082.1, XP_063134734.1, XP_063136523.1, XP_063140945.1, XP_063142891.1
OG0000121	XP_038386709.1, XP_038386842.1, XP_038389935.1, XP_038393929.1, XP_038402486.1, XP_038405543.1, XP_038405744.1, XP_038412750.1, XP_038413538.1, XP_038415655.1	XP_005551237.1, XP_005557128.1, XP_005557913.3, XP_005565840.1, XP_005571205.1, XP_005582146.2, XP_015294353.1, XP_015303231.1, XP_045221451.1	NP_031685.2, NP_031694.1, NP_034004.2, NP_904326.1	NP_001178790.1, NP_001385585.1, NP_062169.1, NP_446045.1, NP_543161.1, XP_006240840.1, XP_038953809.1
OG0000124	NP_001239153.1, NP_001301024.1, XP_038410245.1	XP_045221661.1, XP_045246960.1, XP_045246961.2, XP_045246964.2, XP_045246975.1, XP_065399989.1, XP_065399990.1, XP_065399991.1, XP_065404501.1	NP_001116132.1, NP_001230021.1, NP_032207.3, NP_032208.2, NP_034486.2, NP_034487.2, NP_034490.1, NP_034493.1	NP_001009920.1, NP_001010921.1, NP_001019532.1, NP_001100310.1, NP_001257315.1, NP_058709.2, NP_742035.1, XP_038967329.1, XP_343546.4
OG0000127	NP_001375472.1, NP_001375476.1, NP_001376010.1, XP_038412292.1, XP_038412293.1, XP_038412296.1, XP_038444945.1, XP_038444949.1, XP_038445181.1, XP_038445182.1	XP_045246413.2, XP_065391378.1	NP_001011531.3, NP_001011861.3, NP_666713.2, NP_667090.1, NP_997036.2, NP_997578.1	NP_001000006.1, NP_001000007.1, NP_001000009.1, NP_001000010.1, NP_001000011.1, NP_001000780.1, XP_008765971.1, XP_063124669.1, XP_063125626.1, XP_063125633.1
OG0000128	NP_001375664.1, NP_001375665.1, NP_001375840.1, NP_001375841.1	XP_005578827.3, XP_045226633.2	NP_001011749.1, NP_001011862.1, NP_083186.2, NP_666465.1, NP_666663.2, NP_666664.1, NP_666809.1, NP_666810.1, NP_666811.1, NP_666813.2, NP_667243.2	NP_001000191.1, NP_001000192.1, NP_001000193.1, NP_001000194.1, NP_001000195.1, NP_001000197.1, NP_001000198.1, NP_001000199.1, NP_001000551.1, NP_001000736.1, NP_001001018.1
OG0000129	XP_038381974.1	XP_045224365.2, XP_045249216.1, XP_045255578.2, XP_045255705.2, XP_065379064.1, XP_065404678.1	NP_001032243.1, XP_036010305.1, XP_036018062.1, XP_036018063.1, XP_036018064.1, XP_036018065.1, XP_036018066.1, XP_036018067.1, XP_036018068.1, XP_036018069.1, XP_036018677.1	NP_001100247.1, NP_001388998.1, NP_001389000.1, NP_001395785.1, NP_001395896.1, XP_038948801.1, XP_038956745.1, XP_038966898.1, XP_063136246.1, XP_063141172.1
OG0000136	NP_001104272.1, XP_038391050.1, XP_038391059.1, XP_038395658.1, XP_038395661.1, XP_038395662.1, XP_038436744.1	XP_005556933.1, XP_005556934.1, XP_005559960.3, XP_005591803.3, XP_045237448.2	NP_001025043.3, NP_001028400.2, NP_001076429.1, NP_001240801.1, NP_032422.2, NP_067309.1, NP_795896.4	NP_001101169.2, NP_001400722.1, NP_001406686.1, NP_001414220.1, NP_112256.1, NP_113879.2, XP_006230276.1, XP_006230331.1
OG0000137	NP_001239072.1, XP_038381730.1, XP_038387068.1, XP_038388018.1, XP_038388982.1, XP_038389252.1, XP_038397538.1, XP_038397721.1, XP_038407013.1, XP_038408524.1, XP_038422965.1, XP_038424600.1, XP_038435580.1, XP_038439566.1	XP_005543009.1, XP_005560263.3, XP_045227258.1, XP_045229294.1	NP_032324.1, NP_061278.1, NP_080202.1	NP_001005885.1, NP_001013094.1, NP_001015021.1, NP_001382078.1, NP_075223.1, NP_114468.2
OG0000138	NP_001375480.1, NP_001375562.1, NP_001375564.1, NP_001375565.1, NP_001375751.1, NP_001375881.1, NP_001375884.1, NP_001375888.1, NP_001376133.1, XP_038418409.1, XP_038418410.1, XP_038418414.1, XP_038419189.1, XP_038445523.1	XP_005577956.3, XP_005577966.3, XP_015290787.3	NP_065261.1, NP_667181.1, NP_667194.1, NP_667196.1	NP_001000364.1, NP_001000573.1, NP_001000576.1, NP_001000627.1, XP_038961551.1, XP_038962000.1
OG0000139	NP_001375781.1, XP_038412287.1	XP_005539625.3	NP_001011776.1, NP_001011866.1, NP_001011867.1, NP_667164.1, NP_667166.1, NP_667167.1, NP_667174.1	NP_001000232.1, NP_001000233.1, NP_001000235.1, NP_001000238.1, NP_001000239.1, NP_001000240.1, NP_001000241.1, NP_001000242.1, NP_001000243.1, NP_001000540.1, NP_001000764.1, NP_001000765.1, NP_001000766.1, NP_001000955.1, NP_001001039.1, NP_001001040.1, XP_017448226.1
OG0000140	XP_038382408.1, XP_038394903.1, XP_038404056.1, XP_038405916.1, XP_038415149.1, XP_038441179.1, XP_038445496.1	XP_005551287.1, XP_045221535.1, XP_045247639.1, XP_045248645.2, XP_065387294.1, XP_065397931.1, XP_065397992.1	NP_031662.2, NP_033968.2, NP_033969.2, NP_034607.3, NP_038714.2, NP_941023.1	NP_001014250.1, NP_001028856.1, NP_001032883.1, NP_036802.1, NP_071565.2, XP_038934664.1, XP_063133708.1
OG0000141	XP_038388500.1, XP_038388505.1, XP_038390766.1, XP_038390767.1, XP_038390770.1, XP_038411930.1, XP_038411939.1	XP_005554864.1, XP_005554873.1, XP_005558501.1, XP_005558508.1, XP_005558510.1, XP_005559077.1, XP_015305812.3	NP_001334243.1, NP_001345970.1, NP_032095.1, NP_032097.1, NP_034382.2, XP_006532258.1	NP_058761.2, NP_068613.2, NP_542153.1, NP_542154.3, NP_899155.1, XP_008765857.1, XP_038965308.1
OG0000143	XP_038391447.1, XP_038395087.1, XP_038411142.1, XP_038415102.1, XP_038416679.1, XP_038418542.1, XP_038428352.1, XP_038431678.1, XP_038435169.1	XP_005549387.1, XP_005563875.1, XP_005569168.1, XP_005576642.1, XP_045219673.1, XP_045248744.2, XP_065401726.1	NP_035868.1, NP_035869.1, NP_035870.1, NP_061223.2, NP_061359.2, XP_036014168.1	NP_037143.2, NP_037184.1, NP_037185.1, NP_062249.1, NP_062250.1
OG0000144	XP_038400283.1	XP_045234596.2, XP_045252178.1	NP_032596.1, NP_032597.1, NP_034502.2, NP_034909.2	NP_001103116.1, NP_001163937.1, NP_001264597.1, NP_001395890.1, NP_037224.1, NP_058841.1, NP_062194.1, NP_599159.1, NP_703196.2, NP_742041.1, XP_038934901.1, XP_038949768.1, XP_063130612.1, XP_063130873.1, XP_063130874.1, XP_063130877.1, XP_063130997.1, XP_063130998.1, XP_063130999.1, XP_063131000.1
OG0000145	XP_038437051.1, XP_038437052.1, XP_038437054.1, XP_038437055.1, XP_038437656.1, XP_038437657.1	XP_005548903.3, XP_005548904.3, XP_005548905.3, XP_015302173.3, XP_015302174.1	NP_034801.1, NP_038735.2, NP_038741.1, NP_081431.1, NP_081446.1, XP_030105222.1	NP_001099366.1, NP_001102795.1, NP_001102796.1, NP_001395738.1, NP_001395798.1, XP_002727896.1, XP_002727899.3, XP_003751068.2, XP_006248179.1, XP_008766842.1
OG0000146	NP_001003051.1, NP_001003297.1, NP_001003966.1, NP_001005255.1, XP_038402079.1, XP_038404005.1	XP_005583477.3, XP_005583479.1, XP_005583480.1, XP_005583482.1, XP_005583552.3, XP_005583554.1, XP_005592088.2, XP_015293677.2, XP_045231089.1	NP_033165.1, NP_035460.1, NP_035461.2, NP_035468.1, NP_038682.1, NP_067418.1	NP_001004202.1, NP_001007613.1, NP_001012357.1, NP_001099292.1, NP_062078.1
OG0000147	NP_001003142.2, XP_038388026.1, XP_038388030.1, XP_038399787.1, XP_038405408.1, XP_038409308.1, XP_038413225.1, XP_038421810.1, XP_038424956.1, XP_038425023.1, XP_038428305.1, XP_038430450.1, XP_038435897.1, XP_038437815.1, XP_038442204.1, XP_038442449.1	XP_045220553.1, XP_045223068.2	NP_001276655.1	NP_001380989.1, XP_038959282.1, XP_038962532.1, XP_063122451.1, XP_063126240.1, XP_063141587.1, XP_063144654.1
OG0000148	NP_001074366.1, NP_001074370.1, NP_001104269.1, NP_001106640.1, NP_001106641.1, XP_038415686.1, XP_038441037.1, XP_038441509.1	XP_005546668.1, XP_005574154.2, XP_015288638.3, XP_065382519.1	NP_001076042.1, NP_031800.1, NP_031802.2, NP_031803.3, NP_034097.1, NP_081286.1, NP_658906.1, NP_694716.2	NP_001100043.2, NP_001103345.1, NP_113877.1, NP_264077.1, NP_775411.1, XP_038940147.1
OG0000149	NP_001091024.1, XP_038396603.1, XP_038396607.1, XP_038396608.1, XP_038396610.1, XP_038412376.1	XP_005590889.3, XP_005590891.3, XP_015297673.3, XP_015297870.1, XP_045237937.2, XP_065393349.1, XP_065393592.1, XP_065393749.1, XP_065393796.1, XP_065396579.1	NP_034911.3, NP_081496.2, NP_444490.2, XP_006524968.4, XP_011244785.1	NP_001100453.1, NP_001100454.1, NP_001102497.1, NP_955403.2, XP_063124997.1
OG0000150	NP_001152798.1, NP_001152799.1, XP_038381985.1, XP_038404773.1, XP_038428436.1, XP_038432622.1	XP_005544916.2, XP_005544918.2, XP_005546436.2, XP_005570086.1, XP_005580560.3, XP_005582781.1, XP_045220289.2, XP_045247440.2, XP_065379309.1, XP_065380179.1	NP_033230.2, NP_035530.2, NP_062361.1, NP_569718.1, NP_766247.2	NP_001102433.1, NP_445946.2, NP_620182.1, XP_038967504.1, XP_063139542.1
OG0000152	NP_001239084.1, XP_038437983.1, XP_038437984.1, XP_038437986.1, XP_038438386.1	XP_005555571.3, XP_005555572.2, XP_005555577.3, XP_005555581.3, XP_045234042.2, XP_045251308.1, XP_065401334.1, XP_065401335.1, XP_065401336.1	NP_001028456.1, NP_001357786.1, NP_031435.1, NP_031436.2, NP_033756.2, NP_081221.1, XP_030108487.1	NP_001119592.1, NP_001388369.1, NP_058966.2, NP_062159.3, NP_599156.2
OG0000153	NP_001375722.1, NP_001375725.1, NP_001375726.1, NP_001376027.1, XP_038391422.1, XP_038391425.1	XP_005580063.3, XP_015291539.1, XP_065385821.1, XP_065385822.1	NP_001011827.1, NP_666653.1, NP_666716.1, NP_666719.1, NP_667316.2, NP_667317.1, NP_667319.1, NP_997021.1	NP_001000458.1, NP_001000468.1, NP_001000469.1, NP_001000478.1, NP_001000479.1, NP_001000519.1, NP_001000794.1, NP_001000795.1
OG0000155	XP_038416549.1	XP_005541874.3, XP_005541875.2, XP_005541881.1, XP_005541882.3, XP_005541883.1, XP_005541884.2, XP_005541886.2, XP_015312586.3, XP_045245477.1, XP_065392328.1, XP_065392337.1, XP_065392404.1	NP_001018089.1, NP_001034683.1, NP_001241654.1, NP_001257355.1, NP_079777.1, NP_149410.1	NP_001388815.1, NP_001388820.1, NP_001389513.1, NP_001389524.1, NP_001395768.1, XP_038959262.1, XP_063138842.1
OG0000156	XP_038418349.1	XP_005541861.1, XP_015309101.3, XP_045219090.2, XP_045219094.2, XP_065392266.1, XP_065392270.1, XP_065392296.1, XP_065401857.1	NP_035600.1, NP_035601.1, NP_035602.1, NP_035604.1, NP_035605.1, NP_035607.2	NP_001389014.1, NP_001395804.1, NP_001395806.1, NP_001395840.1, NP_001395841.1, NP_001395843.1, XP_008759479.1, XP_038959245.1, XP_038959246.1, XP_038959247.1, XP_038959251.1
OG0000157	XP_038423930.1, XP_038443907.1, XP_038444801.1, XP_038445160.1, XP_038445310.1, XP_038445326.1, XP_038445366.1, XP_038445370.1, XP_038445436.1, XP_038445486.1, XP_038445571.1	XP_005587442.3, XP_005594335.3, XP_065394136.1, XP_065394242.1	NP_001020554.1, NP_001020555.2, NP_001075139.1, NP_001092772.1, NP_075920.4, NP_780750.2	NP_001102791.1, NP_001395829.1, XP_006241035.1, XP_063136467.1, XP_063136476.1
OG0000158	XP_038442431.1	XP_005593501.3, XP_005593505.2, XP_005593816.2, XP_015299128.3, XP_045239168.2, XP_045239497.2, XP_045239498.1, XP_045239502.2, XP_065394778.1, XP_065394868.1	NP_001001450.1, NP_001075033.1, NP_001075034.3, NP_001119963.1, NP_001192037.1, NP_080768.1, NP_942601.1, NP_951018.1, NP_951019.1, NP_951021.2, NP_955023.1, XP_017174170.1, XP_036018055.1	XP_017457722.1, XP_038956499.1
OG0000160		XP_065397785.1	NP_001020103.1	NP_001381321.1, NP_001389246.1, XP_001062063.4, XP_008767310.1, XP_017454115.2, XP_038945913.1, XP_038945919.1, XP_038945923.1, XP_038945930.1, XP_038945936.2, XP_038945948.1, XP_038945954.1, XP_063127812.1, XP_063127820.1, XP_063127823.1, XP_063127829.1, XP_063127831.1, XP_063127841.1, XP_063127844.1, XP_063127982.1, XP_063127984.1, XP_063127995.1, XP_063127996.1, XP_063127997.1
OG0000161			NP_001116154.1, NP_001160208.1, NP_001160210.1, NP_001160212.1, NP_001160216.1, NP_001160219.1, NP_001160220.1, NP_001160222.1, NP_001160224.1, NP_001160225.1, NP_001160226.1, NP_001160227.1, NP_001160231.1, NP_001160316.1, NP_001160319.1, NP_001160320.1, NP_001160321.1, NP_001160322.1, NP_001161010.1, NP_109661.1	NP_001008919.1, NP_001008937.1, NP_001008964.1, NP_001161023.1, NP_001161026.1, XP_038956416.1
