GeneID	Heart_rep1	Heart_rep2	Heart_rep3	Heart_rep4	Heart_rep5	Heart_rep6
NP_898998.2	70.4799	61.7689	90.8354	79.114	46.6324	109.244
NP_899000.2	0.322594	0.412734	0.146162	0.0530329	0.03973	0.188941
NP_899001.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899002.1	5.78998	4.6486	2.47263	3.51459	2.4887	3.06154
NP_899003.1	4.00227	4.85135	4.42604	2.66024	2.71523	2.94596
NP_899004.1	0.0293996	0.0771104	0.0	0.0819964	0.0	0.0959571
NP_899005.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_899012.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899013.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899016.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_899017.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_899018.1	17.3567	18.1654	16.9705	15.2914	12.7629	22.7914
NP_899020.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899024.3	30.6953	30.2644	34.7388	31.5674	20.4557	37.6291
NP_899027.1	0.0138451	0.0365353	0.047244	0.0	0.017075	0.0453475
NP_899031.2	0.295949	7.09372	1.74497	0.396655	1.27117	0.0229986
NP_899032.2	0.0	0.0	0.0	0.0	0.0	6.08329e-11
NP_899039.2	11.2171	3.24432	5.1464	9.98986	4.37351	6.00108
NP_899044.3	1.12812	1.019	1.82583	1.20753	0.863032	1.51413
NP_899045.3	0.0	0.0794124	0.0411876	0.0558406	0.0	0.0
NP_899071.2	0.0	0.0	0.248109	0.0610786	0.16138	0.0131875
NP_899072.1	0.0	0.0	0.0	0.396913	0.0	0.0
NP_899073.1	262.188	271.192	284.741	310.955	205.048	280.458
NP_899076.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899077.1	0.95813	0.0	2.22505	2.15228	0.98783	1.41977
NP_899079.1	250.905	227.989	225.882	225.87	157.341	237.919
NP_899080.2	0.55508	0.332041	0.473311	0.88032	0.0	0.286187
NP_899085.3	4.04484	4.22804	4.37322	2.62641	2.19518	5.24533
NP_899086.2	27.9802	25.3906	27.6825	24.0604	17.2682	28.8901
NP_899087.2	0.0	0.00822384	0.209294	0.0	0.215843	0.0616763
NP_899091.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_899093.1	16.2089	13.3017	13.3233	14.4008	12.2456	16.7333
NP_899094.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899095.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899099.2	3.17372	3.42978	2.91855	2.1694	1.82513	2.9468
NP_899101.1	0.0	1.11822	0.0	0.0	0.0	0.0
NP_899104.2	0.0157993	0.104269	0.0539395	0.0437645	0.0194771	0.0
NP_899105.2	0.119834	0.0	0.136456	0.0559898	0.0	0.173422
NP_899106.2	29.171	23.6275	20.3112	31.9479	20.893	25.3757
NP_899109.2	3.93282	3.93423	4.40766	4.89975	3.1518	4.47354
NP_899110.2	0.0	0.0	0.0	0.0	0.0984031	0.0
NP_899112.2	0.0192072	0.0	0.0131113	0.0	0.0	0.0
NP_899116.1	0.606374	0.0	0.623288	0.660264	0.436864	0.334158
NP_899117.1	0.658014	0.368454	0.63737	1.52033	0.395628	0.680098
NP_899119.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_899120.2	0.126021	0.288978	0.430349	0.439794	0.272424	0.650945
NP_899121.1	0.0	0.0312138	0.145933	0.0	0.0	0.0
NP_899129.2	0.825573	0.0	0.55084	0.00117368	0.779564	0.206226
NP_899131.1	46.1173	42.9482	59.3935	57.9078	33.2532	53.8807
NP_899132.1	0.0641933	0.0	0.0	0.182111	0.0	0.0
NP_899133.2	0.0453891	0.0	2.62556e-07	0.0	0.0333702	0.0
NP_899138.1	0.913341	0.714131	1.4356	0.962852	0.67782	1.28708
NP_899139.2	64.3231	56.3427	72.5806	76.6872	45.2637	66.5251
NP_899142.2	0.117013	0.18429	0.0	0.190995	0.0	0.0311256
NP_899145.2	0.0	0.138238	0.0	0.0	0.0324985	0.0
NP_899154.2	13.583	13.0414	12.1464	10.994	12.6858	10.5158
NP_899155.1	0.0	0.0462467	0.0	0.00875575	0.0	0.0165616
NP_899158.3	58.5462	69.5275	59.3383	58.6369	57.6782	60.3568
NP_899159.1	15.2553	15.333	14.1399	12.2261	15.166	14.8834
NP_899160.2	5.13132e-10	0.0	5.25992e-06	0.0	0.0	0.0
NP_899161.1	38.7265	49.1806	32.3126	29.6334	39.3447	32.7495
NP_899162.2	0.0	0.0162536	0.0285953	0.0	0.019641	0.006608
NP_899163.1	0.176794	0.0	0.0464711	0.0757574	0.256009	0.0540255
NP_899202.3	44.3131	41.6659	32.8634	34.8518	31.5192	40.3213
NP_899245.1	0.0	0.0	0.0	0.0	0.0417352	0.0
NP_899247.3	0.124165	0.0818596	0.0847444	0.128994	0.0574328	0.118571
NP_899652.1	132.943	142.092	159.984	145.233	135.048	148.22
NP_899653.2	0.27066	0.0409846	0.0	0.0195865	0.0	0.150514
NP_899664.1	2.54572	2.65328	1.47426	0.221152	0.199405	2.90946
NP_899668.1	0.0	0.0	0.987196	0.0	0.361459	3.61098e-09
NP_904326.1	2.80957	1.89787	1.89022	0.779703	3.1519	3.36132
NP_906269.1	0.028812	0.0	0.027582	0.0230387	0.102532	0.134268
NP_906271.1	0.770702	2.1446	1.19169	0.0	1.25965	3.25123
NP_906272.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_908936.2	0.177164	0.104643	0.248758	0.0685483	0.10244	0.0235479
NP_908937.2	88.8325	83.8436	85.0827	81.8844	90.1215	85.7293
NP_908938.1	43.1844	32.6207	33.8622	43.7015	41.8765	41.4971
NP_908998.1	0.0313055	0.0	0.0165793	0.0363606	0.0	0.0
NP_918943.1	10.4012	10.5635	12.1631	12.606	10.1127	1.22822
NP_918944.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_918946.2	0.0	0.0	0.0482075	0.100253	0.0	0.0
NP_918947.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_918948.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_918949.1	1.76016	2.96087	1.89576	1.27848	1.59273	0.537295
NP_918950.2	0.226285	0.334925	0.253974	0.251424	0.130941	0.294425
NP_918952.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_918953.2	0.0	0.0495557	0.0259012	0.10618	0.0937223	0.0411696
NP_919041.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_919233.1	1.3127	1.28485	0.0277755	2.47253	1.11892	0.661125
NP_919238.1	2.18255e-10	0.294307	0.0	0.0	0.0	0.0
NP_919239.1	24.3475	26.0172	26.4027	22.7082	19.5357	21.9892
NP_919244.2	0.014027	0.0242861	0.0425222	0.0180163	0.0338086	0.0215714
NP_919245.1	20.4765	15.1174	17.9199	23.1771	18.2428	16.2086
NP_919314.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_919315.2	1.70666	1.11617	3.32107	0.924634	0.857224	1.88184
NP_919316.1	1.94825	2.23339	1.39524	1.64789	1.43158	1.70288
NP_919325.2	1.36222	1.88461	2.36817	0.910449	1.03012	1.33154
NP_919326.1	7.3132	9.63795	7.19715	6.51357	8.11895	7.9771
NP_919327.2	9.23522	10.2521	7.66422	6.37213	5.91855	9.47338
NP_919328.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_919331.1	0.397976	0.569988	0.295266	0.311857	0.44828	0.188767
NP_919338.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_919428.1	19.7593	16.4726	16.8342	12.402	12.9131	22.3396
NP_919443.1	0.305091	1.25999	0.665837	0.0	1.04063	0.337135
NP_922871.1	0.0686807	0.0	0.0	0.283403	0.0	0.0
NP_922922.1	2.52883	3.32688	2.23591	2.38798	1.82157	2.34044
NP_922935.1	0.0464875	0.0	0.254164	0.0653696	0.230017	0.251916
NP_922936.3	1.0057	1.27597	1.65777	1.45433	1.03973	1.1924
NP_932063.2	0.129117	0.43528	0.46018	0.158889	0.212327	0.689095
NP_932096.1	2314.11	2015.3	2302.39	2084.95	1459.15	2151.31
NP_932097.1	103.515	93.6329	95.4909	95.0939	63.9888	107.95
NP_932099.2	16.066	14.9206	18.2137	15.7949	9.95977	18.2308
NP_932102.2	16.6408	13.1535	9.21329	10.6501	6.98478	21.2304
NP_932103.1	11.0137	7.60764	12.2873	10.2451	6.88312	13.2901
NP_932105.2	6.45407	5.46326	5.61747	4.78943	3.4207	4.98859
NP_932106.1	17.9742	16.8839	19.4228	17.6977	12.6395	21.8085
NP_932107.1	3.98775	4.05157	3.36787	2.83508	2.4725	3.57321
NP_932109.2	8.48134	6.91248	11.0623	6.09682	4.69498	9.34779
NP_932110.1	6.90689	7.78432	6.78825	8.17178	4.06041	7.35315
NP_932112.2	6.23529	4.9365	5.92828	5.79493	3.77925	6.20158
NP_932113.2	4.91244	4.2419	5.55856	6.63473	3.18715	6.42448
NP_932115.2	21.1665	15.3442	16.8873	17.2478	12.7091	14.3023
NP_932116.2	1.91637	1.6799	3.41542	1.28684	1.49326	3.34766
NP_932118.1	78.2955	81.501	87.6479	91.8441	61.4643	77.0724
NP_932121.2	3.33664	1.54302	4.0295	3.01098	1.34406	2.80687
NP_932123.3	59.5512	64.4036	54.0277	54.8763	44.6074	57.6816
NP_932124.2	0.000284137	2.49946	2.93624	0.121853	0.756651	1.012
NP_932128.2	1.88333	0.88729	1.80499	0.854394	0.906743	2.00753
NP_932129.2	9.95498	6.9963	10.0038	6.27888	6.91387	11.2842
NP_932134.3	18.225	17.0619	19.6323	18.8734	12.7735	20.3017
NP_932135.1	0.0	0.738313	0.097541	0.0	0.0	0.0
NP_932136.2	2.11149	2.29788	1.89554	1.73179	1.07211	2.73114
NP_932137.2	0.0	6.80436e-08	0.0	1.38057	0.0	0.0645879
NP_932140.2	5.79426	6.56145	6.21411	5.41823	4.50666	6.33419
NP_932143.2	2.31303	1.68337	5.64654	1.68912	2.1611	3.96126
NP_932144.2	38.0297	33.5484	35.9022	38.7134	25.3633	40.1824
NP_932146.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_932147.2	0.0314976	0.0	0.0632626	0.0	0.0795705	0.0
NP_932148.1	3.21255	5.18922	4.35961	5.10214	3.88603	4.22624
NP_932152.1	2.32734	2.60774	2.2368	2.43283	1.61161	2.2824
NP_932154.1	1.11783	1.59727	1.27314	1.03097	0.844623	1.39072
NP_932165.2	1.3625e-08	1.95009e-09	0.573433	0.470758	0.175266	0.624228
NP_932166.1	3.54561	3.59134	6.49184	5.48428	3.44998	4.32106
NP_932167.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_932168.2	5.13673	5.31681	5.06127	4.87269	5.07961	5.68928
NP_932763.1	80.9761	84.6852	125.406	90.7304	63.6794	123.873
NP_932771.1	4.1967	4.8232	3.70312	3.69556	3.36501	4.16257
NP_932773.2	3.93584	4.72555	3.95045	3.77471	3.27865	4.5628
NP_932774.3	0.0	0.0	0.0	0.0	0.0	0.0
NP_932776.1	2.20196	0.925731	1.89428	1.79385	1.55389	1.5559
NP_932778.1	7.90207	9.71636	9.21816	7.42555	6.94854	6.44443
NP_932780.1	0.0889336	0.0	0.0	0.0	0.0	0.0
NP_932782.2	0.739243	1.11506	1.08365	0.0814525	0.101558	0.1152
NP_932785.1	0.0251512	0.0	0.0444495	0.0	0.0	0.0
NP_932787.1	1.40744	1.35004	0.646875	1.05564	1.00262	1.06065
NP_937763.2	12.2667	10.2871	8.93221	10.4315	11.1117	9.87965
NP_937764.1	0.120001	0.254747	0.215717	0.342534	0.357526	0.165561
NP_937765.1	9.67897	12.8678	8.9429	10.3785	13.2782	17.9973
NP_937766.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_937767.1	57.6296	67.1001	57.0633	53.6264	57.0564	61.6223
NP_937804.1	0.374608	0.0	0.495383	3.92032e-05	1.84233	2.68094
NP_937806.1	27.4029	25.8244	22.27	26.8454	18.7065	26.7566
NP_937809.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_937810.2	31.3223	36.5361	21.223	28.4047	25.2762	24.6322
NP_937811.1	21.701	22.6517	17.3073	16.4978	16.0987	19.7925
NP_937812.1	1.86107	1.0441	2.61654	2.27898	2.46111	1.40508
NP_937813.3	2.98507	3.36253	2.10227	1.976	1.99868	2.686
NP_937814.1	0.0492236	0.185107	0.159957	0.17666	0.150696	0.307036
NP_937819.3	1.80994	2.21238	2.49356	0.555774	2.46599	3.42058
NP_937833.1	0.404083	0.129894	0.189977	0.365601	0.151602	0.542307
NP_937835.1	0.0563873	0.0	0.0770121	0.196468	0.069633	0.245456
NP_937836.1	0.0	0.000973481	0.0	0.0	0.00173305	0.00234569
NP_937842.1	0.0	2.98567	0.0	0.00964564	0.122618	0.0165248
NP_937867.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_937889.1	26.8328	21.5565	21.7408	22.1148	18.2887	20.7961
NP_937891.1	1.10661	1.88237	0.321955	0.895549	1.1848	1.4593
NP_937893.1	4.07135	5.99597	3.83597	5.82223	3.75076	3.35506
NP_937894.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_938034.2	6.30802	7.10497	6.13469	2.52936	6.73259	8.01888
NP_938037.2	16.5182	15.6107	23.3223	17.306	12.8788	23.4803
NP_938038.2	0.549628	0.0	0.22161	0.0	0.0	0.0
NP_938040.1	2.30005	1.59807	1.13797	1.37304	1.11921	1.65134
NP_938041.1	1.53258	1.52419	1.17894	2.00735	0.995953	2.45653
NP_938042.2	0.0	0.0	0.0114782	0.778236	0.00604335	2.00015e-09
NP_938044.1	0.0	0.0	0.143931	0.0	0.0	0.0
NP_938045.2	4.2341	5.65379	5.46993	7.42933	4.42851	5.39563
NP_938046.2	4.89018	5.18679	3.58159	3.83932	1.87701	4.56539
NP_938047.1	12.1722	10.1758	11.2398	8.2176	7.04128	12.4251
NP_938048.2	0.0	0.0	0.000623118	0.0	0.0	0.0
NP_938050.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_938053.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_938081.2	2.27321	2.4564	4.14305	3.8421	1.98088	3.43487
NP_938085.1	86.4808	74.7127	87.5672	94.8643	64.8292	102.193
NP_940800.1	0.0310164	0.0812999	0.0211832	0.0	0.0	0.0337325
NP_940801.2	8.7756	11.6229	9.57743	11.9712	7.92986	9.19568
NP_940806.2	8.7434	13.0968	6.79378	10.1236	7.61988	8.59102
NP_940807.1	3452.71	2747.41	2633.76	2636.52	2201.07	2910.7
NP_940809.2	0.0	0.112766	0.0999207	0.0	0.125161	0.0
NP_940813.1	1.49379	1.86098	1.78565	1.74017	1.35963	2.26278
NP_940814.1	0.0131655	0.0	0.0011785	0.0	0.0	0.0
NP_940816.1	17.88	20.1186	16.9487	16.2238	12.7769	17.6842
NP_940817.1	13.7539	13.5543	12.0205	13.74	10.1302	8.46433
NP_941000.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941001.2	1.62	2.06177	0.877361	0.991096	1.24321	1.06841
NP_941002.3	3.03322	2.84349	4.36538	4.76915	1.53551	4.11108
NP_941003.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941006.2	0.144477	0.3386	0.0	0.0709744	0.0184099	0.052553
NP_941007.1	0.0	0.0	0.0	0.318201	0.0	0.0
NP_941008.2	22.0971	22.4629	28.3604	27.9632	17.5176	31.6679
NP_941009.1	12.818	11.1169	9.11898	7.07047	7.93878	8.86667
NP_941010.2	10.9002	9.41366	6.49374	6.47277	7.39793	7.63008
NP_941011.1	34.1085	36.2474	36.2784	46.0704	27.7201	43.9787
NP_941012.1	0.0759197	0.166203	0.27647	0.105662	0.187458	0.192906
NP_941014.1	0.495939	0.340092	0.514878	0.15245	0.107664	0.508318
NP_941015.2	120.196	115.588	129.32	110.698	94.4227	145.565
NP_941016.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_941018.1	12.2055	12.4659	16.6156	12.2663	10.0876	17.2257
NP_941019.2	1.45678	1.03266	1.98856	1.17178	1.00473	2.03431
NP_941020.1	4.90609e-07	2.13632e-07	0.0	3.16905e-07	0.0	2.86036e-06
NP_941021.1	1.45841	1.05947	2.86848	2.31616	1.54093	2.80776
NP_941023.1	0.72957	0.342151	0.177917	0.0725536	0.0	0.170216
NP_941024.1	1.50566	1.55238	2.20045	1.83006	1.47787	1.12404
NP_941026.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_941028.2	3.88167	3.5152	4.12527	2.88076	3.67358	2.23522
NP_941029.2	0.199541	0.104246	0.272665	0.111876	0.0986719	0.0433165
NP_941032.1	1.02481	0.580892	0.824204	1.18932	0.495957	0.917924
NP_941034.2	0.604058	0.517249	0.546813	0.385158	0.352515	0.471279
NP_941036.1	0.0	0.0	0.620688	2.73888e-09	0.1773	1.81027e-08
NP_941039.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941044.3	0.00118261	0.0610747	0.88058	0.167786	0.349388	0.783373
NP_941047.1	23.7304	15.685	18.5266	34.0229	14.4106	24.5561
NP_941051.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_941052.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941054.2	1.81242	1.55553	1.95476	1.50087	0.849838	2.05357
NP_941055.1	51.8687	52.7556	43.4001	48.5306	38.5244	47.3173
NP_941056.3	0.4191	0.652218	0.883623	0.623054	0.416657	1.01479
NP_941057.1	0.0	0.0	0.0124947	0.0253891	0.0	0.0399323
NP_941058.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941059.1	0.119153	0.0	0.287281	0.162671	0.0	0.0649315
NP_941062.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_941064.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_941065.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_941067.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941068.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941069.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941070.1	0.0372509	0.0	0.0368745	0.0195403	0.0174096	0.0757008
NP_941071.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941074.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941076.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941077.2	5.4619	5.43284	5.70718	5.94378	4.25896	7.10652
NP_941079.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941373.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_941958.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_942021.2	8.38123	2.86825	6.73396	5.88485	8.43584	2.41497e-06
NP_942022.2	0.0722786	0.182969	0.0373513	0.0941032	0.0432757	0.138053
NP_942023.1	174.015	148.756	160.806	143.479	173.47	160.868
NP_942024.1	0.0	0.0	0.0	0.0	0.0942822	0.0
NP_942025.1	138.655	133.89	138.686	132.113	142.754	133.063
NP_942026.1	0.0	0.0	1.6502	0.0	0.0	0.0
NP_942027.1	141.219	131.006	139.505	136.279	146.463	139.835
NP_942028.1	0.0	0.0	0.0	0.0	0.0	0.0156743
NP_942029.2	9.21299	14.4298	18.1006	7.32574	17.0766	12.0048
NP_942031.1	2.83985	2.66806	4.07862	3.40396	3.27265	3.98331
NP_942032.1	26.7891	28.5102	21.8232	25.7616	28.2716	24.2599
NP_942033.2	0.0434758	0.554347	0.429123	0.122141	0.419968	0.426253
NP_942036.1	7.20797	7.30768	7.07663	5.91904	8.17241	6.38161
NP_942037.2	329.998	332.643	363.193	338.229	357.892	280.215
NP_942038.1	13.2989	12.4772	13.3725	11.7522	13.3225	12.4011
NP_942040.2	118.623	126.714	113.348	119.484	130.723	122.567
NP_942043.2	0.244292	0.205956	0.512497	0.264005	0.542125	0.270733
NP_942044.1	0.0	0.0713151	0.0174703	0.0	0.0	0.0867719
NP_942045.2	6.37234	7.64433	11.4604	3.5285	5.97406	7.24919
NP_942046.1	212.048	216.097	229.124	214.989	233.574	217.687
NP_942047.2	2.72618	2.56637	4.61403	2.75974	4.10882	2.73385
NP_942049.1	13.3312	13.2642	14.4006	16.2285	8.70644	16.0403
NP_942051.1	95.7689	109.215	100.664	107.929	106.299	105.514
NP_942052.1	0.585424	0.321124	0.399675	0.253502	0.158775	0.360171
NP_942053.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_942054.2	2.29246	1.98826	3.69324	2.80357	2.9868	2.05307
NP_942056.2	6.83296	5.58371	5.6327	6.03158	7.01999	3.7675
NP_942058.1	0.0	0.0879168	0.196932	0.408698	0.0	0.142749
NP_942059.1	3.11478	3.13507	2.67802	2.97147	2.96896	3.21883
NP_942061.2	31.383	30.7151	32.2566	28.7602	33.3913	30.3913
NP_942065.1	6.41713	7.18185	6.86519	6.92933	6.58879	7.61418
NP_942066.1	18.6569	19.4206	16.1602	17.1953	16.6668	15.3996
NP_942067.1	44.5876	43.3801	49.2357	49.5354	50.4464	41.677
NP_942068.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_942069.1	10.0858	10.6176	8.38086	9.37931	9.48453	10.0068
NP_942071.2	98.6805	90.374	37.7771	108.471	59.8277	43.8518
NP_942072.2	1.89154	1.17011	2.08613	2.00014	2.09687	1.36161
NP_942073.2	3.94832	3.28423	4.19264	3.97202	2.73738	4.65432
NP_942075.1	0.440463	0.52457	7.55529	0.0310723	0.269574	0.026646
NP_942076.2	15.4245	12.1	14.5521	11.5464	12.5954	14.5308
NP_942078.1	56.219	66.1556	63.35	61.5468	61.7246	55.9237
NP_942079.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_942081.2	0.206768	0.0861447	0.912246	0.0583022	0.0	0.135008
NP_942082.2	5.89955	4.53681	5.26734	5.44194	4.63651	4.33522
NP_942083.1	881.242	997.306	896.133	994.279	986.295	972.216
NP_942085.1	0.0	0.0	0.366	0.0	0.0	0.0
NP_942086.2	1.43064	1.43461	1.52187	0.882888	1.51845	0.334483
NP_942087.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_942560.1	0.143757	0.190714	0.294153	0.0	0.0	0.314882
NP_942561.1	1.82747	1.88045	2.20237	0.656572	0.716024	0.398916
NP_942562.2	1.20919	2.49936	1.35748	2.26611	2.23722e-06	2.73322
NP_942563.2	0.112917	0.0782382	0.0689653	0.0330238	0.0689382	0.101496
NP_942564.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_942566.1	0.0166059	0.0228921	0.0221076	0.0224406	0.0	0.0183725
NP_942585.1	0.0	0.0	0.0578868	0.0	0.0	0.0
NP_942589.3	3.47684	4.83077	3.35197	2.99255	2.7911	4.09771
NP_942601.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_942602.2	6.28848	8.12755	5.8164	5.26764	4.83531	5.35767
NP_945121.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_945175.1	4.34742	5.40118	6.49003	4.87792	3.84815	6.39008
NP_945195.1	4.65633e-05	1.00906e-05	9.02249e-07	0.817508	2.40149	2.95188
NP_945196.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_945197.2	1.68296e-07	5.74106e-08	0.0	0.0	0.0	0.0
NP_945198.2	0.0	0.0	0.114369	0.0665648	0.0590794	0.156402
NP_945200.1	0.0	0.0166186	0.00859115	0.0	0.0	0.0
NP_945318.2	14.5005	13.6646	12.0741	8.53452	10.0933	3.24742
NP_945323.1	0.0	0.0	0.0	0.0	0.0	0.0291375
NP_950172.1	1.13398	1.57644	1.05784	0.95229	0.912135	1.39236
NP_950173.1	21.2068	21.6336	18.2498	18.9711	17.036	17.8857
NP_950177.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_950178.2	0.0	0.0371796	0.0	0.0	0.0	0.0
NP_950182.1	1.24006	0.937266	1.22112	1.92531	0.808659	1.18372
NP_950184.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_950186.3	0.0	0.0	0.0372455	0.0	0.0	0.0497165
NP_950187.1	0.0	0.0	0.0303449	0.0	0.0570949	0.0
NP_950190.2	2.62754	2.14662	3.85365	1.72349	2.16291	3.1678
NP_950193.1	0.946206	1.14096e-08	0.486492	8.93544e-05	0.0	0.0
NP_950194.2	0.114887	4.33755	1.24417	4.10266	0.830133	3.37596
NP_950197.1	4.6258e-06	0.735967	0.0462693	0.0	0.0	0.186629
NP_950198.1	6.46217	7.51827	8.00552	6.29243	4.75055	7.7065
NP_950199.1	0.0	0.0	0.0466773	0.0	0.0	0.0
NP_950200.2	4.4767	4.12318	4.91328	4.01603	2.86216	5.34764
NP_950201.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_950243.1	5.95152	6.3432	4.13867	5.19584	4.69674	5.907
NP_951010.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_951012.2	0.807631	1.4274	0.135023	0.0	0.208738	0.221896
NP_951013.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_951014.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_951015.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_951018.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_951019.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_951020.1	0.022065	0.0145727	0.0451705	0.0	0.0136027	0.0
NP_951021.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_951022.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_951031.2	1.6353	1.41015	1.11538	1.15013	1.29313	0.268648
NP_951062.1	2.89742	3.52049	1.43768	4.69638	0.796401	1.90554
NP_954512.1	52.9204	58.3251	61.4234	51.4901	62.2899	52.9016
NP_954513.2	0.0	0.0	0.0629082	0.0	0.0	0.0
NP_954514.2	18.1688	20.159	18.4899	19.7031	21.2415	20.5455
NP_954515.1	4.41799	2.49433	3.35376	5.05525	3.8624	1.66411
NP_954517.1	30.2356	28.7274	25.9293	25.5384	26.9592	24.7651
NP_954520.3	4.1284	6.01073	7.09893	6.21547	4.79249	6.15841
NP_954521.1	12.6478	15.2898	12.7698	12.984	12.435	11.062
NP_954522.1	137.951	148.475	142.301	153.287	144.414	151.307
NP_954524.1	69.5629	84.9288	97.4402	70.3939	75.1797	71.5313
NP_954525.2	320.073	324.368	416.768	340.46	382.593	339.613
NP_954526.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_954528.2	18.0024	21.5399	18.0556	21.2236	20.703	22.1783
NP_954531.1	1.24505	1.26942	0.20745	1.07309	0.696626	0.799426
NP_954532.1	4.83732	4.55689	4.09481	3.646	2.50096	4.41588
NP_954536.1	20.5833	22.8549	16.5835	12.3719	13.9677	14.7223
NP_954540.3	2.82762	3.11306	2.19324	2.37313	2.31053	2.36733
NP_954541.1	5.90926	5.35374	5.51034	5.0194	6.77791	4.8467
NP_954542.1	3.41657	3.0244	2.22408	2.78975	3.08667	2.95001
NP_954543.1	32.4446	28.249	26.2024	35.2853	28.4708	35.7452
NP_954545.1	2.76011	2.06428	3.15987	2.35468	2.31433	3.03408
NP_954546.1	0.936903	1.08083	3.7534	0.725037	2.92207	1.0243
NP_954547.1	51.746	48.0263	49.1872	44.5809	45.9752	42.7971
NP_954549.1	3.19774	2.3619	2.14634	2.05718	2.649	1.87111
NP_954550.1	21.3156	25.0597	24.2078	22.3388	23.5697	21.7155
NP_954551.2	18.5479	24.8854	25.6994	23.0271	26.2756	22.4832
NP_954594.1	8.58558	11.0573	9.20955	9.3111	7.28728	8.55942
NP_954597.2	0.647598	0.0	0.133022	0.608147	0.78297	1.49232
NP_954599.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_954600.1	34.0917	38.4263	25.3117	35.8525	26.6217	30.9824
NP_954601.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_954604.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_954605.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_954606.2	0.0	0.0	0.0	0.0	0.0	0.0
