Orthogroup	dana	dere	dgri	dmel	dmoj	dper	dpse	dsec	dsim	dvir	dwil	dyak
OG0000535		FBpp0137972		FBpp0073842, FBpp0074120, FBpp0292387, FBpp0293378				FBpp0193474, FBpp0193476, FBpp0194831, FBpp0194832, FBpp0194833	FBpp0214115, FBpp0318000, FBpp0319968, FBpp0322332, FBpp0322449, FBpp0326434, FBpp0326713			FBpp0261073, FBpp0261075, FBpp0261088
OG0000559	FBpp0119682	FBpp0139032	FBpp0152112, FBpp0154888, FBpp0154889	FBpp0306267, FBpp0306269	FBpp0159376, FBpp0170535	FBpp0176045		FBpp0204915, FBpp0207242, FBpp0207243	FBpp0218745, FBpp0317119	FBpp0225277, FBpp0236005	FBpp0240829	FBpp0271380
OG0000563	FBpp0116630, FBpp0120243	FBpp0129257, FBpp0136470	FBpp0155246	FBpp0073922, FBpp0087977	FBpp0169973	FBpp0174367	GA21397-PA	FBpp0202233, FBpp0202234, FBpp0204069	FBpp0317420, FBpp0318988	FBpp0234909	FBpp0246911	FBpp0262241, FBpp0268639
OG0000564	FBpp0120827	FBpp0142249, FBpp0142260	FBpp0151196	FBpp0099666, FBpp0290914	FBpp0171661	FBpp0176193, FBpp0176194	GA17201-PA	FBpp0199169, FBpp0199170	FBpp0217737, FBpp0317966	FBpp0225423	FBpp0251514, FBpp0251515	FBpp0270655, FBpp0270656
OG0000565	FBpp0121109	FBpp0129614, FBpp0135347, FBpp0135348	FBpp0151975	FBpp0082818, FBpp0082819	FBpp0172965	FBpp0187102	GA14552-PA	FBpp0196872, FBpp0203542, FBpp0205599	FBpp0218662, FBpp0218663	FBpp0225011	FBpp0241900	FBpp0271127, FBpp0271129
OG0000575	FBpp0123414, FBpp0123415	FBpp0137807	FBpp0158087, FBpp0158088	FBpp0074569	FBpp0165026, FBpp0165029	FBpp0177176, FBpp0177177, FBpp0177178		FBpp0203543, FBpp0204476, FBpp0204477	FBpp0321009	FBpp0233081, FBpp0233082	FBpp0245409	FBpp0260889
OG0000576	FBpp0123616	FBpp0136914	FBpp0151796, FBpp0151797	FBpp0071426	FBpp0170898	FBpp0179092	GA14860-PA	FBpp0192908, FBpp0204411, FBpp0206780	FBpp0212737, FBpp0215388	FBpp0230277	FBpp0245463, FBpp0248261, FBpp0251566, FBpp0251893	FBpp0262865
OG0000577	FBpp0123639	FBpp0136552	FBpp0145992	FBpp0088428, FBpp0088559, FBpp0089016, FBpp0312288, FBpp0401438, FBpp0401439, FBpp0401440, FBpp0423400	FBpp0160310	FBpp0177023	GA14762-PA	FBpp0204163	FBpp0318714	FBpp0230195	FBpp0254737	FBpp0260373
OG0000583	FBpp0124759, FBpp0124761	FBpp0142315, FBpp0142316	FBpp0145486	FBpp0079916, FBpp0291994	FBpp0166367	FBpp0183348	GA14265-PA	FBpp0203387, FBpp0208215, FBpp0208216	FBpp0222221, FBpp0222222	FBpp0232071	FBpp0250232	FBpp0263583, FBpp0263584
OG0000584	FBpp0125557	FBpp0137594	FBpp0146139	FBpp0071182, FBpp0071186, FBpp0073619	FBpp0164985	FBpp0184417		FBpp0192970, FBpp0194440, FBpp0202789, FBpp0202822, FBpp0204135	FBpp0214512, FBpp0214516, FBpp0315822	FBpp0233041	FBpp0249035	FBpp0262463
OG0000587	FBpp0126085	FBpp0130565	FBpp0147906	FBpp0073467, FBpp0074074, FBpp0084803	FBpp0171562	FBpp0177704	GA11296-PA	FBpp0193722, FBpp0194627, FBpp0194872	FBpp0214337, FBpp0316997, FBpp0323536	FBpp0228639	FBpp0240174, FBpp0246289	FBpp0255465
OG0000594	FBpp0114456, FBpp0114457	FBpp0140813, FBpp0140814	FBpp0154553	FBpp0100058, FBpp0291083	FBpp0168229	FBpp0175451, FBpp0175452	GA15647-PA	FBpp0201533, FBpp0201534	FBpp0223939, FBpp0223940	FBpp0234392	FBpp0250746	FBpp0259070, FBpp0259071
OG0000603	FBpp0115347	FBpp0140420, FBpp0140421, FBpp0140422		FBpp0085843, FBpp0085844, FBpp0085845	FBpp0169332	FBpp0181871	GA14796-PA	FBpp0203343, FBpp0203344, FBpp0203345	FBpp0209766, FBpp0209767, FBpp0314450	FBpp0234302	FBpp0252120, FBpp0252375	
OG0000604	FBpp0115355, FBpp0115356, FBpp0115357, FBpp0115358, FBpp0115359	FBpp0140429		FBpp0085852		FBpp0181877, FBpp0181879	GA14541-PA	FBpp0203353, FBpp0203354, FBpp0204570	FBpp0209773, FBpp0316462		FBpp0252127, FBpp0252131	FBpp0256968, FBpp0256969
OG0000606	FBpp0115908	FBpp0129138, FBpp0141368	FBpp0154164	FBpp0087744, FBpp0291496	FBpp0168644	FBpp0180965	GA20885-PA	FBpp0197457, FBpp0198332, FBpp0202115	FBpp0210135, FBpp0326053	FBpp0235598	FBpp0246953	FBpp0255661, FBpp0259267, FBpp0267652
OG0000607	FBpp0116306, FBpp0116307	FBpp0138759	FBpp0155298	FBpp0087178, FBpp0087180	FBpp0167789	FBpp0174886, FBpp0175526	GA15593-PA	FBpp0197565, FBpp0202775, FBpp0202776, FBpp0204528	FBpp0209210, FBpp0319507	FBpp0234783	FBpp0251255	FBpp0257383
OG0000624	FBpp0117872	FBpp0141989	FBpp0145259, FBpp0157543	FBpp0079318, FBpp0079319	FBpp0162172	FBpp0182560, FBpp0189911, FBpp0189912	GA16549-PA	FBpp0194437, FBpp0194438	FBpp0220807, FBpp0220808	FBpp0232609		FBpp0256011, FBpp0256019
OG0000631	FBpp0120265	FBpp0129616, FBpp0140397, FBpp0140408	FBpp0153457	FBpp0082810, FBpp0082812	FBpp0173064	FBpp0188648	GA16142-PA	FBpp0196666, FBpp0196670, FBpp0197676, FBpp0203541	FBpp0217526	FBpp0224978	FBpp0243649	FBpp0269605
OG0000636	FBpp0121333	FBpp0140672, FBpp0140683		FBpp0082873, FBpp0301286	FBpp0173993	FBpp0187670	GA16240-PA, GA16241-PA	FBpp0196697, FBpp0196698	FBpp0217550, FBpp0217551	FBpp0238843	FBpp0240782	FBpp0255129, FBpp0255130, FBpp0255131
OG0000637	FBpp0121354	FBpp0135773, FBpp0135774	FBpp0157937	FBpp0081884, FBpp0290641	FBpp0159280	FBpp0176717	GA19806-PA	FBpp0207581, FBpp0207582	FBpp0322979, FBpp0325495	FBpp0238215	FBpp0240942	FBpp0256158, FBpp0269637, FBpp0269638
OG0000644	FBpp0122419	FBpp0137531	FBpp0145827	FBpp0071262, FBpp0071263	FBpp0164558	FBpp0180619	GA14513-PA	FBpp0195043, FBpp0201956, FBpp0203729, FBpp0203739, FBpp0203750	FBpp0320338, FBpp0322091	FBpp0233731	FBpp0254701	FBpp0260468
OG0000645	FBpp0122742	FBpp0137458	FBpp0146098, FBpp0152217	FBpp0071440	FBpp0164274	FBpp0178985	GA14049-PA	FBpp0192778, FBpp0192779, FBpp0201082	FBpp0323496	FBpp0229131	FBpp0248908, FBpp0252032, FBpp0252372, FBpp0252456	FBpp0260396
OG0000646	FBpp0122777, FBpp0127773, FBpp0127774	FBpp0134625	FBpp0151092	FBpp0304968	FBpp0163169	FBpp0176004, FBpp0180151, FBpp0180153		FBpp0198126, FBpp0199582, FBpp0201225, FBpp0201233	FBpp0313710	FBpp0228152	FBpp0249439	FBpp0264654
OG0000648	FBpp0122814, FBpp0122815, FBpp0123167	FBpp0136498	FBpp0151579	FBpp0307917	FBpp0170708	FBpp0185430, FBpp0185431	GA12656-PA	FBpp0194900, FBpp0194901, FBpp0196514	FBpp0319957	FBpp0233449	FBpp0245261	FBpp0262269, FBpp0262270
OG0000656	FBpp0115692, FBpp0115693, FBpp0123298	FBpp0143827	FBpp0155868, FBpp0155869	FBpp0091023, FBpp0091024		FBpp0181160		FBpp0202076, FBpp0202077	FBpp0320641, FBpp0325168	FBpp0229450	FBpp0247359, FBpp0248314	FBpp0267268, FBpp0267279
OG0000668	FBpp0125997, FBpp0126425	FBpp0130629, FBpp0137770	FBpp0153073	FBpp0074479, FBpp0084637	FBpp0172489	FBpp0187989	GA15968-PA	FBpp0197787, FBpp0205871	FBpp0223274, FBpp0328775	FBpp0225189	FBpp0248228	FBpp0255539, FBpp0260852
OG0000679	FBpp0128245	FBpp0133222	FBpp0155652, FBpp0155663	FBpp0111672, FBpp0288793, FBpp0292930	FBpp0166490, FBpp0166491	FBpp0180209		FBpp0195769	FBpp0320969, FBpp0321879, FBpp0324458	FBpp0237218, FBpp0237227	FBpp0240418	FBpp0266047
OG0000691		FBpp0140291, FBpp0142946		FBpp0288953, FBpp0423052		FBpp0174848		FBpp0198059, FBpp0200909	FBpp0210398, FBpp0221279, FBpp0319023			FBpp0259609, FBpp0259610, FBpp0260256, FBpp0260333, FBpp0260389, FBpp0262746, FBpp0262844, FBpp0262855
OG0000696	FBpp0113337, FBpp0123303	FBpp0133602, FBpp0133603	FBpp0150043	FBpp0076315, FBpp0076316	FBpp0161623		GA12192-PA	FBpp0206390, FBpp0206391	FBpp0211362, FBpp0211363	FBpp0226713	FBpp0246611	FBpp0266290, FBpp0266291
OG0000721	FBpp0120437	FBpp0129471, FBpp0129516	FBpp0151278	FBpp0081359, FBpp0081360	FBpp0173132		GA16130-PA	FBpp0205213, FBpp0205214, FBpp0205215	FBpp0216948, FBpp0216949	FBpp0238425	FBpp0240732	FBpp0270891, FBpp0270892
OG0000734	FBpp0121963	FBpp0130863	FBpp0154772	FBpp0084112	FBpp0159932	FBpp0177965	GA10662-PA	FBpp0198345, FBpp0199258, FBpp0201064, FBpp0204934, FBpp0204935, FBpp0204937	FBpp0316377	FBpp0237549	FBpp0242308	FBpp0255781
OG0000745	FBpp0123188, FBpp0126434	FBpp0130517, FBpp0130518	FBpp0152308	FBpp0084963, FBpp0084964		FBpp0184664	GA20697-PA	FBpp0193665, FBpp0193666	FBpp0215812, FBpp0215823	FBpp0224804	FBpp0242569	FBpp0268430, FBpp0268432
OG0000749	FBpp0123702	FBpp0136483, FBpp0139652	FBpp0151782	FBpp0073939, FBpp0080586	FBpp0165663	FBpp0177273	GA21417-PA	FBpp0193154, FBpp0198741	FBpp0215662, FBpp0222531	FBpp0230263	FBpp0239427	FBpp0257822, FBpp0262252
OG0000760	FBpp0125283, FBpp0125284	FBpp0137217, FBpp0137218	FBpp0151818, FBpp0151819	FBpp0423184	FBpp0165269	FBpp0190850		FBpp0193783, FBpp0193784, FBpp0200196	FBpp0316447	FBpp0230045	FBpp0254612, FBpp0254613	FBpp0261322
OG0000763	FBpp0125572	FBpp0136749	FBpp0158542	FBpp0100099, FBpp0292856	FBpp0165042	FBpp0184442, FBpp0184443, FBpp0184446	GA17258-PA	FBpp0194814, FBpp0194815	FBpp0317452, FBpp0318613	FBpp0233095	FBpp0249222	FBpp0260630
OG0000770	FBpp0126291	FBpp0130512	FBpp0156270	FBpp0087782, FBpp0290997	FBpp0172835	FBpp0176455		FBpp0200245	FBpp0210332, FBpp0316980, FBpp0319705, FBpp0323267, FBpp0324179, FBpp0326622	FBpp0238009	FBpp0243495	FBpp0270394
OG0000793	FBpp0116669	FBpp0138497	FBpp0155820	FBpp0303890, FBpp0310083, FBpp0310084	FBpp0168481	FBpp0174526		FBpp0199747	FBpp0313573, FBpp0315957, FBpp0320505	FBpp0236557	FBpp0252342	FBpp0256490, FBpp0256492, FBpp0256493
OG0000794	FBpp0116846	FBpp0141869, FBpp0141870	FBpp0155802	FBpp0087939, FBpp0087940	FBpp0169612	FBpp0175589	GA21280-PA	FBpp0192961	FBpp0213762, FBpp0328637	FBpp0236539	FBpp0243417, FBpp0250886	FBpp0264178, FBpp0264179
OG0000805		FBpp0137891	FBpp0146072, FBpp0146073	FBpp0289229, FBpp0301999	FBpp0160127, FBpp0160128	FBpp0180012, FBpp0180013		FBpp0194455, FBpp0194456	FBpp0316138, FBpp0318388	FBpp0232973, FBpp0232974	FBpp0254591	FBpp0261002
OG0000808		FBpp0142756, FBpp0142767		FBpp0083378, FBpp0083379, FBpp0083380			GA16288-PA	FBpp0204619, FBpp0204620, FBpp0204621, FBpp0204622	FBpp0217783, FBpp0217784, FBpp0217785, FBpp0217786			FBpp0263078, FBpp0270704, FBpp0270705
OG0000820	FBpp0117919	FBpp0143145, FBpp0143146	FBpp0145317	FBpp0077612, FBpp0077613	FBpp0167331	FBpp0178998		FBpp0198092, FBpp0198093	FBpp0319646, FBpp0320779	FBpp0231464	FBpp0244093	FBpp0260665, FBpp0260676
OG0000859	FBpp0122409	FBpp0136638	FBpp0146104	FBpp0074431, FBpp0074432	FBpp0160141	FBpp0191115	GA19986-PA	FBpp0204261	FBpp0319651, FBpp0321584, FBpp0321766	FBpp0232984	FBpp0254026, FBpp0254086	FBpp0260498
OG0000880	FBpp0115868, FBpp0123454	FBpp0139419	FBpp0156647	FBpp0073268, FBpp0085617	FBpp0167742	FBpp0175100	GA17054-PA	FBpp0195055, FBpp0201274	FBpp0223692, FBpp0321718	FBpp0235806	FBpp0244817	FBpp0258822
OG0000901	FBpp0125399	FBpp0131473	FBpp0153498, FBpp0158609	FBpp0070382	FBpp0171017	FBpp0177442	GA15906-PA	FBpp0193860, FBpp0196796, FBpp0200696	FBpp0215006, FBpp0215120	FBpp0231389	FBpp0239472	FBpp0261264
OG0000904	FBpp0125670	FBpp0137150	FBpp0146178	FBpp0070468	FBpp0160185	FBpp0183903, FBpp0183904, FBpp0183906	GA15454-PA	FBpp0200329	FBpp0322294, FBpp0323712, FBpp0327985	FBpp0232943	FBpp0254542	FBpp0261928
OG0000912	FBpp0126972, FBpp0126973	FBpp0133498	FBpp0150514	FBpp0076538, FBpp0076539		FBpp0188282	GA16851-PA	FBpp0195224, FBpp0195227	FBpp0211450, FBpp0211451	FBpp0226770	FBpp0248408	FBpp0265412, FBpp0265413
OG0000914	FBpp0127436	FBpp0133427	FBpp0150305	FBpp0288961, FBpp0311008	FBpp0161698	FBpp0176934, FBpp0179865, FBpp0186573	GA16812-PA	FBpp0195982	FBpp0315800, FBpp0321483	FBpp0226802	FBpp0241806	FBpp0265343
OG0000930	FBpp0115217	FBpp0138968	FBpp0156579, FBpp0156580	FBpp0288945, FBpp0288946	FBpp0170402	FBpp0175353, FBpp0175845	GA12226-PA	FBpp0202985	FBpp0312990, FBpp0324059	FBpp0235458	FBpp0251225	FBpp0258563
OG0000974	FBpp0113358	FBpp0132153, FBpp0135892	FBpp0150063	FBpp0074974	FBpp0161645	FBpp0188880		FBpp0200230, FBpp0205333, FBpp0207166	FBpp0213097, FBpp0328394	FBpp0226741		FBpp0264913, FBpp0271017
OG0000994	FBpp0118342	FBpp0140060	FBpp0144204	FBpp0081018, FBpp0081019	FBpp0167211	FBpp0189963	GA16596-PA	FBpp0203526, FBpp0204743	FBpp0324430	FBpp0234009	FBpp0244335, FBpp0250252	FBpp0258003
OG0001007	FBpp0119237	FBpp0143110	FBpp0155894	FBpp0292465, FBpp0292466, FBpp0292467, FBpp0292468	FBpp0171164			FBpp0191895, FBpp0191896	FBpp0323543, FBpp0328169	FBpp0228722, FBpp0228723		FBpp0270738
OG0001012	FBpp0119593	FBpp0140759	FBpp0147416	FBpp0292835, FBpp0292836	FBpp0174000	FBpp0187680		FBpp0196707	FBpp0321630, FBpp0326496, FBpp0328765	FBpp0238848	FBpp0240789, FBpp0240790	FBpp0255140
OG0001024	FBpp0120240	FBpp0135677	FBpp0152774	FBpp0082070, FBpp0422628	FBpp0173942	FBpp0191287	GA11018-PA	FBpp0203521, FBpp0207491	FBpp0218974	FBpp0225294, FBpp0228969	FBpp0240338	FBpp0269533
OG0001056	FBpp0121757	FBpp0130715	FBpp0149811	FBpp0084465	FBpp0159821	FBpp0191372	GA19556-PA	FBpp0191639, FBpp0199128	FBpp0215554, FBpp0216518, FBpp0321729	FBpp0237375	FBpp0242887	FBpp0255622
OG0001065	FBpp0122304	FBpp0137551	FBpp0146289	FBpp0301190	FBpp0165094	FBpp0177017	GA20573-PA	FBpp0195158, FBpp0195159, FBpp0205588	FBpp0214665, FBpp0326299	FBpp0233120	FBpp0245349	FBpp0262427
OG0001066	FBpp0122339	FBpp0137216	FBpp0158656	FBpp0070573, FBpp0070575	FBpp0163939	FBpp0180672	GA15538-PA	FBpp0193782, FBpp0200194, FBpp0200195	FBpp0215053	FBpp0233853	FBpp0239359	FBpp0261321
OG0001068	FBpp0122439	FBpp0136636	FBpp0151565	FBpp0074426	FBpp0170728	FBpp0185426	GA20233-PA	FBpp0191554, FBpp0200198, FBpp0204258, FBpp0204259	FBpp0322589	FBpp0233466	FBpp0249232	FBpp0260496
OG0001105	FBpp0123972	FBpp0137241	FBpp0158054	FBpp0070612	FBpp0165619	FBpp0178543, FBpp0178544		FBpp0193805, FBpp0193806, FBpp0193966, FBpp0193967	FBpp0215075	FBpp0231440	FBpp0244738	FBpp0261344
OG0001118	FBpp0124480	FBpp0132108, FBpp0135072, FBpp0138066, FBpp0138663		FBpp0290904				FBpp0192989, FBpp0192990, FBpp0198645	FBpp0320842, FBpp0323024, FBpp0325815			FBpp0258183, FBpp0258184, FBpp0261185
OG0001123	FBpp0124767, FBpp0124768	FBpp0136997, FBpp0136998		FBpp0073414, FBpp0073415	FBpp0160190	FBpp0184263		FBpp0201130	FBpp0215457, FBpp0215458	FBpp0232949	FBpp0254563	FBpp0260683, FBpp0260684
OG0001144	FBpp0126518	FBpp0130473, FBpp0130474		FBpp0085046, FBpp0085047				FBpp0193623, FBpp0193625, FBpp0194665	FBpp0215382, FBpp0215393		FBpp0243281, FBpp0243282, FBpp0243283	FBpp0268388, FBpp0268389
OG0001154	FBpp0127243	FBpp0134205	FBpp0151108, FBpp0151109	FBpp0075501, FBpp0424322	FBpp0160529	FBpp0179825, FBpp0190022		FBpp0206915	FBpp0317550, FBpp0326045	FBpp0228521	FBpp0241569	FBpp0266998
OG0001192	FBpp0114959	FBpp0142655	FBpp0154467, FBpp0157187	FBpp0311270	FBpp0168046	FBpp0174202	GA14087-PA	FBpp0202634, FBpp0202635, FBpp0205883	FBpp0209091	FBpp0236273	FBpp0249783	FBpp0264317
OG0001235		FBpp0131368		FBpp0070166, FBpp0070173				FBpp0200475, FBpp0200504, FBpp0200575, FBpp0200581, FBpp0200591	FBpp0214866, FBpp0214929, FBpp0214935, FBpp0214940, FBpp0324314			FBpp0261662, FBpp0261663
OG0001359	FBpp0119669, FBpp0119670	FBpp0138901		FBpp0297757, FBpp0297758	FBpp0173311	FBpp0185842	GA13313-PA	FBpp0207229	FBpp0321662, FBpp0327774	FBpp0225330	FBpp0243621	FBpp0271368
OG0001381	FBpp0120283	FBpp0135812	FBpp0153473	FBpp0310812, FBpp0310816, FBpp0310817	FBpp0173080	FBpp0186039	GA19674-PA	FBpp0207627	FBpp0328183	FBpp0224993	FBpp0242537	FBpp0269678
OG0001436	FBpp0122045	FBpp0138703	FBpp0152743	FBpp0082733	FBpp0159313	FBpp0176510	GA19215-PA	FBpp0194445, FBpp0207207, FBpp0207208	FBpp0218709	FBpp0238249	FBpp0243156	FBpp0271344
OG0001518	FBpp0124125	FBpp0136073	FBpp0158775	FBpp0070049, FBpp0070052, FBpp0070056	FBpp0163917	FBpp0177540		FBpp0195012, FBpp0204088	FBpp0324271	FBpp0231419	FBpp0254748	FBpp0260297
OG0001648	FBpp0114229	FBpp0141734	FBpp0155380	FBpp0298308	FBpp0169168	FBpp0180802	GA13008-PA	FBpp0198004, FBpp0198005, FBpp0208185	FBpp0315097	FBpp0232255	FBpp0250693	FBpp0265647
OG0001655	FBpp0114326	FBpp0143716, FBpp0143726		FBpp0080315, FBpp0080317, FBpp0289839				FBpp0197595, FBpp0200118	FBpp0222420, FBpp0313249, FBpp0323903			FBpp0264395, FBpp0266110, FBpp0266220
OG0001658	FBpp0114404	FBpp0129222	FBpp0153893	FBpp0099488	FBpp0169491	FBpp0181489	GA15795-PA	FBpp0195093, FBpp0202200, FBpp0202201	FBpp0317817	FBpp0234644	FBpp0252302	FBpp0268322
OG0001670	FBpp0127957			FBpp0311893, FBpp0311894, FBpp0311895, FBpp0311896, FBpp0311897, FBpp0311898, FBpp0311899, FBpp0311900, FBpp0311901, FBpp0311902, FBpp0311903					FBpp0317371			FBpp0262359
OG0001730	FBpp0116083	FBpp0141468	FBpp0155614	FBpp0072072	FBpp0169918	FBpp0175758	GA16231-PA	FBpp0197561, FBpp0199766, FBpp0200747	FBpp0210227	FBpp0234861	FBpp0250521	FBpp0259369
OG0001756	FBpp0117037	FBpp0129407	FBpp0155341	FBpp0085412	FBpp0169875	FBpp0175147	GA15847-PA	FBpp0195212, FBpp0197986	FBpp0313229, FBpp0323954	FBpp0234824	FBpp0239765	FBpp0256307
OG0001783		FBpp0130573	FBpp0156269	FBpp0112462	FBpp0172834	FBpp0176454		FBpp0200248	FBpp0314297, FBpp0315183, FBpp0321602, FBpp0324035, FBpp0327795	FBpp0238008	FBpp0243494	FBpp0270399
OG0001785				FBpp0075831, FBpp0075876, FBpp0296929		FBpp0186911		FBpp0206759, FBpp0206760	FBpp0211196, FBpp0212715, FBpp0212716, FBpp0315760			FBpp0259587, FBpp0265209, FBpp0266834, FBpp0266835
OG0002350	FBpp0121494	FBpp0135477	FBpp0152986	FBpp0428299	FBpp0172441	FBpp0187865		FBpp0200752, FBpp0205715, FBpp0205717	FBpp0217430	FBpp0237300	FBpp0240607	FBpp0269326
OG0002441	FBpp0122245	FBpp0137736	FBpp0158426	FBpp0074411	FBpp0164303		GA20104-PA	FBpp0200199, FBpp0204398, FBpp0204399	FBpp0325226	FBpp0233310	FBpp0245667	FBpp0262763
OG0002595	FBpp0122905	FBpp0136479	FBpp0146450	FBpp0073937	FBpp0163391			FBpp0204031, FBpp0204078, FBpp0208159	FBpp0215622, FBpp0215655	FBpp0232840	FBpp0244430	FBpp0262250
OG0002609	FBpp0123294	FBpp0133935		FBpp0076109	FBpp0162467	FBpp0174414	GA17254-PA	FBpp0198346, FBpp0206637, FBpp0206639	FBpp0212597	FBpp0226438	FBpp0245761	FBpp0265864
OG0002819	FBpp0125751	FBpp0136389		FBpp0073731, FBpp0073732, FBpp0073735, FBpp0073736, FBpp0088324				FBpp0199030, FBpp0199153, FBpp0206136	FBpp0215573, FBpp0323655			FBpp0262150
OG0003339	FBpp0115459	FBpp0140581, FBpp0140582		FBpp0085605, FBpp0085606		FBpp0184743		FBpp0203495, FBpp0203496	FBpp0209919, FBpp0314545		FBpp0248446	FBpp0257125, FBpp0257126
OG0003457	FBpp0116538	FBpp0141560	FBpp0154271	FBpp0308242	FBpp0169255	FBpp0175301		FBpp0193385, FBpp0193386, FBpp0200228	FBpp0210308	FBpp0235699	FBpp0250821	FBpp0259461
OG0006962	FBpp0126230			FBpp0085746, FBpp0289819				FBpp0194641, FBpp0194642, FBpp0201319, FBpp0203419, FBpp0203420	FBpp0209842, FBpp0223734, FBpp0314775			FBpp0257042
OG0009421				FBpp0308574				FBpp0193146, FBpp0193991, FBpp0193992, FBpp0193993, FBpp0193995, FBpp0194035, FBpp0194036, FBpp0194041	FBpp0222989, FBpp0223161			FBpp0261464
OG0009686	FBpp0120074	FBpp0135323	FBpp0151400	FBpp0111390, FBpp0306060		FBpp0188047, FBpp0188048		FBpp0196843	FBpp0321753, FBpp0322786	FBpp0237242		
OG0009920	FBpp0122532	FBpp0136906						FBpp0192752, FBpp0192771, FBpp0192902	FBpp0209680, FBpp0215380, FBpp0316719, FBpp0317853, FBpp0326615			FBpp0262858
OG0010909				FBpp0086075, FBpp0306130, FBpp0423058				FBpp0197078, FBpp0203252	FBpp0209670, FBpp0318456, FBpp0325840			FBpp0256634, FBpp0256673, FBpp0266845
OG0011204	FBpp0126292	FBpp0134858	FBpp0145434	FBpp0112496, FBpp0291442					FBpp0312993, FBpp0313848, FBpp0314565, FBpp0319214		FBpp0239989	
OG0011533	FBpp0122966	FBpp0139090		FBpp0100103, FBpp0301124				FBpp0203111	FBpp0209538, FBpp0210693			FBpp0256738, FBpp0267522
OG0011763		FBpp0129688		FBpp0083651, FBpp0290698		FBpp0187291	GA20056-PA	FBpp0207918	FBpp0209711, FBpp0219361			FBpp0255318
OG0011787				FBpp0074612, FBpp0077830				FBpp0203751, FBpp0203753, FBpp0203754	FBpp0213277, FBpp0322157			FBpp0264672, FBpp0264675
OG0011788				FBpp0073564				FBpp0192976, FBpp0192978, FBpp0192979, FBpp0200814, FBpp0201348	FBpp0315206, FBpp0317809			FBpp0261176
OG0011792								FBpp0204518, FBpp0204523	FBpp0213936, FBpp0313618, FBpp0317806, FBpp0322794, FBpp0324587, FBpp0326671, FBpp0327756			
OG0011928	FBpp0124929	FBpp0137638		FBpp0306234, FBpp0306235				FBpp0194958	FBpp0316729, FBpp0320594			FBpp0262649
OG0012327				FBpp0290787				FBpp0194741, FBpp0204171, FBpp0204487	FBpp0320698, FBpp0324025, FBpp0325804			
OG0012651				FBpp0074441				FBpp0204419, FBpp0204420, FBpp0204425, FBpp0206157	FBpp0320214			
OG0013027				FBpp0289321, FBpp0300560, FBpp0307622				FBpp0196437	FBpp0213141			
OG0013065								FBpp0203564, FBpp0203940	FBpp0213448, FBpp0324554, FBpp0327778			
