vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5
340,0.3587174348697393,0.8044962783014783,1,0.9974500858059453,0.9974500858059453,4.1727091569801403e-38,0.00013477098058575912,8.150304029428522e-164,0.0024151432134688774
341,0.3627254509018034,0.7860416365754631,1,0.9998790717616091,0.9998790717616091,2.7837377648121815e-44,6.869293449566732e-06,4.274335761377974e-175,0.00011405894494135648
342,0.3667334669338675,0.8014362528623753,1,0.9985260103475063,0.9985260103475063,7.1161999801452256e-40,0.0001876816884644846,2.6370528244680033e-168,0.0012863079640293529
343,0.3707414829659317,0.7999759651129555,1,0.9988368794465432,0.9988368794465432,9.444165027507961e-41,0.0002241800761987454,1.5524052402680279e-170,0.0009389404772582371
344,0.3747494989979958,0.7986764940064961,1,0.9990253779761227,0.9990253779761227,1.3802425329731022e-41,0.0002752200293613826,1.080963796728139e-172,0.0006994019945158581
345,0.3787575150300599,0.801731587843942,1,0.9981928566222562,0.9981928566222562,5.024815350505402e-41,0.000708363913282222,1.7927395252072204e-172,0.0010987794644617196
346,0.3827655310621241,0.8017174698574995,1,0.9979139992843861,0.9979139992843861,1.905278242706665e-41,0.0010580233498916805,6.215366617339318e-174,0.0010279773657222424
347,0.3867735470941882,0.7906549656830163,1,0.9996115736858564,0.9996115736858564,1.6677715756700418e-45,0.0002559460096031952,1.5563851037898148e-181,0.00013248030454042636
348,0.3907815631262523,0.8238412668612702,1,0.890389234900314,0.890389234900314,4.3826824576671347e-35,0.06707964732551755,1.7866238169450115e-164,0.04253111777416855
349,0.3947895791583165,0.7740726578780042,1,0.9999530886748109,0.9999530886748109,5.177245035101209e-52,4.211495258286091e-05,7.910022006646362e-194,4.796372606410496e-06
350,0.3987975951903806,0.7821073244674713,1,0.9997460503639222,0.9997460503639222,9.256809016255848e-50,0.0002342312925375258,7.122589913370373e-191,1.9718343540372402e-05
351,0.4028056112224447,0.8511795755933059,3,0.5152858058690704,0.05920915460752886,2.4678574079722485e-28,0.5152858058690704,4.399655018595911e-154,0.4255050395234007
352,0.4068136272545088,0.773863135059599,1,0.9998395651553852,0.9998395651553852,1.4068972003652892e-53,0.00015737367890166978,1.1479534949838788e-198,3.0611657131682238e-06
353,0.410821643286573,0.7665795724619615,1,0.9999164120103581,0.9999164120103581,1.2046191135531113e-56,8.298093290992114e-05,2.0425702001835116e-204,6.070567320108727e-07
354,0.4148296593186371,0.8073649114604585,1,0.9597874537792301,0.9597874537792301,7.125261811917622e-43,0.03822929114942165,1.8325185854176466e-182,0.0019832550713481476
355,0.4188376753507012,0.7501426588591318,1,0.9999805050637861,0.9999805050637861,1.2651037749858197e-63,1.94813554456629e-05,3.92590940645799e-217,1.3580768289497638e-08
356,0.4228456913827654,0.7859781877502602,1,0.9957967594049272,0.9957967594049272,3.0260191815831503e-51,0.004179759858547717,5.882350555928757e-198,2.348073652501199e-05
357,0.4268537074148295,0.832587666894495,3,0.6118073420230056,0.29118173698022337,8.823949438881226e-36,0.6118073420230056,1.930529382472714e-172,0.09701092099677104
358,0.4308617234468936,0.7577488065323654,1,0.9997814689669843,0.9997814689669843,1.6312559573777624e-62,0.0002184896427787773,9.965204612822492e-218,4.139023688030146e-08
359,0.4348697394789578,0.7479734076248838,1,0.9999047285210746,0.9999047285210746,1.0239588367176239e-66,9.526764178705682e-05,3.6495975650212867e-225,3.837138298617641e-09
360,0.4388777555110219,0.7565830230282312,1,0.9995635650119105,0.9995635650119105,4.716412927373849e-64,0.00043641219643864563,9.165180898436146e-222,2.2791650947532176e-08
361,0.442885771543086,0.8034765270542593,1,0.8652454221598685,0.8652454221598685,3.172511589263754e-47,0.13408850663170924,2.6241398403805193e-195,0.000666071208422302
362,0.4468937875751502,0.806936259082644,1,0.7780799080363867,0.7780799080363867,2.0067287320948226e-46,0.2206522311382173,9.012386968445714e-195,0.0012678608253961186
363,0.4509018036072143,0.7731089995607136,1,0.9909764413033447,0.9909764413033447,2.0231901451311067e-59,0.009022879170736657,8.049576640068305e-217,6.795259186166299e-07
364,0.4549098196392784,0.7959336976359801,1,0.8791729913161404,0.8791729913161404,2.4853177672672705e-51,0.12071445098285473,1.5678548971334067e-204,0.00011255770100505873
365,0.4589178356713426,0.8089718147951922,1,0.616404283829831,0.616404283829831,5.117538076184485e-47,0.382017244412572,3.515783380753146e-198,0.0015784717575970785
366,0.4629258517034067,0.8157994412372621,3,0.5772395631659559,0.4174796529329559,5.0256694612081886e-45,0.5772395631659559,1.2955115271659991e-195,0.005280783901088139
367,0.4669338677354708,0.7740001194193169,1,0.9681557885713336,0.9681557885713336,3.87285336345681e-61,0.03184366820969753,7.186799293509119e-223,5.432189689570847e-07
368,0.470941883767535,0.7317601715525794,1,0.9992542039291519,0.9992542039291519,1.8083318668113754e-78,0.0007457960594323483,9.389036810423544e-251,1.141572815830566e-11
369,0.4749498997995991,0.7602232384785087,1,0.9841070535729556,0.9841070535729556,1.230927290489144e-67,0.0158929324586515,8.031388451729908e-235,1.3968392940823791e-08
370,0.4789579158316632,0.7669443356139061,1,0.9624049708352184,0.9624049708352184,1.6717768693913161e-65,0.0375949619323065,2.5931490914793794e-232,6.723247506794801e-08
371,0.4829659318637274,0.7691295991665187,1,0.9425838948280405,0.9425838948280405,3.6156458053824177e-65,0.057416001372515395,1.2410104010344322e-232,1.0379944401116629e-07
372,0.4869739478957915,0.7693674571323887,1,0.9265242919704294,0.9265242919704294,1.3063523016237672e-65,0.07347560995000404,3.498103846455233e-234,9.807956665571992e-08
373,0.4909819639278556,0.7943070831473805,1,0.6162320535357098,0.6162320535357098,3.1679572240513977e-56,0.3837276151207405,5.186676377544841e-220,4.033134354971358e-05
374,0.4949899799599198,0.7962105433047373,1,0.5526876144216123,0.5526876144216123,5.741794698844307e-56,0.4472541253988823,1.93452183477366e-220,5.8260179505480814e-05
375,0.4989979959919839,0.766069484444874,1,0.8900563423415543,0.8900563423415543,1.3699377363215104e-68,0.10994362879254437,1.9030303361312274e-241,2.886590138055815e-08
376,0.503006012024048,0.7902417986593062,1,0.586994148578601,0.586994148578601,2.6230897143237177e-59,0.41299364762120844,1.4585367752262753e-227,1.2203800190425936e-05
377,0.5070140280561122,0.7741825947172244,1,0.7650651734777666,0.7650651734777666,2.4062342475446134e-66,0.2349346352535685,1.1925663538684515e-239,1.912686645909991e-07
378,0.5110220440881763,0.7670648375734972,1,0.8060694338987967,0.8060694338987967,7.612529546131868e-70,0.19393054044901156,5.044170128414496e-246,2.565219189879834e-08
379,0.5150300601202404,0.7826389984226634,1,0.6039355149346034,0.6039355149346034,6.342038889890794e-64,0.39606308102742105,1.4740052511185413e-237,1.4040379754638965e-06
380,0.5190380761523046,0.7646745618911205,1,0.7685899469894111,0.7685899469894111,5.618888723563626e-72,0.2314100427221224,4.124371811625424e-251,1.0288466298225031e-08
381,0.5230460921843687,0.8030951207553195,3,0.6604619953785139,0.33929982034314704,1.6599673246918685e-56,0.6604619953785139,2.0287756199189925e-227,0.00023818427833900997
382,0.5270541082164328,0.7318679830838284,1,0.9175810838225046,0.9175810838225046,2.197495953158814e-87,0.08241891617689287,1.6918507335501447e-276,6.025608783543764e-13
383,0.531062124248497,0.7490179929691936,1,0.8001255245750859,0.8001255245750859,1.7291450140456693e-80,0.19987447534810399,6.350366051987047e-267,7.681008011328958e-11
384,0.5350701402805611,0.755464095409744,1,0.7205095981581098,0.7205095981581098,2.81071945588931e-78,0.27949040141864834,1.976171949952265e-264,4.2324199290189497e-10
385,0.539078156312625,0.7654444101082495,1,0.6113204584559085,0.6113204584559085,1.6671757666667286e-74,0.38867953494733143,1.6609762030982093e-259,6.5967598760805215e-09
386,0.5430861723446891,0.7806632323829843,3,0.5214136935791064,0.47858582713350567,2.0032285219652537e-68,0.5214136935791064,6.233925402731431e-251,4.792873879582911e-07
387,0.5470941883767533,0.753452464030392,1,0.6378195808929111,0.6378195808929111,5.540567956737917e-81,0.36218041896299424,2.6718962756016336e-271,1.4409472610907802e-10
388,0.5511022044088174,0.7241199646826797,1,0.7718132898136839,0.7718132898136839,6.620635151387334e-95,0.22818671018630188,3.0947666717853485e-293,1.422035540779186e-14
389,0.5551102204408815,0.7680266308132251,1,0.5073320691733768,0.5073320691733768,1.221521970239894e-75,0.4926679217785074,6.349080361527195e-265,9.048115848798162e-09
390,0.5591182364729457,0.7648749598697276,1,0.5045581790480246,0.5045581790480246,1.2510774875912661e-77,0.49544181783747276,6.415661823787511e-269,3.11450268181167e-09
391,0.5631262525050098,0.709525643207679,1,0.7024838257770316,0.7024838257770316,7.641715986095145e-104,0.29751617422296844,3.06061549569128e-309,5.709536518154925e-17
392,0.5671342685370739,0.7468613296950866,1,0.5207712344910055,0.5207712344910055,4.274578826757395e-87,0.4792287655009906,3.2247217177150844e-285,8.003877867658189e-12
393,0.5711422845691381,0.7136967000060163,1,0.5795380779166472,0.5795380779166472,2.3147677609038754e-103,0.4204619220833526,2.095645101764e-310,1.2117414725830103e-16
394,0.5751503006012022,0.73075613157413,3,0.5065684401844492,0.4934315598155238,5.607884476862337e-96,0.5065684401844492,2.028203750403249e-300,2.7029566296827566e-14
395,0.5791583166332663,0.7245300491496981,3,0.5356937357996543,0.464306264200343,1.1952449861768854e-99,0.5356937357996543,8.196837721285467e-307,2.5846662062899372e-15
396,0.5831663326653305,0.7572960179256272,3,0.5545212540923101,0.4454787457613904,1.1880475036898825e-84,0.5545212540923101,2.537627835423472e-285,1.462996582934947e-10
397,0.5871743486973946,0.7419592109187054,3,0.587477632362542,0.4125223676367953,1.2634579980429643e-92,0.587477632362542,2.8023282044512265e-298,6.627652124826658e-13
398,0.5911823647294587,0.7124100234503898,3,0.652792519928726,0.347207480071274,9.445617771851202e-108,0.652792519928726,1.4e-321,1.5870546498881625e-17
399,0.5951903807615229,0.7542097169301318,3,0.5750158507176297,0.4249841492443181,6.278207615601792e-88,0.5750158507176297,3.4713393594980915e-293,3.8052063182419054e-11
400,0.599198396793587,0.7064061194676695,3,0.7335723703624634,0.2664276296375367,2.7653911322106686e-112,0.7335723703624634,0.0,9.217792989943386e-19
401,0.6032064128256511,0.7401456002791253,3,0.644222177688937,0.3557778223108774,4.125758334087321e-96,0.644222177688937,2.253923792516487e-307,1.8571391500598985e-13
402,0.6072144288577153,0.7157114163266712,3,0.7599154788951789,0.24008452110482117,4.12549326384392e-109,0.7599154788951789,0.0,1.6040916973636942e-17
403,0.6112224448897794,0.72311357679659,3,0.7472914628766474,0.2527085371233526,4.566470145248712e-106,0.7472914628766474,5e-324,2.1106711362208132e-16
404,0.6152304609218435,0.7389351727173977,3,0.6663568861759827,0.33364311382393846,1.1471311808762155e-98,0.6663568861759827,3.79315418e-314,7.878461899890379e-14
405,0.6192384769539077,0.737688503023855,3,0.6764832616408383,0.3235167383591188,5.911965439649456e-100,0.6764832616408383,4.6919656e-317,4.296522704753055e-14
406,0.6232464929859718,0.7523957395061269,3,0.541052004547146,0.4589479954403512,5.099996285906578e-93,0.541052004547146,8.131171224502969e-308,1.2502785089324731e-11
407,0.6272545090180359,0.7223951808065506,3,0.7910313319040921,0.20896866809590775,2.8096029107386547e-109,0.7910313319040921,0.0,6.939824024202804e-17
408,0.6312625250501,0.7285401910085614,3,0.750223575306114,0.24977642469388528,1.0079082209545267e-106,0.750223575306114,0.0,7.338680294648255e-16
409,0.6352705410821642,0.7120143372007484,3,0.8639043124163778,0.13609568758362217,2.9148665228224385e-116,0.8639043124163778,0.0,6.018785115924669e-19
410,0.6392785571142283,0.7227537512798732,3,0.7980695743289727,0.20193042567102729,3.434611543146894e-111,0.7980695743289727,0.0,4.816052291463881e-17
411,0.6432865731462925,0.7262354741457208,3,0.7661404299279256,0.23385957007207414,5.374201486169077e-110,0.7661404299279256,0.0,1.8642676535333185e-16
412,0.6472945891783566,0.7137982552550954,3,0.8651731482675156,0.1348268517324844,1.69787486365237e-117,0.8651731482675156,0.0,6.968814160139761e-19
413,0.6513026052104207,0.677995011271589,3,0.9793576891926667,0.02064231080733326,2.775951687689755e-138,0.9793576891926667,0.0,4.902521150016914e-26
414,0.6553106212424848,0.7189918480279611,3,0.823511487694989,0.17648851230501106,4.7808501072989046e-116,0.823511487694989,0.0,5.186212953414261e-18
415,0.659318637274549,0.7179328802696399,3,0.8291604932681808,0.17083950673181905,2.4339030308133346e-117,0.8291604932681808,0.0,2.810302918296971e-18
416,0.6633266533066131,0.6953041847799823,3,0.9562466749410338,0.043753325058966334,6.175918862984474e-131,0.9562466749410338,0.0,5.866425445845513e-23
417,0.6673346693386772,0.6814726720470484,3,0.9831646337300497,0.016835366269950292,9.60059578050291e-140,0.9831646337300497,0.0,5.69656062223862e-26
418,0.6713426853707414,0.7349174814638498,3,0.5245403952616466,0.4754596047383481,8.253078944260443e-110,0.5245403952616466,0.0,5.3030457559939395e-15
419,0.6753507014028055,0.7134549943684974,3,0.8487123084834771,0.15128769151652302,1.0312085266336498e-122,0.8487123084834771,0.0,2.1158940081475314e-19
420,0.6793587174348696,0.6972573224783396,3,0.9522640630397241,0.04773593696027575,6.319958749177513e-133,0.9522640630397241,0.0,6.165111183800524e-23
421,0.6833667334669338,0.6772977913255769,3,0.9903386397820737,0.009661360217926278,1.3009795777064392e-145,0.9903386397820737,0.0,1.9459061515656884e-27
422,0.6873747494989979,0.6817882794207832,3,0.986501953954798,0.013498046045201767,9.389093190348723e-144,0.986501953954798,0.0,1.466693758127128e-26
423,0.691382765531062,0.7224491066735212,3,0.63368282870035,0.3663171712996502,3.186416255200157e-120,0.63368282870035,0.0,1.293191051709201e-17
424,0.6953907815631262,0.6973098311747732,3,0.9456825108008792,0.05431748919912074,5.992882893338518e-136,0.9456825108008792,0.0,3.2109837898533247e-23
425,0.6993987975951903,0.6816906911238205,3,0.9868904625457079,0.013109537454292138,2.7523977243589824e-146,0.9868904625457079,0.0,6.55613475481965e-27
426,0.7034068136272544,0.7010285797984529,3,0.9125722413528995,0.0874277586471006,3.582185799598794e-135,0.9125722413528995,0.0,1.8089807391163845e-22
427,0.7074148296593186,0.6726656933653136,3,0.99456162096171,0.005438379038290214,1.4599587206294396e-153,0.99456162096171,0.0,2.9212795392400776e-29
428,0.7114228456913827,0.7170758560346975,3,0.5882216730876645,0.41177832691233557,8.342961192696125e-127,0.5882216730876645,0.0,7.52138261058375e-19
429,0.7154308617234468,0.7122067984871933,3,0.6789965121660085,0.32100348783399146,1.885474277719176e-130,0.6789965121660085,0.0,5.875082766808425e-20
430,0.719438877755511,0.6738975309761132,3,0.9934984152199643,0.006501584780035543,2.6023047825163104e-155,0.9934984152199643,0.0,2.817955822534057e-29
431,0.7234468937875751,0.6687202430695992,3,0.9962808815775558,0.00371911842244428,1.7736799294628074e-159,0.9962808815775558,0.0,1.1407271603780718e-30
432,0.7274549098196392,0.6269820099451936,3,0.9999691571476927,3.084285230725859e-05,1.4085691765437836e-187,0.9999691571476927,0.0,2.061741341580313e-41
433,0.7314629258517034,0.647750454554712,3,0.9996823536627695,0.00031764633723038613,6.467481847430558e-175,0.9996823536627695,0.0,2.88760587351474e-36
434,0.7354709418837675,0.648616421137916,3,0.9996546173488515,0.00034538265114863163,2.810817675729124e-175,0.9996546173488515,0.0,3.434544048941604e-36
435,0.7394789579158316,0.6761197016953319,3,0.9882983229209482,0.01170167707905176,5.676029270543126e-158,0.9882983229209482,0.0,4.226995603111123e-29
436,0.7434869739478958,0.6648876121988984,3,0.9970956504962591,0.002904349503741125,2.976611321617454e-166,0.9970956504962591,0.0,3.862507277070797e-32
437,0.7474949899799597,0.6424882633035902,3,0.9998465155666243,0.00015348443337592104,3.484053012142655e-182,0.9998465155666243,0.0,2.984750868041988e-38
438,0.7515030060120238,0.6617406570971653,3,0.9978210727159375,0.0021789272840623394,4.48028486993561e-170,0.9978210727159375,0.0,3.7048243981606555e-33
439,0.7555110220440879,0.6754259073106489,3,0.9832579216320199,0.01674207836798029,1.2132989244722184e-161,0.9832579216320199,0.0,1.7205367246569382e-29
440,0.7595190380761521,0.6738174232860764,3,0.9848159685562397,0.015184031443760255,1.5624864904494034e-163,0.9848159685562397,0.0,5.665023682092794e-30
441,0.7635270541082162,0.6231949327453072,3,0.9999900660564679,9.93394353220092e-06,2.4681974464336947e-199,0.9999900660564679,0.0,3.2379904818958434e-44
442,0.7675350701402803,0.6565369862295451,3,0.9985567726322699,0.0014432273677300869,4.351292567233724e-177,0.9985567726322699,0.0,6.301724824055544e-35
443,0.7715430861723445,0.629335559075181,3,0.9999758359669841,2.416403301589532e-05,4.999172476519605e-197,0.9999758359669841,0.0,8.463379090818197e-43
444,0.7755511022044086,0.6729232551750864,3,0.9752700847692485,0.024729915230751597,2.509670432563997e-167,0.9752700847692485,0.0,2.392646809243768e-30
445,0.7795591182364727,0.6684440912175503,3,0.9857173399791748,0.01428266002082531,2.897169897986702e-171,0.9857173399791748,0.0,1.1509308064249864e-31
446,0.7835671342685369,0.6326592629232024,3,0.9999548293830176,4.517061698239043e-05,1.4404496146966194e-197,0.9999548293830176,0.0,3.060253712300009e-42
447,0.787575150300601,0.6331436993921452,3,0.9999479423444582,5.205765554201233e-05,3.591148668968858e-198,0.9999479423444582,0.0,3.23314927403642e-42
448,0.7915831663326651,0.6370701990593682,3,0.9998904396447672,0.00010956035523295814,2.8373636917828333e-196,0.9998904396447672,0.0,3.7906021462494347e-41
449,0.7955911823647293,0.5990567393347205,3,0.9999998222110505,1.7778894935935844e-07,5.069855190176284e-225,0.9999998222110505,0.0,7.982404055572478e-53
450,0.7995991983967934,0.6486351589731055,3,0.9989296326425632,0.001070367357436803,1.1604164226325252e-189,0.9989296326425632,0.0,8.661434789773464e-38
451,0.8036072144288575,0.6342482052507484,3,0.9999090956863367,9.09043136631446e-05,4.033801826736965e-201,0.9999090956863367,0.0,2.6961604827790656e-42
452,0.8076152304609217,0.6568840028903438,3,0.9930012173588386,0.006998782641161368,2.6217480174684083e-185,0.9930012173588386,0.0,2.574377054689019e-35
453,0.8116232464929858,0.6132738190328606,3,0.9999976812554998,2.318744500315177e-06,1.1595298879692708e-218,0.9999976812554998,0.0,4.306718610713914e-49
454,0.8156312625250499,0.6206071370961626,3,0.9999900761118573,9.923888142577995e-06,3.810936064658456e-214,0.9999900761118573,0.0,6.861379747029014e-47
455,0.819639278557114,0.6005927682373234,3,0.9999997633759887,2.366240111991928e-07,2.5752459840588298e-230,0.9999997633759887,0.0,1.907745562817559e-53
456,0.8236472945891782,0.6083572190197067,3,0.9999988843204874,1.1156795124964276e-06,1.951515847157339e-225,0.9999988843204874,0.0,4.391928143465662e-51
457,0.8276553106212423,0.6025092224424441,3,0.9999996205607968,3.7943920302854896e-07,5.938549499485268e-231,0.9999996205607968,0.0,3.8964570606901236e-53
458,0.8316633266533064,0.6437602395742097,3,0.9981167707453502,0.001883229254649701,3.060819630998861e-200,0.9981167707453502,0.0,1.1698520209395211e-39
459,0.8356713426853706,0.6075535013465582,3,0.999998758931378,1.241068621915743e-06,4.121052511773972e-229,0.999998758931378,0.0,9.7438815391137e-52
460,0.8396793587174347,0.6216662909248866,3,0.9999730484711835,2.6951528816420727e-05,4.078550447390314e-219,0.9999730484711835,0.0,4.116434785471061e-47
461,0.8436873747494988,0.6092176133067931,3,0.9999977772041597,2.222795840111777e-06,7.937016425498883e-230,0.9999977772041597,0.0,2.0875383012007522e-51
462,0.847695390781563,0.589079744899694,3,0.9999999664295537,3.357044633964652e-08,9.120159992472005e-247,0.9999999664295537,0.0,2.0873246612214793e-58
463,0.8517034068136271,0.6087252754917192,3,0.9999973537866631,2.6462133370479355e-06,3.274502943433369e-232,0.9999973537866631,0.0,8.87180233200123e-52
464,0.8557114228456912,0.6216816502317546,3,0.9999430951669019,5.6904833098072295e-05,7.089067648229688e-223,0.9999430951669019,0.0,2.285836757234185e-47
465,0.8597194388777554,0.5831387630856105,3,0.99999998851417,1.1485830191398465e-08,8.528281651009052e-255,0.99999998851417,0.0,6.040915740958306e-61
466,0.8637274549098195,0.6210566443941345,3,0.9999239506547879,7.604934521217586e-05,3.0456091536090196e-225,0.9999239506547879,0.0,1.1005917768653035e-47
467,0.8677354709418836,0.5854464814982843,3,0.9999999765812684,2.3418731431679777e-08,4.211402079641744e-255,0.9999999765812684,0.0,1.9915245112837273e-60
468,0.8717434869739478,0.5903338106761531,3,0.9999999173582185,8.264178145703206e-08,3.5555124437169704e-252,0.9999999173582185,0.0,8.326776144999495e-59
469,0.8757515030060119,0.6081458238829163,3,0.9999931431769182,6.856823081629102e-06,1.3624485003002988e-238,0.9999931431769182,0.0,1.815958477614818e-52
470,0.879759519038076,0.5817881993162073,3,0.999999985885412,1.4114588205141439e-08,2.315078988507848e-261,0.999999985885412,0.0,3.657830002796837e-62
471,0.8837675350701402,0.593319276184666,3,0.9999997272397588,2.727602410795328e-07,7.615381316859343e-253,0.9999997272397588,0.0,4.806796176781834e-58
472,0.8877755511022043,0.5837709219805606,3,0.9999999695503168,3.0449683034015215e-08,7.265023849060443e-262,0.9999999695503168,0.0,1.1017960627536233e-61
473,0.8917835671342684,0.5901351696317216,3,0.9999998216985885,1.7830141165462728e-07,1.4054334820110775e-257,0.9999998216985885,0.0,2.0404321213923813e-59
474,0.8957915831663326,0.5374022189191653,3,0.9999999999996337,3.663287332518279e-13,1.9216806321267757e-303,0.9999999999996337,0.0,1.9474460074826536e-79
475,0.8997995991983967,0.5458786869069617,3,0.9999999999968489,3.151103426359569e-12,1.995958324867913e-297,0.9999999999968489,0.0,1.9339520882742018e-76
476,0.9038076152304608,0.5922331270782139,3,0.9999994255339864,5.744660135912914e-07,6.889663457834052e-259,0.9999994255339864,0.0,7.189107188299004e-59
477,0.907815631262525,0.5980850321577039,3,0.9999965152982315,3.4847017683989266e-06,6.86881619627602e-255,0.9999965152982315,0.0,1.108721338567716e-56
478,0.9118236472945892,0.5565454530459386,3,0.9999999999352103,6.478983867051925e-11,8.424863656211217e-292,0.9999999999352103,0.0,6.935185213910021e-73
479,0.9158316633266532,0.5672745826439031,3,0.999999998671707,1.3282928746772795e-09,1.311279091077976e-283,0.999999998671707,0.0,7.78102414453666e-69
480,0.9198396793587174,0.5754356912057693,3,0.9999999850736173,1.492638269052561e-08,1.3841020862743116e-277,0.9999999850736173,0.0,9.79365419632757e-66
481,0.9238476953907816,0.5807780238025975,3,0.9999999175008208,8.249917924291428e-08,5.683784026718056e-274,0.9999999175008208,0.0,1.0494312597087685e-63
482,0.9278557114228456,0.5237187172762109,3,0.999999999999987,1.3048275247672606e-14,0.0,0.999999999999987,0.0,1.1362228808734498e-86
483,0.9318637274549098,0.5438962910760099,3,0.99999999999615,3.84998372181978e-12,7.35181869271834e-309,0.99999999999615,0.0,9.753977465550156e-79
484,0.935871743486974,0.5522966020319476,3,0.999999999951606,4.839397795065594e-11,1.5655335508407528e-302,0.999999999951606,0.0,1.74285315326137e-75
485,0.939879759519038,0.5703283663348402,3,0.9999999890293635,1.0970636471487613e-08,1.688815441470699e-287,0.9999999890293635,0.0,3.076555029716526e-68
486,0.943887775551102,0.6035378437168057,3,0.999711633737845,0.0002883662621550772,9.016359219158359e-259,0.999711633737845,0.0,1.1938572747712532e-54
487,0.9478957915831664,0.5462991106997467,3,0.9999999999856637,1.4336410330018179e-11,1.8777649522777e-311,0.9999999999856637,0.0,2.250441921575239e-78
488,0.9519038076152302,0.5199960082898598,3,0.999999999999993,6.982048745416751e-15,0.0,0.999999999999993,0.0,1.5617559820502724e-89
489,0.9559118236472944,0.5534436149502564,3,0.9999999998161935,1.8380656421445913e-10,3.0326560430663457e-307,0.9999999998161935,0.0,1.236067964686621e-75
490,0.9599198396793585,0.569067252043942,3,0.999999971047,2.8953000029991542e-08,5.162637106505292e-294,0.999999971047,0.0,4.054279605918638e-69
491,0.9639278557114226,0.5420431128085966,3,0.9999999999913831,8.616893876123918e-12,4.4565e-320,0.9999999999913831,0.0,1.0360290949270512e-80
492,0.9679358717434868,0.5189717901527042,3,0.9999999999999918,8.1749466576637e-15,0.0,0.9999999999999918,0.0,9.009472134841318e-91
493,0.9719438877755509,0.5534730332539213,3,0.9999999994977118,5.022883085967262e-10,9.623855877555e-312,0.9999999994977118,0.0,5.164700390456344e-76
494,0.975951903807615,0.5447789499675821,3,0.9999999999594698,4.053027271947236e-11,4.96e-321,0.9999999999594698,0.0,6.938739111211798e-80
495,0.9799599198396792,0.5081678217300726,3,0.9999999999999997,4.115560101761891e-16,0.0,0.9999999999999997,0.0,4.536590191326338e-96
496,0.9839679358717432,0.5334858988007549,3,0.9999999999982956,1.704304871543129e-12,0.0,0.9999999999982956,0.0,4.489361703994581e-85
497,0.9879759519038074,0.5429572223768765,3,0.9999999999508034,4.919656252795762e-11,0.0,0.9999999999508034,0.0,5.484050227847375e-81
498,0.9919839679358716,0.5437908440478635,3,0.9999999999139391,8.606083354702207e-11,0.0,0.9999999999139391,0.0,1.0483582240474865e-80
499,0.9959919839679356,0.5159518352712613,3,0.99999999999999,1.0027610306944723e-14,0.0,0.99999999999999,0.0,2.468768892679348e-93
500,1.0,0.5072336695999627,3,0.9999999999999993,6.551039123784225e-16,0.0,0.9999999999999993,0.0,1.890059564307379e-97
