x_orig,y_orig,x_loess,y_loess,x_anwil,y_anwil,x_iter,y_iter,x_nw,y_nw,y_nw_knn,x_manle,y_manle,svd_x,svd_y,x_amanle,y_amanle
   -0.018036,    0.767608,   -0.018036,    0.842241,   -0.015862,    0.790995,   -0.012763,    0.819338,   -0.018036,    0.838450,    0.814839,   -0.030495,    0.089449,   -0.014791,   -0.001435,   -0.024448,    0.040793,
   -0.014028,    0.765048,   -0.014028,    0.842273,   -0.015462,    0.790779,   -0.012236,    0.819225,   -0.014028,    0.838472,    0.814223,   -0.030631,    0.089538,   -0.011066,   -0.001074,   -0.023416,    0.046472,
   -0.010020,    0.882901,   -0.010020,    0.842292,   -0.009413,    0.863275,   -0.007415,    0.852779,   -0.010020,    0.836241,    0.807884,   -0.030711,    0.084951,    0.004231,    0.000410,   -0.019638,    0.050208,
   -0.006012,    0.800966,   -0.006012,    0.842296,   -0.014797,    0.811783,   -0.011107,    0.828692,   -0.006012,    0.837775,    0.813646,   -0.030885,    0.088125,    0.000327,    0.000032,   -0.022936,    0.052789,
   -0.002004,    0.827109,   -0.002004,    0.842287,    0.000982,    0.834157,    0.004200,    0.839319,   -0.002004,    0.837288,    0.815176,   -0.031008,    0.087099,    0.006810,    0.000661,   -0.023734,    0.042812,
    0.002004,    0.913009,    0.002004,    0.842286,    0.010846,    0.885449,    0.013509,    0.860229,    0.002004,    0.835686,    0.810181,   -0.031105,    0.083740,    0.019037,    0.001847,   -0.019987,    0.045330,
    0.006012,    0.780155,    0.006012,    0.842310,    0.000971,    0.795377,    0.004129,    0.821921,    0.006012,    0.838208,    0.820331,   -0.031302,    0.088906,    0.010239,    0.000993,   -0.022176,    0.050769,
    0.010020,    0.820280,    0.010020,    0.842354,    0.001904,    0.834019,    0.005562,    0.839180,    0.010020,    0.837486,    0.821997,   -0.031420,    0.087334,    0.018066,    0.001753,   -0.023000,    0.050368,
    0.014028,    0.870679,    0.014028,    0.842411,    0.022821,    0.854747,    0.024390,    0.849274,    0.014028,    0.836577,    0.822536,   -0.031535,    0.085355,    0.026880,    0.002608,   -0.019525,    0.051702,
    0.018036,    0.686058,    0.018036,    0.842474,    0.001164,    0.747952,    0.004043,    0.802513,    0.018036,    0.840092,    0.837083,   -0.031753,    0.092540,    0.013107,    0.001272,   -0.023832,    0.041794,
    0.022044,    0.650547,    0.022044,    0.842538,    0.004891,    0.740376,    0.008148,    0.799051,    0.022044,    0.840807,    0.843663,   -0.031906,    0.093913,    0.013665,    0.001326,   -0.023253,    0.041470,
    0.026052,    0.868977,    0.026052,    0.842597,    0.032249,    0.858481,    0.033650,    0.851063,    0.026052,    0.836757,    0.835763,    0.063946,    0.116033,    0.038629,    0.003748,   -0.021314,    0.042553,
    0.030060,    0.880588,    0.030060,    0.842643,    0.029407,    0.867430,    0.032265,    0.853938,    0.030060,    0.836592,    0.839144,    0.063752,    0.115377,    0.043715,    0.004241,   -0.021557,    0.044135,
    0.034068,    1.006295,    0.034068,    0.842672,    0.041510,    0.923127,    0.042426,    0.871976,    0.034068,    0.834287,    0.834289,    0.063616,    0.108347,    0.059768,    0.005798,   -0.023674,    0.041332,
    0.038076,    0.853727,    0.038076,    0.842675,    0.042247,    0.849950,    0.043943,    0.846964,    0.038076,    0.837194,    0.845676,    0.063333,    0.116876,    0.049075,    0.004761,   -0.022461,    0.043331,
    0.042084,    0.906571,    0.042084,    0.842648,    0.047150,    0.890362,    0.049550,    0.862170,    0.042084,    0.836246,    0.845194,    0.063157,    0.113914,    0.058124,    0.005639,   -0.021914,    0.038617,
    0.046092,    0.825259,    0.046092,    0.842583,    0.048106,    0.833834,    0.050527,    0.839388,    0.046092,    0.837799,    0.852236,    0.062913,    0.118461,    0.054280,    0.005266,    0.086525,    0.113777,
    0.050100,    0.864571,    0.050100,    0.842476,    0.057952,    0.857088,    0.058727,    0.849952,    0.050100,    0.837084,    0.850412,    0.062728,    0.116256,    0.062029,    0.006018,    0.117405,    0.115000,
    0.054108,    0.974060,    0.054108,    0.842318,    0.071040,    0.914126,    0.070220,    0.868997,    0.054108,    0.835049,    0.845109,    0.062595,    0.110134,    0.076523,    0.007424,    0.106751,    0.116412,
    0.058116,    0.670638,    0.058116,    0.842105,    0.048399,    0.745643,    0.051517,    0.799904,    0.058116,    0.840691,    0.862974,    0.062226,    0.127113,    0.051332,    0.004980,    0.119283,    0.117865,
    0.062124,    0.873516,    0.062124,    0.841829,    0.072646,    0.867014,    0.072999,    0.853723,    0.062124,    0.836885,    0.850631,    0.062137,    0.115740,    0.074801,    0.007257,    0.123113,    0.118656,
    0.066132,    1.011135,    0.066132,    0.841547,    0.080748,    0.927222,    0.078188,    0.871602,    0.066132,    0.834279,    0.842005,    0.062039,    0.108014,    0.091998,    0.008925,    0.119876,    0.116915,
    0.070140,    0.862703,    0.070140,    0.841311,    0.075284,    0.861718,    0.075358,    0.851655,    0.070140,    0.836961,    0.850506,    0.061738,    0.116332,    0.081703,    0.007926,    0.124913,    0.117051,
    0.074148,    0.972029,    0.074148,    0.841112,    0.093634,    0.910596,    0.091294,    0.866993,    0.074148,    0.834837,    0.842522,    0.061621,    0.110181,    0.096181,    0.009331,    0.121795,    0.115015,
    0.078156,    0.789481,    0.078156,    0.840944,    0.078331,    0.817629,    0.080985,    0.830508,    0.078156,    0.838084,    0.853791,    0.061298,    0.120414,    0.082607,    0.008014,    0.125936,    0.116482,
    0.082164,    0.837080,    0.082164,    0.840796,    0.084605,    0.844397,    0.085381,    0.843778,    0.082164,    0.837046,    0.850876,    0.061136,    0.117747,    0.091152,    0.008843,    0.126644,    0.118560,
    0.086172,    0.842142,    0.086172,    0.840660,    0.091690,    0.850827,    0.091741,    0.846190,    0.086172,    0.836763,    0.849331,    0.060943,    0.117457,    0.095609,    0.009275,    0.127643,    0.117543,
    0.090180,    0.661861,    0.090180,    0.840529,    0.098083,    0.737537,    0.103099,    0.792317,    0.090180,    0.839851,    0.857790,    0.060625,    0.127530,    0.082253,    0.007980,    0.124414,    0.115865,
    0.094188,    0.745614,    0.094188,    0.840393,    0.097283,    0.777802,    0.098440,    0.811581,    0.094188,    0.838053,    0.849851,    0.060486,    0.122862,    0.094273,    0.009146,    0.125529,    0.116180,
    0.098196,    0.751108,    0.098196,    0.840244,    0.103568,    0.787857,    0.104811,    0.815580,    0.098196,    0.837657,    0.849254,    0.060290,    0.122559,    0.098772,    0.009582,    0.125659,    0.116613,
    0.102204,    0.904405,    0.102204,    0.840073,    0.102586,    0.883714,    0.100192,    0.858551,    0.102204,    0.834531,    0.839289,    0.129689,    0.107493,    0.117476,    0.011397,    0.128530,    0.114349,
    0.106212,    0.908185,    0.106212,    0.839872,    0.107469,    0.888060,    0.104169,    0.859705,    0.106212,    0.834102,    0.838783,    0.129116,    0.107595,    0.121810,    0.011817,    0.128136,    0.114042,
    0.110220,    0.864100,    0.110220,    0.839632,    0.104976,    0.859072,    0.103702,    0.848625,    0.110220,    0.834507,    0.841563,    0.128799,    0.111225,    0.121544,    0.011791,    0.133133,    0.110006,
    0.114228,    0.903860,    0.114228,    0.839345,    0.109116,    0.886665,    0.105692,    0.859182,    0.114228,    0.833353,    0.837746,    0.128031,    0.108713,    0.129336,    0.012547,    0.129109,    0.111019,
    0.118236,    0.824546,    0.118236,    0.839003,    0.119487,    0.835565,    0.119015,    0.837147,    0.118236,    0.834319,    0.843735,    0.127951,    0.114857,    0.125683,    0.012193,    0.126370,    0.125807,
    0.122244,    0.933570,    0.122244,    0.838596,    0.113644,    0.903435,    0.109524,    0.863849,    0.122244,    0.831849,    0.837477,    0.127249,    0.106375,    0.140132,    0.013595,    0.127323,    0.115433,
    0.126253,    0.837847,    0.126253,    0.838117,    0.120548,    0.842351,    0.119696,    0.840044,    0.126253,    0.833034,    0.842496,    0.127173,    0.113965,    0.134903,    0.013087,    0.126545,    0.121657,
    0.130261,    0.841493,    0.130261,    0.837544,    0.122905,    0.844779,    0.121503,    0.840472,    0.130261,    0.832397,    0.842613,    0.126613,    0.114112,    0.139224,    0.013507,    0.124577,    0.120064,
    0.134269,    0.815327,    0.134269,    0.836869,    0.132827,    0.825085,    0.133093,    0.830073,    0.134269,    0.832260,    0.845476,    0.126211,    0.116468,    0.140680,    0.013648,    0.122972,    0.117696,
    0.138277,    0.891032,    0.138277,    0.836106,    0.132308,    0.877356,    0.127051,    0.853264,    0.138277,    0.830276,    0.840429,    0.127285,    0.107649,    0.151926,    0.014739,    0.123729,    0.114241,
    0.142285,    0.802272,    0.142285,    0.835266,    0.146286,    0.812363,    0.147215,    0.821617,    0.142285,    0.831192,    0.847585,    0.125827,    0.116951,    0.147366,    0.014297,    0.123009,    0.115711,
    0.146293,    0.913766,    0.146293,    0.834363,    0.133811,    0.890973,    0.127701,    0.858128,    0.146293,    0.828527,    0.840996,    0.162088,    0.089816,    0.162053,    0.015721,    0.126460,    0.113873,
    0.150301,    0.744754,    0.150301,    0.833408,    0.165013,    0.772702,    0.169677,    0.801166,    0.150301,    0.830799,    0.850820,    0.126588,    0.119473,    0.149780,    0.014531,    0.126631,    0.116766,
    0.154309,    0.747079,    0.154309,    0.832414,    0.165490,    0.772820,    0.170304,    0.801106,    0.154309,    0.830016,    0.850273,    0.127396,    0.118192,    0.153974,    0.014938,    0.124988,    0.117926,
    0.158317,    0.889643,    0.158317,    0.831393,    0.149125,    0.874673,    0.141650,    0.849680,    0.158317,    0.826755,    0.843471,    0.157378,    0.094642,    0.171646,    0.016652,    0.124511,    0.115440,
    0.162325,    0.827212,    0.162325,    0.830359,    0.159607,    0.825382,    0.158729,    0.825529,    0.162325,    0.827074,    0.846828,    0.157001,    0.108280,    0.169617,    0.016455,    0.124020,    0.115848,
    0.166333,    0.797623,    0.166333,    0.829322,    0.165854,    0.801994,    0.168195,    0.812867,    0.166333,    0.826797,    0.847605,    0.155895,    0.114321,    0.170743,    0.016565,    0.125951,    0.118242,
    0.170341,    0.904768,    0.170341,    0.828297,    0.150378,    0.876342,    0.142847,    0.850279,    0.170341,    0.824132,    0.839664,    0.224215,    0.062812,    0.185012,    0.017949,    0.127309,    0.115308,
    0.174349,    0.784603,    0.174349,    0.827294,    0.173889,    0.792302,    0.177794,    0.806535,    0.174349,    0.825399,    0.846509,    0.152460,    0.115139,    0.177433,    0.017214,    0.125639,    0.116848,
    0.178357,    0.816778,    0.178357,    0.826327,    0.176224,    0.818458,    0.175976,    0.818377,    0.178357,    0.824018,    0.843191,    0.223874,    0.066522,    0.184496,    0.017899,    0.124957,    0.116349,
    0.182365,    0.944334,    0.182365,    0.825408,    0.168670,    0.902448,    0.159559,    0.855609,    0.182365,    0.820998,    0.833720,    0.223798,    0.061059,    0.200726,    0.019473,    0.132125,    0.110186,
    0.186373,    0.955120,    0.186373,    0.824550,    0.173777,    0.904487,    0.164561,    0.855403,    0.186373,    0.819987,    0.831316,    0.223660,    0.060577,    0.205734,    0.019959,    0.132389,    0.109995,
    0.190381,    0.957364,    0.190381,    0.823764,    0.174461,    0.904599,    0.165309,    0.855342,    0.190381,    0.819122,    0.828364,    0.223517,    0.060457,    0.209920,    0.020365,    0.227418,    0.027143,
    0.194389,    0.808576,    0.194389,    0.822923,    0.191144,    0.806067,    0.192444,    0.809738,    0.194389,    0.820823,    0.834173,    0.223288,    0.066757,    0.199591,    0.019363,    0.235350,    0.016663,
    0.198397,    0.929167,    0.198397,    0.821907,    0.179384,    0.892753,    0.169825,    0.850825,    0.198397,    0.817950,    0.821256,    0.223213,    0.061602,    0.215151,    0.020873,    0.232076,    0.020723,
    0.202405,    0.754350,    0.202405,    0.820741,    0.209342,    0.766675,    0.216284,    0.789413,    0.202405,    0.820077,    0.828038,    0.222968,    0.069008,    0.202320,    0.019628,    0.239398,    0.016999,
    0.206413,    0.757261,    0.206413,    0.819452,    0.209421,    0.772616,    0.215652,    0.791190,    0.206413,    0.819203,    0.824281,    0.222826,    0.068854,    0.206571,    0.020040,    0.240560,    0.015841,
    0.210421,    0.641313,    0.210421,    0.818067,    0.229513,    0.729293,    0.238620,    0.773089,    0.210421,    0.820326,    0.824893,    0.222615,    0.073770,    0.199398,    0.019344,    0.234295,    0.018799,
    0.214429,    0.962707,    0.214429,    0.816612,    0.191382,    0.897413,    0.181476,    0.850869,    0.214429,    0.814156,    0.800739,    0.222661,    0.060063,    0.234257,    0.022726,    0.234942,    0.017092,
    0.218437,    0.759277,    0.218437,    0.815112,    0.228730,    0.774440,    0.234875,    0.788413,    0.218437,    0.816748,    0.808278,    0.222397,    0.068678,    0.218676,    0.021215,    0.243650,    0.011956,
    0.222445,    0.817782,    0.222445,    0.813595,    0.220511,    0.803989,    0.222612,    0.802618,    0.222445,    0.814996,    0.798973,    0.222289,    0.066163,    0.228270,    0.022145,    0.240329,    0.006820,
    0.226453,    0.754578,    0.226453,    0.812085,    0.237354,    0.767205,    0.244042,    0.784185,    0.226453,    0.815268,    0.799510,    0.222108,    0.068819,    0.226166,    0.021941,    0.242873,    0.013811,
    0.230461,    0.882507,    0.230461,    0.810610,    0.221400,    0.871685,    0.213112,    0.832966,    0.230461,    0.812411,    0.789536,    0.222041,    0.063352,    0.242432,    0.023519,    0.236930,    0.013745,
    0.234469,    0.796323,    0.234469,    0.809196,    0.233866,    0.784146,    0.239107,    0.791479,    0.234469,    0.813080,    0.790147,    0.221847,    0.066988,    0.238120,    0.023101,    0.241497,    0.001745,
    0.238477,    0.721460,    0.238477,    0.807868,    0.247221,    0.747918,    0.255651,    0.776514,    0.238477,    0.813568,    0.792560,    0.221660,    0.070140,    0.234895,    0.022788,    0.234616,    0.028480,
    0.242485,    0.860639,    0.242485,    0.806654,    0.238851,    0.837053,    0.235971,    0.814065,    0.242485,    0.810593,    0.783018,    0.221597,    0.064191,    0.252242,    0.024471,    0.237641,    0.011806,
    0.246493,    0.710060,    0.246493,    0.805579,    0.253285,    0.742552,    0.261973,    0.773945,    0.246493,    0.812324,    0.787525,    0.221366,    0.070570,    0.241741,    0.023452,    0.232766,    0.027390,
    0.250501,    0.757208,    0.250501,    0.804669,    0.250904,    0.760995,    0.257984,    0.779707,    0.250501,    0.810872,    0.783402,    0.221249,    0.068539,    0.250243,    0.024277,    0.230491,    0.016678,
    0.254509,    0.655082,    0.254509,    0.803878,    0.273585,    0.730604,    0.282722,    0.767466,    0.254509,    0.811827,    0.790062,    0.221047,    0.072852,    0.244398,    0.023710,    0.235751,    0.018164,
    0.258517,    0.709139,    0.258517,    0.803136,    0.264887,    0.739629,    0.273716,    0.771475,    0.258517,    0.810294,    0.786857,    0.220933,    0.070531,    0.253564,    0.024599,    0.232130,    0.025388,
    0.262525,    0.836751,    0.262525,    0.802436,    0.263736,    0.806969,    0.265636,    0.796108,    0.262525,    0.807614,    0.781885,    0.220857,    0.065054,    0.269800,    0.026174,    0.237990,    0.009702,
    0.266533,    0.664709,    0.266533,    0.801772,    0.281282,    0.729091,    0.290573,    0.766111,    0.266533,    0.809692,    0.794128,    0.220618,    0.072372,    0.257235,    0.024955,    0.235864,    0.018571,
    0.270541,    0.702774,    0.270541,    0.801137,    0.286308,    0.739136,    0.294171,    0.768619,    0.270541,    0.808454,    0.794674,    0.220492,    0.070728,    0.264864,    0.025696,    0.233140,    0.022506,
    0.274549,    0.820460,    0.274549,    0.800523,    0.272693,    0.802130,    0.275469,    0.792534,    0.274549,    0.805984,    0.788384,    0.324494,    0.060248,    0.280146,    0.027178,    0.238272,    0.009051,
    0.278557,    0.776536,    0.278557,    0.799925,    0.286262,    0.771066,    0.291581,    0.778163,    0.278557,    0.806056,    0.793824,    0.324323,    0.062106,    0.279895,    0.027154,    0.233641,    0.014395,
    0.282565,    0.978751,    0.282565,    0.799335,    0.272121,    0.908775,    0.257264,    0.841254,    0.282565,    0.802308,    0.783138,    0.324316,    0.053513,    0.303300,    0.029424,    0.239332,    0.013609,
    0.286573,    0.965455,    0.286573,    0.798747,    0.278445,    0.902406,    0.264857,    0.837436,    0.286573,    0.801922,    0.786649,    0.324167,    0.054062,    0.305993,    0.029686,    0.242498,    0.012991,
    0.290581,    0.748654,    0.290581,    0.798153,    0.288904,    0.757529,    0.295353,    0.773429,    0.290581,    0.804669,    0.799203,    0.323876,    0.063235,    0.289127,    0.028049,    0.240616,    0.025501,
    0.294589,    0.861993,    0.294589,    0.797547,    0.300098,    0.832413,    0.297799,    0.802484,    0.294589,    0.802332,    0.793232,    0.323817,    0.058405,    0.303991,    0.029491,    0.243844,    0.010825,
    0.298597,    0.876689,    0.298597,    0.796922,    0.296300,    0.840335,    0.293048,    0.806310,    0.298597,    0.801514,    0.793348,    0.323689,    0.057767,    0.309374,    0.030014,    0.324475,    0.044364,
    0.302605,    0.768263,    0.302605,    0.796272,    0.303708,    0.769752,    0.308655,    0.776160,    0.302605,    0.802567,    0.798747,    0.323473,    0.062339,    0.302924,    0.029388,    0.340721,    0.043334,
    0.306613,    0.695723,    0.306613,    0.795589,    0.308013,    0.728702,    0.316899,    0.763430,    0.306613,    0.803061,    0.802901,    0.323282,    0.065398,    0.299922,    0.029097,    0.333939,    0.047168,
    0.310621,    0.813677,    0.310621,    0.794867,    0.316902,    0.800444,    0.318189,    0.786837,    0.310621,    0.800674,    0.796349,    0.323230,    0.060378,    0.315230,    0.030582,    0.342016,    0.032663,
    0.314629,    0.800118,    0.314629,    0.794099,    0.320918,    0.798230,    0.321824,    0.785579,    0.314629,    0.800267,    0.796638,    0.323082,    0.060933,    0.317897,    0.030841,    0.346296,    0.030971,
    0.318637,    0.778358,    0.318637,    0.793374,    0.319767,    0.779206,    0.322825,    0.778282,    0.318637,    0.799975,    0.798544,    0.322929,    0.061834,    0.319776,    0.031023,    0.348008,    0.036119,
    0.322645,    0.847869,    0.322645,    0.792772,    0.325017,    0.815490,    0.324244,    0.792898,    0.322645,    0.798316,    0.793057,    0.322843,    0.058877,    0.330428,    0.032056,    0.342982,    0.032307,
    0.326653,    0.751679,    0.326653,    0.792274,    0.327878,    0.757079,    0.332136,    0.770269,    0.326653,    0.799106,    0.798873,    0.322635,    0.062924,    0.325154,    0.031545,    0.340230,    0.050289,
    0.330661,    0.718822,    0.330661,    0.791860,    0.328421,    0.737657,    0.335547,    0.764193,    0.330661,    0.798941,    0.800926,    0.322473,    0.064294,    0.325966,    0.031623,    0.341543,    0.045541,
    0.334669,    0.818942,    0.334669,    0.791510,    0.330788,    0.801076,    0.331715,    0.785998,    0.334669,    0.796810,    0.794351,    0.322409,    0.060043,    0.339560,    0.032942,    0.346606,    0.025583,
    0.338677,    0.840316,    0.338677,    0.791204,    0.333546,    0.809717,    0.333307,    0.790079,    0.338677,    0.795829,    0.794839,    0.322286,    0.059118,    0.345584,    0.033527,    0.344715,    0.028530,
    0.342685,    0.714520,    0.342685,    0.790923,    0.338440,    0.737804,    0.345543,    0.762902,    0.342685,    0.796974,    0.802416,    0.322058,    0.064422,    0.337465,    0.032739,    0.344732,    0.041851,
    0.346693,    0.882101,    0.346693,    0.790647,    0.354011,    0.859465,    0.344762,    0.808363,    0.346693,    0.793845,    0.791586,    0.322038,    0.057299,    0.357542,    0.034687,    0.347503,    0.030617,
    0.350701,    0.665407,    0.350701,    0.790357,    0.344500,    0.725137,    0.353715,    0.757506,    0.350701,    0.796253,    0.804267,    0.321746,    0.066465,    0.340686,    0.033051,    0.348165,    0.033261,
    0.354709,    0.759978,    0.354709,    0.790031,    0.358967,    0.768402,    0.360872,    0.771766,    0.354709,    0.794156,    0.800854,    0.321674,    0.062448,    0.353746,    0.034318,    0.343235,    0.038315,
    0.358717,    0.784758,    0.358717,    0.789652,    0.361170,    0.777588,    0.362536,    0.774489,    0.358717,    0.793049,    0.799402,    0.321551,    0.061379,    0.360098,    0.034935,    0.345482,    0.024966,
    0.362725,    0.753662,    0.362725,    0.789198,    0.363207,    0.764077,    0.365642,    0.769831,    0.362725,    0.792721,    0.802291,    0.321390,    0.062683,    0.361080,    0.035030,    0.344790,    0.036761,
    0.366733,    0.758505,    0.366733,    0.788651,    0.363491,    0.764379,    0.366026,    0.769964,    0.366733,    0.791862,    0.805010,    0.321252,    0.062461,    0.365516,    0.035460,    0.343438,    0.035020,
    0.370741,    0.952535,    0.370741,    0.787990,    0.358050,    0.882933,    0.345001,    0.817855,    0.370741,    0.788320,    0.795726,    0.400904,    0.054912,    0.388135,    0.037655,    0.351952,    0.029134,
    0.374749,    0.733907,    0.374749,    0.787195,    0.379254,    0.751278,    0.382796,    0.763724,    0.374749,    0.790568,    0.809264,    0.320952,    0.063477,    0.371093,    0.036001,    0.352351,    0.035408,
    0.378758,    0.996394,    0.378758,    0.786365,    0.356083,    0.906418,    0.338304,    0.827324,    0.378758,    0.786054,    0.793821,    0.399274,    0.049936,    0.400292,    0.038834,    0.357524,    0.028191,
    0.382766,    0.835174,    0.382766,    0.785601,    0.381684,    0.811042,    0.378111,    0.786529,    0.382766,    0.787440,    0.804241,    0.399533,    0.067016,    0.388767,    0.037716,    0.360504,    0.023784,
    0.386774,    0.806665,    0.386774,    0.784893,    0.385655,    0.796013,    0.383701,    0.780023,    0.386774,    0.786949,    0.804710,    0.398867,    0.070014,    0.389998,    0.037835,    0.387893,    0.016249,
    0.390782,    0.836486,    0.390782,    0.784229,    0.387602,    0.813414,    0.383368,    0.786800,    0.390782,    0.785631,    0.804036,    0.397554,    0.066988,    0.396835,    0.038499,    0.386607,    0.022184,
    0.394790,    0.999856,    0.394790,    0.783598,    0.381749,    0.897313,    0.363108,    0.820487,    0.394790,    0.782465,    0.795568,    0.421984,    0.055832,    0.416507,    0.040407,    0.387666,    0.031334,
    0.398798,    0.717039,    0.398798,    0.782988,    0.405396,    0.738492,    0.410816,    0.755759,    0.398798,    0.785391,    0.811765,    0.397099,    0.079671,    0.393296,    0.038155,    0.407482,    0.046900,
    0.402806,    0.705947,    0.402806,    0.782388,    0.413092,    0.731493,    0.419723,    0.751953,    0.402806,    0.784568,    0.812626,    0.396373,    0.081068,    0.396201,    0.038437,    0.406223,    0.044568,
    0.406814,    0.734234,    0.406814,    0.781787,    0.405441,    0.748516,    0.409867,    0.759648,    0.406814,    0.783190,    0.810343,    0.398777,    0.076973,    0.402890,    0.039086,    0.403242,    0.049052,
    0.410822,    0.796226,    0.410822,    0.781172,    0.404147,    0.785616,    0.402459,    0.774009,    0.410822,    0.781342,    0.807047,    0.420317,    0.083053,    0.412819,    0.040049,    0.397181,    0.019077,
    0.414830,    0.654614,    0.414830,    0.780534,    0.435427,    0.712335,    0.444784,    0.740477,    0.414830,    0.782214,    0.814927,    0.397843,    0.084926,    0.403179,    0.039114,    0.407996,    0.037846,
    0.418838,    0.793472,    0.418838,    0.779859,    0.420377,    0.783387,    0.418079,    0.771135,    0.418838,    0.779301,    0.805552,    0.418682,    0.082061,    0.420495,    0.040794,    0.398444,    0.023752,
    0.422846,    0.926167,    0.422846,    0.779138,    0.404225,    0.870081,    0.389946,    0.806662,    0.422846,    0.776468,    0.797785,    0.414767,    0.063141,    0.437219,    0.042416,    0.411021,    0.036722,
    0.426854,    0.801784,    0.426854,    0.778359,    0.421098,    0.784091,    0.418835,    0.771386,    0.426854,    0.777037,    0.805390,    0.416410,    0.078833,    0.429235,    0.041642,    0.406315,    0.025873,
    0.430862,    0.765233,    0.430862,    0.777509,    0.435413,    0.769316,    0.435147,    0.762607,    0.430862,    0.776414,    0.807371,    0.415856,    0.082914,    0.429693,    0.041686,    0.408077,    0.043525,
    0.434870,    0.738160,    0.434870,    0.776579,    0.436980,    0.744406,    0.441874,    0.752747,    0.434870,    0.775645,    0.806543,    0.415113,    0.085549,    0.431062,    0.041819,    0.411654,    0.047705,
    0.438878,    0.858448,    0.438878,    0.775555,    0.428641,    0.830830,    0.417690,    0.788090,    0.438878,    0.772928,    0.796263,    0.490024,    0.028496,    0.446593,    0.043326,    0.418404,    0.034896,
    0.442886,    0.719443,    0.442886,    0.774434,    0.453037,    0.736878,    0.458869,    0.746979,    0.442886,    0.773584,    0.803843,    0.412617,    0.085371,    0.437204,    0.042415,    0.416970,    0.045941,
    0.446894,    0.932152,    0.446894,    0.773224,    0.420760,    0.872440,    0.404036,    0.804554,    0.446894,    0.769646,    0.789016,    0.489713,    0.025094,    0.461618,    0.044784,    0.421136,    0.038785,
    0.450902,    0.938030,    0.450902,    0.771936,    0.421227,    0.876225,    0.403763,    0.806022,    0.450902,    0.768387,    0.786113,    0.489552,    0.024797,    0.466154,    0.045224,    0.423841,    0.037503,
    0.454910,    0.802810,    0.454910,    0.770580,    0.448953,    0.782091,    0.445423,    0.765619,    0.454910,    0.768927,    0.791968,    0.489340,    0.030898,    0.457128,    0.044348,    0.435195,    0.015961,
    0.458918,    0.780246,    0.458918,    0.769167,    0.455478,    0.776612,    0.453029,    0.762190,    0.458918,    0.767995,    0.788914,    0.489168,    0.031888,    0.458930,    0.044523,    0.429705,    0.020436,
    0.462926,    0.862505,    0.462926,    0.767709,    0.448742,    0.826357,    0.437603,    0.783255,    0.462926,    0.765708,    0.780068,    0.489036,    0.028118,    0.470807,    0.045675,    0.509592,   -0.009552,
    0.466934,    0.866511,    0.466934,    0.766215,    0.453337,    0.825574,    0.441920,    0.782328,    0.466934,    0.764409,    0.776649,    0.488876,    0.027900,    0.475163,    0.046098,    0.514331,   -0.010395,
    0.470942,    0.713310,    0.470942,    0.764696,    0.480109,    0.725751,    0.487196,    0.737557,    0.470942,    0.765087,    0.781320,    0.488653,    0.034816,    0.464409,    0.045054,    0.518960,   -0.004452,
    0.474950,    0.734516,    0.474950,    0.763164,    0.481202,    0.738886,    0.485213,    0.741971,    0.474950,    0.763537,    0.774639,    0.488499,    0.033813,    0.470418,    0.045637,    0.520239,   -0.007831,
    0.478958,    0.669693,    0.478958,    0.761628,    0.501353,    0.703169,    0.510169,    0.724851,    0.478958,    0.763057,    0.773968,    0.488312,    0.036719,    0.468158,    0.045418,    0.518675,   -0.005532,
    0.482966,    0.807034,    0.482966,    0.760100,    0.472827,    0.782993,    0.468209,    0.761215,    0.482966,    0.760031,    0.759117,    0.488206,    0.030450,    0.485329,    0.047084,    0.517896,   -0.012127,
    0.486974,    0.826455,    0.486974,    0.758591,    0.475177,    0.795745,    0.467766,    0.765909,    0.486974,    0.758475,    0.752156,    0.488055,    0.029528,    0.491166,    0.047650,    0.517502,   -0.011653,
    0.490982,    0.663935,    0.490982,    0.757110,    0.508028,    0.702587,    0.516631,    0.722708,    0.490982,    0.759165,    0.758350,    0.487826,    0.036862,    0.479517,    0.046520,    0.519828,   -0.005002,
    0.494990,    0.734306,    0.494990,    0.755669,    0.495953,    0.741118,    0.498647,    0.739469,    0.494990,    0.756953,    0.750063,    0.487694,    0.033637,    0.490251,    0.047561,    0.523562,   -0.009918,
    0.498998,    0.661723,    0.498998,    0.754278,    0.511324,    0.697691,    0.520610,    0.720383,    0.498998,    0.756495,    0.749851,    0.487502,    0.036893,    0.487246,    0.047270,    0.519808,   -0.004297,
    0.503006,    0.696368,    0.503006,    0.752850,    0.516864,    0.707409,    0.523924,    0.723035,    0.503006,    0.754707,    0.745764,    0.487357,    0.035286,    0.494546,    0.047978,    0.522154,   -0.000779,
    0.507014,    0.811111,    0.507014,    0.751299,    0.496553,    0.781783,    0.490266,    0.755758,    0.507014,    0.751935,    0.737436,    0.487248,    0.030017,    0.509545,    0.049433,    0.517645,   -0.014077,
    0.511022,    0.707096,    0.511022,    0.749642,    0.521939,    0.711504,    0.527742,    0.723183,    0.511022,    0.751825,    0.740455,    0.487041,    0.034729,    0.503518,    0.048848,    0.521150,   -0.001532,
    0.515030,    0.740442,    0.515030,    0.747895,    0.513218,    0.735897,    0.515188,    0.733778,    0.515030,    0.750033,    0.738232,    0.486894,    0.033172,    0.510694,    0.049545,    0.517648,   -0.017832,
